Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x0][0x8]
111,"벨라돈나",0,"0",0,0,1,0,0,"온 원생림에 자생하는 무서운 육식 식물. 꽃잎으로 짐승을 가장하여 사냥감을 유인한 다음, 사냥감이 접근하면 집어삼킨다. 성 모샨 식물원의 연구 결과에 따르면, 간혹 인간을 사냥감으로 인식하기도 하는 듯하다."
112,"에키드나",0,"0",0,0,1,0,0,"마항선 '보이드의 방주' 안에 봉인되어있던 대형 요마. 제5성력 시대에 번영했던 마법도시 '마하'에서 전략 병기로 사역했다고 한다. 요마학자들의 견해에 따르면 고위 귀족급인 제2위에 해당한다고 한다."
113,"피핀 타루핀",0,"0",0,0,1,0,0,"""내 양아버지 라우반은 당신들을 끝까지 믿고 있었다. 그러니 나도 당신들을 전면적으로 신뢰하고 힘을 빌려주겠어.""<br>불멸대 소장: 피핀 타루핀"
114,"줄리안 맨더빌",0,"0",0,0,1,0,0,"""우리 아들이랑 친하게 지내줘서 정말 고마워! 난 힐디 엄마 줄리안이란다!""<br>줄리안 맨더빌"
115,"모그린",0,"0",0,0,1,0,0,"""그래서 그동안 다들 하기 싫어하는 귀찮은 일들을 깡그리 몽땅 떠맡긴 거다쿠뽀!""<br>구름바다 모그리족 장로: 모그린"
116,"샤리베르",0,"0",0,0,1,0,0,"""아이…… 이래서 못 배운 사람은 싫다니까……. 머리가 너무 나빠서 금방 화를 내거든…….""<br>창천기사: 샤리베르"
117,"라운드록스",0,"0",0,0,1,0,0,"""거인 속에 기계가 잔뜩 들었어! 고브도 저런 데서 살아보고 싶다고브…….""<br>고블린족 소녀: 라운드록스"
118,"세뇨르 사보텐더",0,"0",0,0,1,0,0,"""쾌활하고 사람들을 즐겁게 해주기 좋아하는 라라펠족 모집 중. 급여 우대. 골드 소서 근무, 비밀유지 의무 있음.""<br>맨더빌 & 맨더빌 사 구인광고"
119,"레굴라 반 히드루스",0,"0",0,0,1,0,0,"""에오르제아의 영웅이 얼마나 대단한지…… 실력을 보여다오!""<br>제VI군단 군단장: 레굴라 반 히드루스"
120,"토르당 7세",0,"0",0,0,1,0,0,"""천 년의 악연을 끊기 위한 일이다. 진정한 변혁을 위해서라면 이 한 몸 희생한들 어떠하리.""<br>이슈가르드 교황: 토르당 7세"
121,"오노루아",0,"0",0,0,1,0,0,"""아아, 이를 어쩌지……. <br>이 흐름은…… 무척 불길한 예감이 듭니다, 네.""<br>에마넬랭의 시종: 오노루아"
122,"빛바랜 바위 & 쿨테네",0,"0",0,0,1,0,0,"""일어나라, 빛바랜 바위!""<br>""……그래…… 이대로 쓰러질 수 없다!""<br>새벽의 혈맹: 빛바랜 바위 & 쿨테네"
123,"브라키오사우루스",0,"0",0,0,1,0,0,"디아뎀 제도에서 발견된 신비한 고대 야수. 오래전에 멸종한 것으로 여겨졌으나, 외부와 동떨어진 구름바다의 환경에 적응하여 살아남았다. 강력한 마력으로 거대한 바윗덩어리를 운석처럼 떨어뜨린다."
124,"검은미늘",0,"0",0,0,1,0,0,"사룡 니드호그의 피를 물려받은 드래곤. 사룡의 일족 중에서는 계급이 높아, 많은 부하를 거느리고 있다. 용시전쟁에 가담하지 않는 성룡의 일족을 못마땅히 여겨, 백룡 베드르폴니르와 사사건건 충돌해왔다."
125,"펜리르",0,"0",0,0,1,0,0,"이단자들의 우두머리인 '얼음의 무녀' 이젤이 거느렸던 고대의 늑대. 호어하운드라는 고대종으로 분류되는 이 늑대는, 차가운 달빛을 닮은 독특한 털 색과 용맹한 성격으로 인해 전설의 짐승 '펜리르'의 이름으로 불렸다."
126,"크라켄",0,"0",0,0,1,0,0,"셀 수 없이 많은 배를 침몰시킨 바다의 괴물. 수십 년 전 해적왕 '안개수염'에게 패한 후로 아지트의 문지기 신세가 되었다. 그 후 섬을 찾아온 모험가와 싸워 패하고 바다를 떠돌던 중, 전직 선장 매디슨을 만나 의기투합했다고 한다."
127,"아제마 교황",0,"0",0,0,1,0,0,"'카른의 무너진 사원' 발굴 과정에서 실수로 작동시킨 고대의 수호자. 사원에서 모시던 태양과 심판의 여신 '아제마'의 대리인으로서 도굴꾼에게 죽음의 심판을 내리기 위해 무시무시한 단두칼을 두 손으로 들고 있다."
128,"빛나는 비늘의 몰라쟈쟈",0,"0",0,0,1,0,0,"마무쟈족 용병단 '빛나는 비늘 전투단' 단장 겸 부단장. 서방 신대륙에 사는 수인 종족인 마무쟈족은 드물게 두 개의 머리가 달린 개체가 태어난다. 이들은 대체로 두뇌 회전과 신체 능력이 우수하여 지도자나 장수로 크게 성공하는 경우가 많다."
129,"페르디아",0,"0",0,0,1,0,0,"옛 암다포르 성에 나타난 요마. 먼 옛날 마법도시 '마하'의 흑마도사에게 소환되어 그 명령에 따라 암다포르 공격에 가세했지만, 오히려 반격당해 오랜 세월 동안 봉인되어 있었던 듯하다. 계급은 하급 귀족급인 제3위에 해당한다."
130,"칼카브리나",0,"0",0,0,1,0,0,"샬레이안의 마법 시설인 '거꾸로 선 탑'을 수호하기 위해 만들어진 마법인형. 강력한 힘을 부여하기 위해 역대 마도사들이 오랜 시간을 들여 마력을 주입한 결과, 섬뜩한 모습으로 변하고 말았다."
131,"쿠리부",0,"0",0,0,1,0,0,"암다포르의 백마도사들이 만들어낸 고대도시의 수호자. 골렘 기술을 응용하여 만들어졌으며, 석상의 가슴과 양손에 심장핵 역할을 하는 보석이 박혀있다. 요마를 상대하는 전투에 특화되어 다양한 백마법을 능숙하게 구사한다."
132,"티탄",0,"0",0,0,1,0,0,"제3성력 말기, 알라그 제국의 지배자에게 저항했던 혁명 세력의 영웅. 강인한 육체를 가졌으나, 마과학자 아몬에게 붙잡혀 불로불사 실험에 이용당한 끝에 생전의 기억을 잃고 크리스탈 타워를 방어하는 꼭두각시가 되고 말았다."
133,"아르투아렐 드 포르탕",0,"0",0,0,1,0,0,"""내 이름은 아르투아렐 드 포르탕. 포르탕 가의 장남이자 긍지 높은 이슈가르드 기사다.""<br>포르탕 가 장남: 아르투아렐 드 포르탕"
134,"에마넬랭 드 포르탕",0,"0",0,0,1,0,0,"""너만의 기사, 에마넬랭이 도와주겠어! 이 몸이 왔으니 이제 마음 푹 놓으라고!""<br>포르탕 가 차남: 에마넬랭 드 포르탕"
135,"잔데",0,"0",0,0,1,0,0,"마과학자 아몬에 의해 영원한 잠에서 되살아난 알라그 제국 초대 황제. 잔데 사당에 안치되어있던 유해를 배양하여 불로불사로 만드는 과정에서 육체가 거대해졌다. 불사의 몸이 된 후에는 대역으로 사용할 클론이 만들어졌다고 한다."
136,"포악한 심판자",0,"0",0,0,1,0,0,"기공성을 수호하는 수수께끼의 합체 병사. 방어 참모 맹습자를 중심으로 마도병 교반자, 산술병 조작자, 인술병 폭파자, 무장병 폭격자가 합체한 기체. 주체성이 없는 대신 총통인 만능의 퀵싱크스에게는 충성을 다한다."
137,"세피로트",0,"0",0,0,1,0,0,"'삼투신' 중 하나. 남방대륙 메라시디아에 살던 식물형 종족이 숭배하던 존재로, 세계 최초의 나무를 신격화한 것으로 여겨진다. 생명을 조종하고 자기 자신을 '성장'시켜 거대한 몸으로 날뛰는 모습은 그야말로 '마신'이라는 이름이 어울린다."
138,"프라민",0,"0",0,0,1,0,0,"""후후, 정말 대견하고 기특하네요. 그렇게 어렸던 아실리아가 어느새 이렇게…….""<br>울다하의 가희: 프라민"
139,"비도프니르",0,"0",0,0,1,0,0,"성룡 흐레스벨그의 피를 물려받은 드래곤. 먼 옛날 인간과 용이 우호적이었던 시대를 직접 겪은 장로격 용으로, 성룡의 일족을 통솔한다. 아름다운 날개를 가져 '하얀 날개'라는 별명으로도 불린다."
140,"어둠의 구름",0,"0",0,0,1,0,0,"이계 보이드를 다스리는 마왕 중 하나. 가늠할 수 없는 강한 힘을 가졌으며, 요마 12계급 중에서도 가장 높은 '제1위'를 차지한다. 고대 알라그 제국의 황제 '잔데'와 피의 계약을 맺어 물질계 침공을 계획하고 있었다."
141,"로로리토 나나리토",0,"0",0,0,1,0,0,"""……인재와 돈은 국가의 기둥이지. 국가의 초석은 바로 뛰어난 통치력이요.""<br>동부 알데나드 상회 회장: 로로리토 나나리토"
142,"지브리옹",0,"0",0,0,1,0,0,"""이 술집이 안 망하는 비결이 뭔지 아나? 손님 이야기를 함부로 다른 사람에게 흘리지 않는 거야.""<br>'잊힌 기사 주점' 주인: 지브리옹"
143,"라니에트 드 아유나르트",0,"0",0,0,1,0,0,"""……미안하다. 있는 줄 몰랐군. 지금 대화 중이니 좀 조용히 해주지 않겠나?""<br>장미기병단 단장: 라니에트 드 아유나르트"
144,"로즈웬",0,"0",0,0,1,0,0,"""우리 '홍혈성녀단'은 해적의 전통을 중요하게 생각하지. 속박을 거부하며 자유롭게 산다. 그게 해적이야.""<br>홍혈성녀단 두령: 로즈웬"
145,"카르발랭 드 고르가뉴",0,"0",0,0,1,0,0,"""그런 자유가 바로 제가 이 도시를 사랑하는 이유이자 '백귀야행'의 두목으로 살 수 있는 이유입니다.""<br>백귀야행 두령: 카르발랭 드 고르가뉴"
146,"칼 미크",0,"0",0,0,1,0,0,"""알았어, 알았어. 내가 특별히 너랑 친구가 돼줄게! 내 이름은 '칼 미크'야. 앞으로 친하게 지내자!""<br>성룡의 일족: 칼 미크"
147,"와우케온",0,"0",0,0,1,0,0,"바누바누족의 성역인 '거두지 않는 섬'에 서식하는 대형 사누와. 하늘섬을 적시는 은혜의 비처럼 비늘이 촉촉하고 윤기 있게 빛난다. 만약 비늘을 벗겨 올 수만 있다면, 양떼구름과도 같은 가면을 만들 수 있을 것이다."
148,"전시 책임자",0,"0",0,0,1,0,0,"'무한연속 박물함'에 배치된 무인기계. 현실확장 시스템을 이용하여 방문객에게 알라그의 다양한 기술을 체험시켜주는 체감형 교육 놀이기구의 일부이지만, 침입자를 발견하면 방어 병기의 역할을 수행하기도 한다."
149,"안개수염",0,"0",0,0,1,0,0,"""내가 바로 해적왕 '안개수염'이다! 오늘 단 하루만 바다 밑에서 되살아나 주마!""<br>전설의 해적왕: 안개수염"
150,"우네 & 도가",0,"0",0,0,1,0,0,"""우리는 그런 잔데를 막고 싶어. 그게 바로 진짜 우네와 도가가 우리에게 맡긴 사명이야.""<br>노아의 일원: 우네 & 도가"
151,"티아마트",0,"0",0,0,1,0,0,"환룡 미드가르드오름의 일곱 알에서 깨어난 칠대천룡 중 하나. 형제인 광룡 바하무트와 함께 남방대륙 메라시디아로 건너가 많은 자식을 낳았다. 알라그에 저항하기 위해 죽은 광룡을 야만신으로 소환한 것을 아직까지도 후회한다."
152,"칼로피스테리",0,"0",0,0,1,0,0,"마법도시 마하의 피라미드에서, 요마와의 계약에 핵심적 역할을 지닌 '쐐기'를 수호하는 존재. 마하의 위대한 대마도사 중 하나였으나, 자기 몸에 요마의 피를 주입하는 사악한 마법과 마력이 담긴 수정의 힘을 사용해 스스로 영원한 수호자로 변모했다고 한다."
153,"흐레스벨그",0,"0",0,0,1,0,0,"환룡 미드가르드오름의 일곱 알에서 태어난 칠대천룡 중 하나. 먼 옛날 성녀 '시바'와 종족을 초월한 사랑을 나누며, 인간과 용이 화합하는 계기를 만들었다. 그러나 훗날 인간의 배신으로 인간과 용의 친밀한 관계는 무너지게 된다."
154,"아프칼루",0,"0",0,0,1,0,0,"바일브랜드 섬에 서식하는 대형 바닷새. 날 수는 없지만, 지느러미처럼 변한 날개를 이용해 바닷속을 자유롭게 헤엄치며 물고기를 포식한다. 새끼에게 물고기를 가지고 돌아가기 위해 위액을 마음대로 조절한다고 알려져 있는데, 위험에 처했을 때는 이것을 토해내기도 한다."
155,"콜리브리",0,"0",0,0,1,0,0,"남쪽 바다에서 온 빛깔이 화려한 새. 꽃의 꿀을 빨기 위해 부리의 형태가 독특하게 변했다고 한다. 빛나는 물건에 흥미를 보이며, 조개 등을 통째로 삼키기도 한다. 잘 훈련시키면 사람의 말을 흉내 낼 수도 있는 듯하다."
156,"마도 죽음손아귀",0,"0",0,0,1,0,0,"알라그의 고대 병기 '강철 발톱'을 재설계하여 만든 마도 병기. 한 쌍의 회전 날개가 내장되어 있어 공중에 떠다닌다. 움직이는 갈고리발톱으로 다양한 물자를 운반할 수 있으며, 전투 시에는 적을 포박하기도 한다."
157,"액체 불꽃",0,"0",0,0,1,0,0,"샬레이안의 연금술사가 만들어낸 마법생물. 코볼드족이 하급 요마 '봄'을 배양하고 있다는 사실을 알게 된 연금술사가, 그 기술을 재현하려 시도하던 중에 반쯤 우연히 탄생했다. 그 후 사역마로 이용되었다고 한다."
158,"양",0,"0",0,0,1,0,0,"대빙설 시대에 고원 부족이 가축화한 양. 더욱 많은 양털을 얻을 수 있도록 품종개량을 거듭한 결과, 목화처럼 동글동글한 모양으로 털이 자라게 되었다. 라노시아나 커르다스에서는 야생화한 모습이 목격되기도 한다."
159,"배달부 모그리",0,"0",0,0,1,0,0,"""어느새 여행의 매력에 홀딱 빠지고 말았다쿠뽀!<br>그래서 모그는 '배달부'가 된 거야쿠뽀!""<br>배달부 모그리"
160,"마도 콜로서스",0,"0",0,0,1,0,0,"알라그의 고대 병기 '철거인'의 설계와, 마도 뱅가드를 제작하면서 축적한 기체 제어 기술을 융합하여 만든 무인형 마도 아머. 한층 인간에 가까운 형태를 실현했기 때문에 무기 교환이 쉬워지는 등, 범용성이 향상되었다."
161,"스트릭스",0,"0",0,0,1,0,0,"구브라 환상도서관 최상층에 위치한 '희귀서고'의 문을 지키던 사역마. 기본적으로 스카네테처럼 마법에 의해 지혜를 부여받은 부엉이지만, 그 지식의 양이 엄청나 상급마법도 자유자재로 사용한다."
162,"청풍의 토졸 후아토틀",0,"0",0,0,1,0,0,"이크살족 사회에 군림하는 네 개의 유력 가문 '하늘이 내린 자' 중 하나인 후아토틀 가 직계 자손. 야만신 소환 의식을 거행할 수 있는 몇 안 되는 고위 사제이기도 하여, 젤파톨에서 가루다를 소환하려고 했다."
163,"알렉산더 프라임",0,"0",0,0,1,0,0,"기공성 '알렉산더'의 진정한 핵을 방어하고 있던 마지막 장벽. 핵을 제어하는 중추 기관의 일부이기도 하여, 한정적이나마 시간을 조작할 수 있다. 이상향에 방해되는 존재에게는 '신성한 심판'을 내린다고 한다."
164,"싹싹한 삼형제",0,"0",0,0,1,0,0,"""자네랑 만났다고 어디 가서 자랑이라도 할 수 있게 훌륭한 모험가가 되라고!""<br>넉살 좋은 삼형제: 브레몽다 & 브레몽데 & 브레몽드"
165,"산크레드(창천의 이슈가르드)",0,"0",0,0,1,0,0,"""흑요석을 갈아서 칼 대신 쓰고 마물을 잡아 고기랑 가죽을 얻는, 생존을 위한 나날이었어.""<br>새벽의 혈맹: 산크레드"
166,"야슈톨라(창천의 이슈가르드)",0,"0",0,0,1,0,0,"""모든 싸움을 넘어서 나아갈 거예요.<br>마토야가 찾던 '세계의 진리'를<br>마토야보다 더 멀리까지 보기 위해…….""<br>새벽의 혈맹: 야슈톨라"
167,"넬 반 다르누스",0,"0",0,0,1,0,0,"""정화의 때가 다가왔다…… 이 몸이 불러들인 아름다운 빛이 모든 더러움을 남김없이 태우리라.""<br>제VII군단 군단장: 넬 반 다르누스"
168,"소피아",0,"0",0,0,1,0,0,"'삼투신' 중 하나. 과거 메라시디아에 존재한 다민족 국가가 숭배하던, 지혜를 관장하는 신이라고 한다. 모습이 다른 여러 종족을 하나로 모으기 위해 '균형'과 '조화'라는 지혜를 인간의 마음에 불어넣었다는 신화가 남아있다."
