Index,0 [0x3][0x42],1 [0x7][0x1c],2 [0x3][0x43],3 [0x3][0x44],4 [0x7][0x20],5 [0x5][0x38],6 [0x5][0x3a],7 [0x5][0x3c],8 [0x5][0x3e],9 [0x6][0x2c],10 [0x6][0x30],11 [0x6][0x34],12 [0x7][0x24],13 [0x7][0x28],14 [0x3][0x45],15 [0x3][0x46],16 [0x3][0x47],17 [0x19][0x48],18 [0x1a][0x48],19 [0x1b][0x48],20 [0x5][0x40],21 [0x1c][0x48],22 [0x1d][0x48],23 [0x1e][0x48],24 [0x0][0x0],25 [0x0][0x4],26 [0x0][0x8],27 [0x0][0xc],28 [0x0][0x10],29 [0x0][0x14],30 [0x7][0x18]
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
340,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
341,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
342,1,4098136,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"긴급 점검","번식한 선인장이 마구 뛰어다니는 바람에<br>땅이 황폐해지며 사막으로 변하고 있다<br>갑자기 번식한 선인장을 쓰러뜨려라","","","","",0
343,1,4103513,6,11,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"강제 추방","거주지 건설 예정지에 번식한<br>어미 긴다리거미가 작업을 방해하고 있다<br>어미 긴다리거미를 쓰러뜨려라","","","","",0
344,4,4098196,8,13,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"투쟁을 위한 분노의 철퇴","울다하에서 쫓겨난 고블린족이<br>항의하기 위해 '말뚝박기탑 자재'를 부수러 왔다<br>자재를 지키면서 고블린 강도를 쓰러뜨려라","","말뚝박기탑 자재","","",0
345,1,4098811,8,13,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"대지의 망치","독이 있는 마물 망치부리가<br>은 장터 주민을 위협하고 있다<br>망치부리를 쓰러뜨려라","","","","",0
346,2,4103833,8,13,2000254,0,1,0,0,60723,60503,0,4103838,0,33,34,35,true,false,false,0,false,false,false,"땅을 굳게 하는 것","작업원들이 지반 강화를 위해 끼워 넣을<br>'땅 정령의 핵'을 구하고 있다<br>핵을 모아서 열심히 일하는 작업원에게 건네라","지반 강화에 쓸 '땅 정령의 핵'을<br>'열심히 일하는 작업원'에게<br>신속하게 건네주자","건넨 땅 정령의 핵","","",0
347,1,4099169,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"수수께끼의 거대 생물","한때 ""수수께끼의 거대 생물이 나타났다!?""며<br>세상을 떠들썩하게 한 마물이 10년 만에 목격됐다<br>재앙의 왕두꺼비를 쓰러뜨려라","","","","",0
348,1,4107936,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"사막의 패왕","여행자를 상대로 가차 없이 바늘을 쏴대는<br>가학적인 전술로 유명한 마물<br>선인장 잭을 쓰러뜨려라","","","","",0
349,1,4103548,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"황야의 무법자","울다하 경비대 '구리칼날단'이<br>행인을 위협하는 독뿔도마뱀과 싸우고 있다<br>구리칼날단 위병과 함께 독뿔도마뱀을 쓰러뜨려라","","","","",0
350,1,4103575,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"들개들의 천국","어디선가 들개 떼가 나타나서<br>광산 노동자들을 위협하고 있다<br>사나운 들개를 쓰러뜨려라","","","","",0
351,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
352,1,4104205,13,18,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"악의 없는 아귀","아귀가 작은 물고기를 먹어치워서<br>초승달 만 어부가 골치를 앓고 있다<br>식탐 많은 아귀를 쓰러뜨려라","","","","",0
353,1,4104245,13,18,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"식탐 많은 왕게","게살을 노리던 어부를 도리어 잡아먹으며<br>살이 잔뜩 오른 대왕게를 처치하자<br>거품쟁이 버니를 쓰러뜨려라","","","","",0
354,3,4176112,22,27,0,0,0,0,0,60725,60505,0,4176113,4176113,33,34,35,true,false,false,0,false,false,false,"부상자를 호송하라","마물의 습격으로 크게 다친<br>상인이 도움을 요청하고 있다<br>부상당한 상인을 저녁별 만까지 호위하라","","","","",0
355,1,4103646,23,28,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"싸움은 계속된다","소대 규모 갈레말 제국군 부대가<br>마도 저거너트 잔해를 조사하고 있다<br>제국군 세력을 쓰러뜨려라","","","","",0
356,1,4103750,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"코브란 대이동","먹잇감으로 삼을 광석을 찾아서<br>코브란 떼가 대이동을 시작했다<br>녹슨 코브란을 쓰러뜨려라","","","","",0
357,1,4103910,21,26,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"황금투구를 쓴 거인","난데없이 나타난<br>거인족이 어슬렁거리고 있다<br>한탄의 브리아레오스를 쓰러뜨려라","","","","",0
358,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
359,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
360,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
361,1,4103844,10,15,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"망치를 두드려라","새로운 구역을 찾아서<br>망치부리 무리가 나타났다<br>망치부리를 쓰러뜨려라","","","","",0
362,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
363,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
364,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
365,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
366,1,4103581,22,27,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"키다리 아저씨","상인과 여행자를 자주 습격해서<br>수많은 고아를 만들어낸 사악한 마물<br>키다리거미를 쓰러뜨려라","","","","",0
367,1,4103924,20,25,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"고스트 버스터즈","미신에 약한 뱃사람들이<br>떠도는 망령에 겁먹고 토벌을 의뢰했다<br>사막 악령을 쓰러뜨려라","","","","",0
368,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
369,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
370,1,4104310,5,10,0,0,0,0,0,60722,60502,115,4145853,0,33,34,35,true,false,false,0,false,false,false,"천박한 승부사","힘에 자신 있는 난폭한 여성 모험가가<br>자신에게 덤빌 도전자를 찾고 있다<br>싸움꾼 그리스힐드를 쓰러뜨려라","","","","",0
371,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
372,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
373,1,4104320,5,10,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"저녁밥을 사수하라!","모험가 야영지에서 풍기는 냄새를 맡고<br>먹잇감을 찾으러 큰도롱뇽이 몰려들었다<br>몰려오는 큰도롱뇽을 쓰러뜨려라","","","","",0
374,4,4104341,7,12,0,0,12,0,0,60724,60504,0,4184469,0,33,34,35,true,false,false,0,false,false,false,"밑 빠진 독 키키룬","주점 '궤짝과 관짝'에 출입 금지당한<br>키키룬족이 술에 취해 날뛰고 있다<br>경비원을 지키면서 키키룬족을 쓰러뜨려라","","궤짝과 관짝 경비원","","",0
375,1,4104356,6,11,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"궤짝 말고 관짝","키키룬족 도적단이 활동을 시작했다<br>경비 중인 구리칼날단과 함께<br>키키룬족을 쓰러뜨려라","","","","",0
376,1,4105922,9,14,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"반숙영웅","알을 절묘하게 익히는 뛰어난 요리 솜씨로<br>일족을 끌어모아 도적단을 세운<br>키키룬족의 영웅, 반숙의 바바룬을 쓰러뜨려라","","","","",0
377,1,4105925,14,19,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"사람 잡는 아귀","낚시를 하러 왔다가<br>식인 물고기에게 아버지를 잃은 소년의 원한을 풀어주자<br>알 낳는 아귀를 쓰러뜨려라","","","","",0
378,2,4105938,5,10,2000256,0,1,0,0,60723,60503,0,0,0,33,34,35,true,false,false,0,false,false,false,"선인장 샐러드","유민가는 식량 부족에 허덕이고 있다<br>연지선인장을 쓰러뜨리고 식용으로 쓸<br>'선인장 과육'을 모아서 소녀에게 건네라","식용으로 쓸 '선인장 과육'을<br>'배고픈 소녀'에게<br>서둘러 건네주자","건넨 선인장 과육","","",0
379,1,4105998,9,14,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"개미다~!","식인 개미가 행군을 시작했다<br>이제 와서 개미굴을 막아도 소용없다<br>거대개미 보초를 쓰러뜨려라","","","","",0
380,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
381,2,4106037,11,16,2000255,0,1,0,0,60723,60503,0,0,0,33,34,35,true,false,false,0,false,false,false,"키브론 가의 주인","모래전갈회의 일원이던 죽은 에올랑드 키브론의 별장터에<br>도적이 자리 잡고 상인에게서 짐을 빼앗았다<br>'빼앗긴 짐'을 모아 상인에게 건네라","도적들한테서 되찾은<br>'빼앗긴 짐'을 '망연자실한 상인'에게<br>신속하게 건네주자","건넨 빼앗긴 짐","","",0
382,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
383,1,4121880,7,12,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"가도를 가다","광석 수송로를 위협하는 마물을<br>구리칼날단과 함께 물리치자<br>썰매부리를 쓰러뜨려라","","","","",0
384,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
385,1,4106053,14,19,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"부정한 거대 두꺼비","부정한 계승자 근처에 숨어있다가<br>다가오는 자를 물가로 끌어들여 잡아먹는<br>거대 두꺼비 보쟈노이를 쓰러뜨려라","","","","",0
386,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
387,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
388,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
389,1,4106055,7,12,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"성난 보물수호자","얼어붙은 커르다스 땅에서 건너온<br>성질 급하고 사나운 스프리건을 물리치자<br>버럭이를 처치하라","","","","",0
390,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
391,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
392,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
393,1,4104716,12,17,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"모래성의 맹장","다수의 행방불명 사건의 원인으로<br>추정되는 거대 개미를 처치하자<br>둥지 지휘관을 쓰러뜨려라","","","","",0
394,1,4108037,19,24,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"야수를 죽여라","야생화한 황야염소 무리가<br>길 위에 눌러앉아 통행을 막고 있다<br>황야염소를 쓰러뜨려라<br>","","","","",0
395,1,4108047,15,20,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"강철의 구멍술사","강철처럼 단단한 바늘을 가진<br>뽈록두더지가 길에 구멍을 잔뜩 파놓았다<br>강철가시 뽈록두더지를 쓰러뜨려라","","","","",0
396,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
397,1,4106191,18,23,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"아말쟈군 요격 작전","새로운 진영을 구축하기 위해<br>서쪽으로 진군한 아말쟈 군부대를 물리치자<br>아말쟈족을 쓰러뜨려라","","","","",0
398,1,4106224,18,23,0,0,0,0,0,60722,60502,0,4154839,0,33,34,35,true,false,false,0,false,false,false,"침공 작전을 저지하라","아말쟈군 진영에서 작전을 준비하고 있다<br>아말쟈군 군수물자를 파괴하면서<br>적 지휘관, 석영의 나자그 가를 쓰러뜨려라","","","","",0
399,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
400,1,4099281,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"금 장터 방어전","아말쟈족 침략부대가<br>금 장터를 습격했다<br>몰려오는 아말쟈족을 쓰러뜨려라","","","","",0
401,1,4106230,17,22,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"연옥의 도굴꾼","보이지 않는 도시에서 길 잃은 자를 살해하여<br>자기 동료로 삼는다고 하는<br>거구의 사령, 주검운반자를 쓰러뜨려라","","","","",0
402,1,4106673,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"흉내쟁이 혼내주기","도적 흉내를 내며 길가에 나타나서<br>사람들을 겁주는 장난꾼 임프가 말썽이다<br>길막이 임프를 쓰러뜨려라","","","","",0
403,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
404,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
405,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
406,1,4106679,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"동부전선 이상 없다","하늘다리 동쪽에 아말쟈족 창병이<br>모이고 있는 것을 확인했다<br>아말쟈 창기병을 쓰러뜨려라","","","","",0
407,1,4106236,29,34,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"악몽의 모발약탈자","꿈에 나타나 온몸에 난 털에서<br>발모력을 앗아간다는 마물<br>고사마를 쓰러뜨려라","","","","",0
408,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
409,1,4106689,26,31,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"요괴꽃이 피었습니다","산맥에서 불어오는 바람을 타고<br>검은장막 숲에 있던 요괴꽃이 날아왔다<br>번식하지 못하도록 파리지옥을 쓰러뜨려라","","","","",0
410,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
411,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
412,1,4125796,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"낙원의 샘","마른뼈 황야의 귀중한 수원지에<br>더러운 마물이 생겨나고 말았다<br>메마른 민달팽이를 쓰러뜨려라","","","","",0
413,1,4106697,17,22,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"뿔이 긴 어르신","자기 구역에 다가온 자를<br>긴 뿔로 들이받는 잔인한 큰뿔염소,<br>장로 긴뿔염소를 쓰러뜨려라","","","","",0
414,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
415,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
416,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
417,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
418,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
419,1,4165253,28,33,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"해골 두목","'해골단' 잔당 두목이 발견됐다<br>더는 만행을 저지르지 못하도록<br>떠돌이 밀루다를 쓰러뜨려라","","","","",0
420,1,4106708,27,32,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"콩 수프는 질렸어","알라미고 정규군 '해골단' 잔당이<br>행인을 습격해서 금품을 빼앗고 있다<br>도적으로 전락한 해골단을 쓰러뜨려라","","","","",0
421,1,4106711,25,30,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"리틀 알라미고 방어전","인간 냄새에 반응한 마물 떼가<br>리틀 알라미고를 덮치려 한다<br>모래가죽 독뿔도마뱀을 쓰러뜨려라","","","","",0
422,2,4108098,29,34,2000257,0,1,0,0,60723,60503,0,0,0,33,34,35,true,false,false,0,false,false,false,"진리를 밝혀라","고대마법 연구가가 도움을 요청했다<br>카른의 무너진 사원 수호자를 쓰러뜨리고<br>'골렘의 영혼석'을 모아서 건네라","연구에 필요한 '골렘의 영혼석'을<br>'고대마법 연구자'에게<br>신속하게 건네주자","건넨 골렘의 영혼석","","",0
423,1,4288495,46,50,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"느긋한 압살자","남부 다날란에서 군림하는<br>짓눌릴 듯한 몸집의 강철거북<br>아스피도켈론을 쓰러뜨려라","","","","",0
424,1,4322536,45,50,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"우리는 제2전투대대","아말쟈군 진영 습격을 강행한<br>불멸대 제2전투대대 소속 부대를 지원하자<br>협공을 노리는 아말쟈족을 쓰러뜨려라","","","","",0
425,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
426,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
427,1,4314078,48,51,0,0,0,0,0,60722,60502,115,4325027,0,33,34,35,true,false,false,0,false,false,false,"끓어오르는 괴력","잔라크 보조 진영을 지휘하는<br>아말쟈족 상급전사를 처치하자<br>금강의 네제드 가를 쓰러뜨려라","","","","",0
428,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
429,1,4142253,31,36,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"사막의 아이들","자신들을 '사막의 아이들'이라 부르는<br>우씨족 사냥꾼이 사막에서 사냥을 하고 있다<br>사냥꾼과 함께 모래지렁이를 쓰러뜨려라","","","","",0
430,1,4288511,49,52,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"운명의 대변인","잔라크 제단에서 군사 작전의 향방을 점치는<br>아말쟈족 점술사를 없애자<br>숯검댕 페구지 챠를 쓰러뜨려라","","","","",0
431,1,4322742,49,52,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"잡는 자와 잡히는 자","아말쟈족 사냥부대가<br>식량을 확보하고자 나섰다<br>그 활동을 막기 위해 아말쟈족을 쓰러뜨려라","","","","",0
432,3,4141188,32,37,0,0,0,0,0,60725,60505,0,4141186,4141186,33,34,35,true,false,false,0,false,false,false,"비레고의 수호자","아말쟈족이 비레고의 강타 유물 운반작업에<br>나선 쇠등불단을 노리고 있다<br>쇠등불단을 잊힌 오아시스까지 호위하라","","","","",0
433,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
434,3,4098130,26,31,0,0,0,0,0,60725,60505,0,4098892,4098892,33,34,35,true,false,false,0,false,false,false,"정찰병의 임무","아말쟈군 움직임을 감시하던<br>불멸대 정찰병이 보고를 하러 가려는 듯하다<br>리틀 알라미고까지 호위하라","","","","",0
435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
436,1,4107752,32,37,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"극악무도한 암살자","불멸대 간부의 가족을 살해한 혐의로<br>수배 중인 아말쟈족 암살자를 발견했다<br>저주사 말라드 챠를 쓰러뜨려라","","","","",0
437,1,4108107,31,36,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"메마른 바다","사막을 지나는 자들을 위협하는<br>괴물 물고기를 없애자<br>대량으로 발생한 민물아귀를 쓰러뜨려라","","","","",0
438,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
439,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
440,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
441,1,4106715,28,33,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"금쪽같은 내 새끼","아말쟈족 도마뱀 사육사가 애지중지 키운<br>전투용 도마뱀과 함께 전투를 준비하고 있다<br>강화형 전투도마뱀을 쓰러뜨려라","","","","",0
442,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
443,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
444,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
445,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
446,1,4317448,49,52,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"허상의 눈","짐꾼이 하늘에 떠 있는 거대 요마를 목격했다<br>청린 정제소를 위협하는<br>대형 요마 아리마스피를 쓰러뜨려라","","","","",0
447,1,4317494,49,52,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"발톱깎이","청린 정제소 설비 확장을 위해<br>달라가브의 발톱 제거 공사를 계획 중이다<br>터를 확보하기 위해 바실리스크를 쓰러뜨려라","","","","",0
448,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
449,1,4317574,49,52,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"불조심","청린 정제소에는 가연성 물질 '청린수'가<br>많이 저장되어 있어 불조심이 중요하다<br>화재의 원인이 되는 그레네이드를 쓰러뜨려라","","","","",0
450,1,4317657,49,52,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"신형 장갑재 시험","제국군이 신형 장갑재를 개발한 듯하다<br>이 장갑을 채택한 실험기의 시험 운행을 방해하자<br>시험형 마도 뱅가드를 쓰러뜨려라","","","","",0
451,4,4102592,20,25,0,0,12,0,0,60724,60504,0,0,0,33,34,35,true,false,false,0,false,false,false,"가여운 여인의 제재소 부흥: 식량 방어","해적 출신 '사냥개동맹'의 일원이<br>가여운 여인의 제재소를 다시 일으키려 한다<br>곡물을 지키면서 더러운 쥐를 쓰러뜨려라","","남은 곡물 상자","","",0
452,1,4102658,20,25,0,0,0,0,0,60722,60502,68,0,0,33,34,35,true,false,false,0,false,false,false,"가여운 여인의 제재소 부흥: 게 브 격퇴","해적 출신 '사냥개동맹'이 복구 중인 마을을<br>코볼드족 부대가 습격했다<br>제382단 광부 게 브를 쓰러뜨려라","","","","",0
453,1,4102690,20,25,0,230,0,0,0,60722,60502,68,0,0,33,34,35,true,false,false,0,false,false,false,"가여운 여인의 제재소 부흥: 커얼 처치","해적 출신 '사냥개동맹'이 복구 중인 마을을<br>야생 커얼이 습격했다<br>난도자를 쓰러뜨려라","","","","",0
454,1,4102701,20,25,0,0,0,0,0,60722,60502,171,0,0,37,38,35,true,false,false,0,false,false,false,"가여운 여인의 제재소 부흥: 야생 물소 처치","해적 출신 '사냥개동맹'이 복구 중인 마을을<br>야생 물소가 습격했다<br>거대 물소를 쓰러뜨려라","","","","",0
455,1,4142254,32,37,0,0,0,0,0,60721,60501,115,0,0,33,34,35,true,false,false,0,false,false,false,"사막의 황제","우씨족 사냥꾼들에게 졸개를 잃은<br>모래지렁이들이 습격에 나섰다<br>모래지렁이들을 쓰러뜨려라","","","","",0
456,1,4164724,28,33,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"가지지 못한 자","한때 알라미고 정규군이었으나 도적으로 변한<br>'해골단' 잔당을 구리칼날단과 힘을 합쳐 소탕하자<br>해골단 병장, 파계의 기스프리드를 쓰러뜨려라","","","","",0
457,2,4303058,49,52,2001052,0,1,0,0,60723,60503,0,4308013,0,33,34,35,true,false,false,0,false,false,false,"역공학을 통한 분석","아마지나 광산회사 기술자가 마도 병기의<br>동력원 '청린기관'을 조사하려 한다<br>'청린기관 부품'을 모아라","연구에 필요한 '청린기관 부품'을<br>'아마지나 광산회사 기술자'에게<br>신속하게 건네주자","건넨 청린기관 부품","","",0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,0,false,false,false,"","","","","","",0
460,1,4257879,35,40,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"늑대들의 전쟁","굶주린 흰눈늑대 무리가<br>아도넬 점성대 주민을 노리고 있다<br>어린 늑대를 쓰러뜨려라","","","","",0
461,1,4257920,35,40,0,0,0,0,0,60721,60501,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
462,0,0,1,1,0,0,0,0,0,0,0,0,0,0,33,34,35,true,false,false,0,false,false,false,"","","","","","",0
463,1,4257948,36,41,0,0,0,0,0,60722,60502,115,0,0,33,34,35,true,false,false,0,false,false,false,"검은 탄환","털을 깎으려는 목동을 피해<br>목장에서 탈출한 사나운 양이 나타났다<br>칠흑빛 맹수로 변한 보송보송 던스탠을 쓰러뜨려라","","","","",0
