Index,0 [0x5][0x4],1 [0x5][0x6],2 [0x3][0x8],3 [0x19][0x9],4 [0x0][0x0]
734,57,1,0,false,"<ref:Item>×<value>개를 장터에서 구매했습니다."
735,57,1,0,false,"<ref:Item><?0xd> 장터에서 구매했습니다."
736,57,1,0,false,"집사에게 길을 받았습니다."
737,57,1,0,false,"집사에게 길을 건넸습니다."
738,60,9,0,false,"출품 중에는 판매할 아이템을 추가할 수 없습니다."
739,60,9,0,false,"집사의 소지품에 있는 아이템만 출품할 수 있습니다."
740,57,1,0,false,"출품 가격을 변경했습니다."
741,60,9,0,false,"장터 출품 목록이 가득 찼습니다."
742,60,9,0,false,"장터에 출품할 수 없는 아이템입니다."
743,57,1,0,false,"<ref:Item><?0xd> 귀속되었습니다."
744,57,1,0,false,"<ref:Item>의 결속도가 100%가 되었습니다!"
745,71,17,1,false,"<ref:Town> 장터에 <value>길에 출품한 <ref:Item>×<value>개가 판매되어 <value>길을 획득했습니다."
746,60,9,0,false,"내구도가 100% 미만인 아이템은 장터에 출품할 수 없습니다."
747,60,9,0,false,"장비함에 공간이 부족하여 장비를 해제할 수 없습니다."
748,71,17,1,false,"<ref:Town> 장터에 <value>길에 출품한 <ref:Item><?0xd> 판매되어 <value>길을 획득했습니다."
749,60,1,0,false,"보내지 못했습니다. 귓속말/말하기/떠들기/외치기는 연속해서 실행할 수 없습니다."
750,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 <ref:Item><?0xd> 손에 넣었습니다."
751,57,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 <ref:Item>×<value>개를 손에 넣었습니다."
752,60,9,0,false,"소속되지 않은 총사령부의 전용 장비는 착용할 수 없습니다."
753,60,9,0,false,"총사령부에 소속되지 않아 사용할 수 없습니다."
754,60,9,0,false,"서버가 혼잡하여 지역 이동에 실패했습니다. 잠시 후 다시 시도하십시오."
755,57,33,0,false,"장비세트 <value>번 [<value>]<?0xe> 변경했습니다."
756,57,33,0,false,"장비세트 <value>번 [<value>]<?0xd> 등록했습니다."
757,57,33,0,false,"장비세트 <value>번 [<value>]<?0xd> 삭제했습니다."
758,57,33,0,false,"장비세트 착용 전 상태로 복원했습니다."
759,60,9,0,false,"장비함에 공간이 부족하여 장비세트 <value>번 [<value>]<?0xe> 변경할 수 없습니다."
760,60,9,0,false,"필요한 장비가 존재하지 않아 장비세트 <value>번 [<value>]<?0xe> 변경할 수 없습니다."
761,57,33,0,false,"장비세트 <value>번 [<value>]<?0xe> 장비를 변경했으나 일부 장비를 찾을 수 없었습니다."
762,60,9,0,false,"장비함에 공간이 부족하여 장비세트 착용 전 상태로 복원할 수 없습니다."
763,60,9,0,false,"필요한 장비가 존재하지 않아 장비세트 착용 전 상태로 복원할 수 없습니다."
764,57,33,0,false,"장비세트 착용 전 상태로 복원했으나 일부 장비를 찾을 수 없었습니다."
765,60,9,0,false,"장비세트 지정이 잘못되었습니다."
766,60,9,0,false,"장비세트 지정이 잘못되었습니다."
767,60,9,0,false,"목록이 가득 차서 새 장비세트를 추가할 수 없습니다."
768,60,9,0,false,"장비세트 지정이 잘못되었습니다."
769,60,9,0,false,"장비세트 지정이 잘못되었습니다."
770,57,1,0,false,"장비세트 <value>번 [<value>]"
771,57,1,0,false,"  주 무기: <ref:Item>"
772,57,1,0,false,"  보조 무기: <ref:Item>"
773,57,1,0,false,"  머리: <ref:Item>"
774,57,1,0,false,"  몸통: <ref:Item>"
775,57,1,0,false,"  손: <ref:Item>"
776,57,1,0,false,"  허리: <ref:Item>"
777,57,1,0,false,"  다리: <ref:Item>"
778,57,1,0,false,"  발: <ref:Item>"
779,57,1,0,false,"  귀: <ref:Item>"
780,57,1,0,false,"  목: <ref:Item>"
781,57,1,0,false,"  팔: <ref:Item>"
782,57,1,0,false,"  오른쪽 손가락: <ref:Item>"
783,57,1,0,false,"  왼쪽 손가락: <ref:Item>"
784,57,1,0,false,"  소울 크리스탈: <ref:Item>"
785,60,9,0,false,"장비함에 공간이 부족합니다."
786,60,9,0,false,"장비함에는 장비 이외의 아이템을 넣을 수 없습니다."
787,60,9,0,false,"착용 부위가 다른 아이템은 넣을 수 없습니다."
788,57,1,0,false,"<ref:Item><?0xd> 장비함에 넣었습니다."
789,57,1,0,false,"<ref:Item><?0xd> 소지품에 넣었습니다."
790,0,0,0,false,""
791,60,9,0,false,"염색 가능한 장비가 없습니다."
792,60,9,0,false,"<ref:Item><?0xd> 없습니다."
793,60,9,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 염색에 실패했습니다……."
794,57,33,0,false,"<ref:Item> 염색에 성공했습니다."
795,57,33,0,false,"<ref:Item><?0xd> 원래 색으로 복원했습니다."
796,60,9,0,false,"<ref:Item><?0xd> 이미 동일한 색으로 염색되었습니다."
797,60,9,0,false,"<ref:Item><?0xd> 아직 염색되지 않았습니다."
798,60,9,0,false,"양손 무기를 들고 있으므로 장비할 수 없습니다."
799,46,1,0,false,"   <value><?0xd> 맺었습니다."
800,0,0,0,false,""
801,57,32,0,false,"설정을 변경했습니다."
802,57,32,0,false,"변경 중인 내용을 취소했습니다."
803,57,32,0,false,"스크린샷 저장 폴더를 변경했습니다."
804,60,8,0,false,"설정된 폴더를 찾을 수 없습니다."
805,60,8,0,false,"지정된 폴더는 읽기 전용이므로 설정할 수 없습니다."
806,57,1,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>에게 <ref:Item><?0xd> 장비시켰습니다."
807,57,1,0,false,"<if( 9 ) {<ref:ObjStr>} else {OBJ: 4 }>의 <ref:Item> 장비를 해제했습니다."
808,60,8,0,false,"이 염료는 외장재/조경물/가구에는 적용할 수 없습니다."
809,0,0,0,false,""
810,0,0,0,false,""
811,57,32,0,false,"설정을 변경했습니다."
812,57,32,0,false,"변경 중인 내용을 취소했습니다."
813,60,8,0,false,"대상 필터링 설정이 꺼져 있습니다.<br>캐릭터 설정에서 다시 켤 수 있습니다."
814,57,33,0,false,"십자 단축바를 PvP용 설정으로 전환했습니다."
815,57,33,0,false,"십자 단축바를 PvE용 설정으로 전환했습니다."
816,0,0,0,false,""
817,0,0,0,false,""
818,0,0,0,false,""
819,0,0,0,false,""
820,0,0,0,false,""
821,60,8,0,false,"다른 기능에 사용 중인 버튼입니다."
822,0,0,0,false,""
823,0,0,0,false,""
824,0,0,0,false,""
825,0,0,0,false,""
826,57,33,0,false,"HUD 배열 설정을 저장했습니다."
827,57,1,0,false,"창 크기를 <value>%로 변경했습니다."
828,60,8,0,false,"같은 번호로는 복사할 수 없습니다."
829,57,33,0,false,"<value>번 배열을 <value>번에 복사했습니다."
830,0,0,0,false,""
831,57,32,0,false,"단축키 설정을 변경했습니다."
832,57,32,0,false,"입력 중인 단축키 설정을 취소했습니다."
833,60,8,0,false,"해당 키는 사용할 수 없습니다."
834,60,8,0,false,"이 기능에서는 영문과 숫자, 일부 기호만 사용할 수 있습니다."
835,60,8,0,false,"이 기능은 <if(PLYR: 79 == 4 ) {control 또는 option} else {Ctrl 또는 Alt}>키와 함께 설정해야 합니다."
836,60,8,0,false,"빠른 대화 입력이 켜져 있어 설정할 수 없습니다."
837,60,8,0,false,"결정 / 취소 / 나가기 / 주 메뉴<br>이 중 지정되지 않은 기능이 있어 설정을 적용할 수 없습니다."
838,0,0,0,false,""
839,0,0,0,false,""
840,0,0,0,false,""
841,57,32,0,false,"대화 로그 색상 설정을 변경했습니다."
842,57,32,0,false,"변경 중인 대화 로그 색상 설정을 취소했습니다."
843,57,32,0,false,"대화 로그 색상 설정을 초기화했습니다."
844,0,0,0,false,""
845,57,17,0,false,"비행 중 전투불능 상태가 되어 귀환 지점으로 이동합니다."
846,60,8,0,false,"상한 고도에 도달했습니다."
847,60,8,0,false,"여기서는 강하할 수 없습니다"
848,57,32,0,false,"강하를 시작합니다."
849,57,32,0,false,"풍맥이 끊겨서 더는 비행할 수 없습니다."
850,60,8,0,false,"비행 중에는 내릴 수 없습니다."
851,57,32,0,false,"로그 필터 설정을 변경했습니다."
852,57,32,0,false,"변경 중인 로그 필터 설정을 취소했습니다."
853,57,32,0,false,"로그 필터 설정을 초기화했습니다."
854,0,0,0,false,""
855,0,0,0,false,""
856,74,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 주사위를 굴려 <icon:74><value><?0xd> 나왔습니다!"
857,0,0,0,false,""
858,0,0,0,false,""
859,57,1,0,false,"누적 플레이 시간: <if(INT: 2 == 1 ) {} else {<value>일 }><value>시간 <value>분"
860,0,0,0,false,""
861,57,32,0,false,"카메라 위치를 설정했습니다."
862,57,32,0,false,"카메라 위치를 초기화했습니다."
863,0,0,0,false,""
864,0,0,0,false,""
865,0,0,0,false,""
866,60,8,0,false,"결정 / 취소 / 주 메뉴<br>이 중 지정되지 않은 기능이 있어 설정을 적용할 수 없습니다."
867,57,32,0,false,"설정을 변경했습니다."
868,57,32,0,false,"변경 중인 내용을 취소했습니다."
869,0,0,0,false,""
870,60,9,0,false,"'<value>'<?0xd> 완료하지 않아 참가 신청할 수 없습니다."
871,60,9,0,false,"직업이 참가 조건에 맞지 않아 신청할 수 없습니다."
872,60,9,0,false,"레벨이 참가 조건에 맞지 않아 신청할 수 없습니다."
873,60,9,0,false,"평균 아이템 레벨이 참가 조건에 맞지 않아 신청할 수 없습니다."
874,60,9,0,false,"전투불능 상태이므로 참가 신청할 수 없습니다."
875,60,9,0,false,"지금은 임무에 참가 신청할 수 없습니다. 잠시 후 다시 시도하십시오."
876,60,9,0,false,"（※予備。翻訳不要）"
877,60,9,0,false,"임무를 선택해야 합니다."
878,60,9,0,false,"버디를 불러낸 상태에서는 참가 신청할 수 없습니다."
879,60,9,0,false,"파티 인원수가 참가 조건에 맞지 않아 신청할 수 없습니다."
880,60,9,0,false,"참가 조건에 맞지 않는 파티원이 있어 신청할 수 없습니다."
881,60,9,0,false,"도중에 퇴장한 임무에는 일정 시간 동안 참가할 수 없습니다."
882,60,9,0,false,"참가 신청에 실패했습니다."
883,60,9,0,false,"참가 신청이 취소되었습니다."
884,60,9,0,false,"파티 상태가 변경되어 참가 신청이 취소되었습니다."
885,60,9,0,false,"신청 시의 직업과 현재 직업이 달라 참가할 수 없습니다."
886,60,9,0,false,"신청 시의 레벨과 현재 레벨이 달라 참가할 수 없습니다."
887,60,9,0,false,"신청 시의 아이템 레벨과 현재 아이템 레벨이 달라 참가할 수 없습니다."
888,60,9,0,false,"전투불능 상태이므로 임무에 참가할 수 없습니다."
889,60,9,0,false,"지금은 임무에 참가할 수 없습니다. 잠시 후 다시 시도하십시오."
890,60,9,0,false,"참가 신청을 취소했습니다."
891,60,9,0,false,"참가 확인 제한시간이 초과되어 참가 신청이 취소되었습니다."
892,60,9,0,false,"참가 확인 제한시간이 초과되어 참가 신청이 취소되었습니다."
893,60,9,0,false,"임무가 종료되어 참가할 수 없습니다."
894,60,9,0,false,"（※予備。翻訳不要）"
895,60,9,0,false,"임무 서버에 접속할 수 없습니다. 잠시 후 다시 시도하십시오. 불편을 끼쳐 대단히 죄송합니다."
896,57,33,0,false,"파티장이 임무에 참가를 신청했습니다."
897,57,33,0,false,"임무에 참가를 신청했습니다."
898,60,9,0,false,"버디를 불러낸 상태에서는 임무에 참가할 수 없습니다."
899,60,9,0,false,"참가 신청은 파티장만 가능합니다."
900,60,9,0,false,"전제조건이 충족되지 않아 참가 신청할 수 없습니다."
901,60,9,0,false,"임무 찾기 서버에 문제가 발생하여 참가 신청이 취소되었습니다.<br>잠시 후 다시 시도하십시오. 불편을 끼쳐 대단히 죄송합니다."
902,60,9,0,false,"일부 신청자가 참가를 거절하여 참가자를 다시 검색합니다."
903,60,9,0,false,"참가 조건이 충족되지 않아 참가 신청할 수 없습니다."
904,60,9,0,false,"임무가 종료되어 참가자를 다시 검색합니다."
905,60,9,0,false,"파티 내 역할 구성이 맞지 않아 참가 신청할 수 없습니다."
906,60,129,0,false,"과몰입 방지 제한으로 인해 임무 찾기를 사용할 수 없습니다."
907,60,129,0,false,"누적 접속 시간이 <value>시간이 되었습니다."
908,60,129,0,false,"누적 접속 시간이 3시간이 되었습니다. 접속을 종료하고 잠시 휴식을 취하며 적당한 운동을 하실 것을 권장합니다."
909,60,129,0,false,"피로 시간이 적용됩니다. 게임 내 수익이 평소의 50%로 떨어집니다. 건강을 위해 가능한 한 빨리 접속을 종료하고 휴식을 취하십시오. 적당한 운동을 병행하며 공부 시간과 게임 시간을 적절히 분배하시기 바랍니다."
910,60,129,0,false,"건강 위험 시간이 적용됩니다. 건강을 위해 즉시 접속을 종료하고 휴식을 취하십시오. 접속을 종료하지 않으면 신체에 무리가 갈 수 있습니다. 게임 내 수익이 0으로 떨어졌습니다. 누적 휴식 시간이 5시간이 될 때까지 정상으로 회복되지 않습니다."
911,60,9,0,false,"문제가 발생하여 일부 플레이어가 지역 이동에 실패했습니다."
912,60,8,0,false,"이동할 지역이 혼잡한 상태입니다. 잠시 후 다시 시도하십시오."
913,60,8,0,false,"건너뛸 수 없는 이벤트입니다."
914,57,33,0,false,"일정 시간 동안 조작하지 않아 임무에서 강제로 추방되었습니다."
915,57,33,0,false,"일정 시간 동안 움직임이 없었던 파티원이 임무에서 강제로 추방되었습니다."
916,57,33,0,false,"<value>분 동안 아무 조작을 하지 않았습니다. <value>분이 경과하면 임무에서 강제로 추방됩니다."
917,60,9,0,false,"임무 시작 후 5분이 지나지 않아 추방 투표를 시작할 수 없습니다."
918,60,9,0,false,"추방할 이유를 선택하십시오."
919,57,33,0,false,"파티원들의 투표에 의해 인스턴스 파티에서 추방되었습니다."
920,57,33,0,false,"추방 투표에 의해 파티원이 추방되었습니다."
921,57,33,0,false,"추방 투표가 기각되었습니다."
922,60,9,0,false,"추천할 캐릭터를 선택하십시오."
923,60,9,0,false,"마지막 실행 후 4시간이 지나지 않아 추방 투표를 시작할 수 없습니다."
924,60,1,0,false,"연합 파티원이 없습니다."
925,57,33,0,false,"추방 투표가 시작되었습니다."
926,57,1,0,false,"플레이어 추천을 받았습니다!"
927,57,33,0,false,"투표를 시작한 파티원이 퇴장했거나 접속을 종료하여 추방 투표가 취소되었습니다."
928,60,9,0,false,"투표 중에는 새로 추방 투표를 시작할 수 없습니다."
929,60,9,0,false,"전투 중에는 추방 투표를 시작할 수 없습니다."
930,60,9,0,false,"매칭을 거치지 않고 규정 인원수대로 파티를 구성하여 참가한 임무에서는 추방 투표를 이용할 수 없습니다."
931,60,9,0,false,"포기 투표는 임무를 시작하고 15분이 지난 후부터 이용할 수 있습니다."
932,57,33,0,false,"포기 투표 결과에 따라 인스턴스 파티가 해산되고 임무가 종료되었습니다."
933,57,33,0,false,"포기 투표가 기각되었습니다."
934,60,9,0,false,"포기 투표는 연속으로 사용할 수 없습니다."
935,57,33,0,false,"포기 투표가 시작되었습니다."
936,57,33,0,false,"투표를 시작한 파티원이 퇴장했거나 접속을 종료하여 포기 투표가 취소되었습니다."
937,60,9,0,false,"투표 중에는 새로 포기 투표를 시작할 수 없습니다."
938,60,9,0,false,"전투 중에는 포기 투표를 시작할 수 없습니다."
939,60,9,0,false,"다른 투표가 진행 중이므로 시작할 수 없습니다."
940,60,9,0,false,"아이템 입찰 중에는 추방 투표를 시작할 수 없습니다."
941,60,9,0,false,"파티 모집 중에는 파티장 권한을 양도할 수 없습니다."
942,60,9,0,false,"파티 모집 중에는 파티 초대를 할 수 없습니다."
943,60,9,0,false,"상대방이 파티 모집 중일 때는 파티에 초대할 수 없습니다."
944,60,9,0,false,"상대방이 파티 모집 중이므로 파티 초대가 취소되었습니다."
945,60,9,0,false,"파티 모집 중이므로 초대가 취소되었습니다."
946,60,9,0,false,"모집 중인 파티에 참가하지 못한 플레이어가 있습니다. 버디를 돌려보내십시오."
947,60,9,0,false,"파티 구성이 변경되어 파티 찾기 창을 닫았습니다."
948,60,9,0,false,"참가하려는 파티에 버디가 포함되어 있습니다. 파티장에게 버디를 돌려보낼 것을 권하였으니, 잠시 후 다시 시도하십시오."
949,60,9,0,false,"이벤트가 시작되어 참가 신청이 취소되었습니다."
950,0,0,0,false,""
951,60,9,0,false,"업적 정보를 불러오지 못했습니다. 잠시 후 다시 시도하십시오."
952,64,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 <ref:Achievement> 업적을 달성했습니다!"
953,60,129,0,false,"과몰입 방지 제한으로 인해 업적 보상을 받을 수 없습니다."
954,60,9,0,false,"파티 모집 중에는 임무 참가 신청을 할 수 없습니다."
955,60,9,0,false,"파티 모집 중에는 퀘스트 전투를 시작할 수 없습니다."
956,60,9,0,false,"파티 찾기 소개말을 처리하지 못했습니다."
957,60,9,0,false,"임무 참가 신청 중에는 파티를 모집할 수 없습니다."
958,60,9,0,false,"파티원 정보를 불러오지 못했습니다."
959,60,9,0,false,"파티 찾기 정보를 불러오지 못했습니다."
960,0,0,0,false,""
961,60,9,0,false,"파티 찾기에 등록하지 못했습니다."
962,60,9,0,false,"이미 파티를 모집하는 중입니다."
963,60,9,0,false,"파티 찾기 내용을 변경하지 못했습니다."
964,60,9,0,false,"현재 파티 정보를 불러올 수 없어 모집 등록에 실패했습니다."
965,60,9,0,false,"파티장만 파티 찾기에 등록할 수 있습니다."
966,60,9,0,false,"파티 모집 중이 아니므로 취소 조작이 무효화되었습니다."
967,60,9,0,false,"파티 모집을 취소하지 못했습니다."
968,60,9,0,false,"파티 찾기 정보를 불러오고 있습니다. 잠시만 기다려주십시오."
969,60,9,0,false,"이 플레이어는 현재 파티 모집 중이 아닙니다."
970,60,9,0,false,"파티에 참가하지 못했습니다."
971,60,9,0,false,"모집자가 파티 찾기 내용을 변경 중이어서 참가할 수 없습니다."
972,60,9,0,false,"파티에 참가하지 못했습니다."
973,60,9,0,false,"현재 직업으로는 참가할 수 없습니다."
974,60,9,0,false,"파티 모집자 정보를 불러올 수 없습니다."
975,60,9,0,false,"파티에 참가하지 못했습니다."
976,60,9,0,false,"파티 결성 처리를 실행하지 못했습니다."
977,60,9,0,false,"파티 모집 중이 아니므로 모집을 중지하거나 편집할 수 없습니다."
978,60,9,0,false,"파티 모집을 중지하거나 내용을 편집하지 못했습니다."
979,57,33,0,false,"파티 모집을 시작합니다."
980,57,33,0,false,"파티 모집이 시작되었습니다."
981,57,33,0,false,"파티 모집을 종료합니다."
982,57,33,0,false,"파티 모집이 종료되었습니다."
983,57,33,0,false,"인원이 모두 모집되어 파티 찾기를 종료합니다."
984,57,33,0,false,"인원이 모두 모집되어 파티 찾기를 종료합니다."
985,57,33,0,false,"모집 기한이 만료되어 모집을 종료합니다."
986,57,33,0,false,"모집 기한이 만료되어 모집을 종료합니다."
987,57,33,0,false,"파티 모집을 중지했습니다."
988,57,33,0,false,"파티 모집이 중지되었습니다."
989,57,33,0,false,"파티 모집을 다시 시작합니다."
990,57,33,0,false,"파티 모집이 다시 시작되었습니다."
991,57,33,0,false,"파티 찾기 내용을 변경했습니다."
992,57,33,0,false,"파티 찾기 내용이 변경되었습니다."
993,60,9,0,false,"파티 찾기를 계속할 수 없어 종료되었습니다."
994,60,9,0,false,"파티 찾기를 계속할 수 없어 종료되었습니다."
995,57,33,0,false,"파티 찾기에 등록한 모집 공고가 5분 후에 종료됩니다."
996,57,33,0,false,"파티 찾기에 등록한 모집 공고가 5분 후에 종료됩니다."
997,60,9,0,false,"모집자가 설정한 평균 아이템 레벨보다 낮아 참가할 수 없습니다."
998,60,9,0,false,"레벨이 낮아 목표 임무에 참가할 수 없습니다."
999,60,33,0,false,"추방 대상이 인스턴스 안에 존재하지 않아 추방 투표가 취소되었습니다."
1000,0,0,0,false,""
1001,57,1,0,false,"토벌수첩 '<ref:MonsterNote>': <ref:BNpcName> 처치 <value>/<value>"
1002,57,1,0,false,"토벌수첩에 <ref:BNpcName> 토벌 내역을 기록했습니다."
1003,57,1,0,false,"토벌수첩 '<ref:MonsterNote>'<?0xd> 완료했습니다!"
1004,57,1,0,false,"토벌수첩 '<ref:ClassJob> <value>단계'를 완료했습니다!"
1005,57,17,0,false,"토벌수첩 '<ref:GrandCompany> <value>단계'를 완료했습니다!"
1006,0,0,0,false,""
1007,57,1,0,false,"토벌수첩에 창술사 항목이 추가되었습니다."
1008,57,1,0,false,"토벌수첩에 궁술사 항목이 추가되었습니다."
1009,57,1,0,false,"토벌수첩에 환술사 항목이 추가되었습니다."
1010,57,1,0,false,"토벌수첩에 검술사 항목이 추가되었습니다."
1011,57,1,0,false,"이제 토벌수첩 '<ref:ClassJob> <value>단계'를 수행할 수 있습니다."
1012,57,1,0,false,"이제 토벌수첩 '<ref:GrandCompany> <value>단계'를 수행할 수 있습니다."
1013,57,1,0,false,"토벌수첩에 격투사 항목이 추가되었습니다."
1014,57,1,0,false,"토벌수첩에 주술사 항목이 추가되었습니다."
1015,57,1,0,false,"토벌수첩에 도끼술사 항목이 추가되었습니다."
1016,57,1,0,false,"토벌수첩에 비술사 항목이 추가되었습니다."
1017,57,1,0,false,"토벌수첩에 쌍사당 항목이 추가되었습니다."
1018,57,1,0,false,"토벌수첩에 흑와단 항목이 추가되었습니다."
1019,57,1,0,false,"토벌수첩에 불멸대 항목이 추가되었습니다."
1020,57,1,0,false,"토벌수첩에 쌍검사 항목이 추가되었습니다."
1021,60,9,0,false,"임무에서 퇴장한 플레이어이므로 실행할 수 없습니다."
1022,0,0,0,false,""
1023,0,0,0,false,""
1024,57,9,0,false,"<if(INT: 2 == 1 ) {계정 이용 기한이 만료되었습니다.} else {<value>시간 이내에 계정 이용 기한이 만료됩니다.}>"
1025,60,8,0,false,"아이템 처리 중입니다. 잠시만 기다려주십시오."
1026,0,0,0,false,""
1027,0,0,0,false,""
1028,0,0,0,false,""
1029,0,0,0,false,""
1030,0,0,0,false,""
1031,60,9,0,false,"상태이상 중에는 광물을 캘 수 없습니다."
1032,60,9,0,false,"상태이상 중에는 암석을 캘 수 없습니다."
1033,60,9,0,false,"상태이상 중에는 나무를 벨 수 없습니다."
1034,60,9,0,false,"상태이상 중에는 풀을 벨 수 없습니다."
1035,67,1,0,false,"광맥이 지정되지 않아 광물 캐기가 중단되었습니다."
1036,67,1,0,false,"바위터가 지정되지 않아 암석 캐기가 중단되었습니다."
1037,0,0,0,false,""
1038,0,0,0,false,""
1039,59,33,0,false,"광맥 또는 바위터를 찾지 못했습니다."
1040,59,33,0,false,"성목 또는 약초밭을 찾지 못했습니다."
1041,60,9,0,false,"지금은 광물을 캘 수 없습니다."
1042,60,9,0,false,"지금은 암석을 캘 수 없습니다."
1043,60,9,0,false,"지금은 나무를 벨 수 없습니다."
1044,60,9,0,false,"지금은 풀을 벨 수 없습니다."
1045,60,9,0,false,"이곳에서 더는 광물을 캘 수 없습니다."
1046,60,9,0,false,"이곳에서 더는 암석을 캘 수 없습니다."
1047,60,9,0,false,"이곳에서 더는 나무를 벨 수 없습니다."
1048,60,9,0,false,"이곳에서 더는 풀을 벨 수 없습니다."
1049,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 <ref:Item><?0xd> 손에 넣었습니다."
1050,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 <ref:Item>×<value>개를 손에 넣었습니다."
1051,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님은 아무것도 얻지 못했습니다."
1052,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님은 아무것도 얻지 못했습니다."
1053,67,16,0,false,"<ref:Item>"
1054,67,16,0,false,"<ref:Item>×<value>"
1055,67,16,0,false,"아무것도 얻지 못했습니다."
1056,67,16,0,false,"아무것도 얻지 못했습니다."
1057,60,9,0,false,"소지품에 공간이 부족하여 채집할 수 없습니다."
1058,67,1,0,false,"광맥이 고갈되었습니다."
1059,67,1,0,false,"바위터가 고갈되었습니다."
1060,67,1,0,false,"성목이 고갈되었습니다."
1061,67,1,0,false,"약초밭이 고갈되었습니다."
1062,60,9,0,false,"<ref:Item><?0xd> 더는 소지할 수 없어 채집할 수 없습니다."
1063,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 광물을 캡니다."
1064,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 암석을 캡니다."
1065,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 나무를 벱니다."
1066,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 풀을 벱니다."
1067,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 광물 캐기를 마쳤습니다."
1068,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 암석 캐기를 마쳤습니다."
1069,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 나무 베기를 마쳤습니다."
1070,67,1,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 풀 베기를 마쳤습니다."
1071,67,17,0,false,"<if( 8 ) {<ref:ObjStr>} else {OBJ: 3 }> 님이 채집수첩에 <ref:Item> 획득 내역을 기록했습니다."
1072,67,33,0,false,"<ref:Item><?0xd> 채집할 수 있게 되었습니다!"
1073,67,1,0,false,"전투불능이 되어 광물 캐기가 중단되었습니다."
1074,67,1,0,false,"전투불능이 되어 암석 캐기가 중단되었습니다."
1075,0,0,0,false,""
1076,0,0,0,false,""
1077,67,1,0,false,"적의 공격을 받아 광물 캐기가 중단되었습니다."
1078,67,1,0,false,"적의 공격을 받아 암석 캐기가 중단되었습니다."
1079,0,0,0,false,""
1080,0,0,0,false,""
1081,60,9,0,false,"소지품에 공간이 부족하여 아이템을 손에 넣을 수 없습니다."
1082,59,33,0,false,"이 지역에는 광맥이나 바위터가 없습니다."
1083,59,33,0,false,"이 지역에는 성목이나 약초밭이 없습니다."
1084,59,33,0,false,"이 지역의 광맥과 바위터는 고갈되었습니다."
1085,59,33,0,false,"이 지역의 성목과 약초밭은 고갈되었습니다."
1086,59,33,0,false,"<value>쪽 <value>m 지점에 레벨 <value> <ref:GatheringPointName><?0xd> 있습니다!"
1087,60,9,0,false,"<ref:Status> 효과 중이 아니므로 나무나 풀을 찾을 수 없습니다."
1088,60,9,0,false,"알맞은 보조 도구가 없어 암석을 캘 수 없습니다."
1089,60,9,0,false,"알맞은 보조 도구가 없어 풀을 벨 수 없습니다."
1090,60,9,0,false,"현재 직업이 광부가 아니므로 광물을 캘 수 없습니다."
1091,60,9,0,false,"현재 직업이 광부가 아니므로 암석을 캘 수 없습니다."
1092,60,9,0,false,"현재 직업이 원예가가 아니므로 나무를 벨 수 없습니다."
1093,60,9,0,false,"현재 직업이 원예가가 아니므로 풀을 벨 수 없습니다."
1094,57,1,0,false,"채집수첩에 원예가 항목이 추가되었습니다"
1095,60,129,0,false,"과몰입 방지 제한으로 인해 채집을 시작할 수 없습니다."
1096,59,33,0,false,"채집 장소의 특성으로 인해 획득률이 변화했습니다!"
1097,59,33,0,false,"채집 장소의 특성으로 인해 HQ 획득률이 변화했습니다!"
1098,59,33,0,false,"채집 장소의 특성으로 인해 채집 횟수가 변화했습니다!"
1099,59,33,0,false,"채집 장소의 특성으로 인해 획득 개수가 변화했습니다!"
1100,60,9,0,false,"HQ를 획득할 수 있는 채집 아이템이 없습니다."
1101,57,1,0,false,"채집수첩에 광부 항목이 추가되었습니다"
1102,59,33,0,false,"남은 채집 횟수를 1회 회복했습니다!"
1103,59,33,0,false,"남은 채집 횟수를 1회 회복했습니다!"
1104,59,33,0,false,"남은 채집 횟수를 1회 회복했습니다!"
