Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x5][0xc],3 [0x3][0x10],4 [0x6][0x8],5 [0x19][0x11],6 [0x5][0xe]
165,"엄청난 속도로 헤엄치는 대형어. 먼 옛날 여신 리믈렌이 목욕하는 걸 훔쳐봤기 때문에 멈추면 죽는 저주를 받았다고 한다.",4917,50,1,137,true,0
166,"주로 심해에 서식하지만 번식기가 되면 해안가에도 모습을 드러낸다. 또, 고대어의 일종으로도 유명하다.",4918,55,0,138,true,0
167,"껍질에서 끔찍한 썩은 내가 나기 때문에 아무도 먹으려 하지 않지만, 살은 독도 냄새도 없으며 담백한 맛이라고 한다.",5021,70,3,156,true,0
168,"커르다스 구름바다에 숨어 사는 육식 대형어. 이슈가르드인 중에는 드래곤족 졸개라고 생각하는 사람도 있다.",5046,70,5,155,true,0
169,"이따금 사체가 해안에 흘러들어오지만 산 채로 잡는 건 극히 어렵다고 한다.",4919,55,1,138,true,0
170,"온갖 악명높은 전설의 주인공. 배를 가라앉혔다는 일화가 에오르제아뿐 아니라 동방에서도 유명하다.",4920,70,1,138,true,0
171,"드물게 해수면에 몸을 눕힌 채 둥둥 떠다닌다. 뱃사람들에게 매우 사랑받는 존재.",4921,50,1,138,true,0
172,"단단한 판 형태의 턱으로 거대한 상어마저 물어뜯는다고 한다. 사하긴족이 신성시하는 것도 이해가 갈 정도다.",4922,70,1,138,true,0
173,"이 게의 환각성 버섯을 먹은 남자는 ""나는 실프가 되어 하늘을 나는 장어 파이와 춤추고, 42가지 진리를 깨달았다""고 했다.",5022,55,3,152,true,0
174,"날씨가 험해지면 활발히 활동하기 때문에 뇌신 '라무'의 이름이 붙었다. 별명은 '폭풍을 부르는 자'",5023,55,3,153,true,0
175,"수많은 동갈치 중에서도 가장 큰 덩치를 자랑한다. 웬만한 어부는 낚아올리는 것조차 불가능하다.",5024,55,3,156,true,0
176,"검은 알을 소금에 절이면 맛이 기막히다고 한다. 남획 때문에 개체 수가 격감했다.",5025,55,2,155,true,0
177,"정령의 말을 전해 들은 뿔의 아이에 의하면, 이 물고기는 세계가 창조되었을 때부터 이 모습이었다고 한다.",5026,55,2,154,true,0
178,"수명이 아주 긴 물고기. 진위는 알 수 없지만 천 년을 산다고 하며, 장수의 상징으로 여겨진다.",5027,70,2,156,true,0
179,"수많은 식인 전설을 남긴 상어. 무예에 뛰어난 북해의 왕마저도 팔 하나를 내주고 퇴치했다고 한다.",4923,70,1,138,true,0
180,"범선을 가라앉혔다는 전설이 있어 뱃사람들 사이에선 불길한 존재. 퇴치한 어부는 존경의 대상이 된다고 한다.",4924,70,1,140,true,0
181,"먼 옛날 극동에서 온 여행자가 말린 알을 '보석'으로 환술황에게 헌상했는데, 그 알이 부화했다고 한다.",5028,70,3,153,true,0
182,"장신인 엘레젠족보다 더 크게 성장한다는 거대물고기. 큰 뱀으로 착각할 정도의 거구라고 한다.",5029,70,3,154,true,0
183,"백 년 넘게 산다는 환상의 거대어. 알은 굉장히 맛있지만 맹독이라 먹으면 죽는다.",5030,70,2,156,true,0
184,"사냥꾼을 수도 없이 퇴치했다는 전설의 거대어. 빗물받이 숲에 숨어 있다는 소문이 있다.",5031,55,2,137,true,0
185,"축제에 쓰려고 근동의 섬에서 수입한 도도 알에 금강거북 알이 섞여 있었다. 이 알이 야생화했다고 한다.",6185,50,0,135,true,0
186,"곧 손발이 자라나 그 기분 나쁜 존재로 성장한다. 그렇게 생각하면 복잡한 기분이 든다.",6191,50,3,145,true,0
187,"이상하게 성장해 시가테라 독을 품은 개체. 먹으면 반드시 죽기 때문에 전설 속 죽음의 천사인 '잘레라'의 이름이 붙었다.",7678,70,1,134,true,0
188,"번식기가 끝나도 계속 혼인색으로 주위 잉어를 유혹해대는 불량배 강의 터주. 색이 요염하고 아름답다.",7679,70,2,134,true,0
189,"수명이 몹시 긴 대형가자미. 산신 오쉬온에게 밟혀 다시 태어난 전설의 개체라는 소문이 있다.",7680,70,0,135,true,0
190,"바늘에 걸리면 '기기기기기' 하고 큰 소리를 내기 때문에 어부가 놀라 도망친다. 그렇게 살아남아 왔다.",7681,70,2,135,true,0
191,"내장은 물론 골격까지 거의 투명한 희귀 유리농어. 빛을 받으면 크리스탈처럼 아름답게 반짝인다.",7682,80,2,134,true,0
192,"수많은 전투에서 승리를 거머쥔 대단한 검투어. 덕분에 그리다니아 전설의 검투사와 같은 이름을 받았다.",7683,80,3,152,true,0
193,"술병에서 낚싯대까지, 보이는 건 뭐든 삼키는 먹성 좋은 아귀. 바다의 고물상이라 불리기도 한다.",7684,80,1,138,true,0
194,"햇볕을 받으면 금화처럼 빛난다. 줍기 위해 바다로 뛰어들어 천국에 간 해적도 적지 않다.",7685,70,0,128,true,0
195,"고대문어와 괴물악어와의 사투를 통해 더욱 강해져서 돌아온 거대상어. 이를 낚으면 많은 사람의 생명을 미리 구하는 것이 되기도 한다.",7686,70,1,134,true,0
196,"껍데기가 황화철로 된 신기한 고둥. 스스로 갑옷을 만들기 때문에 '갑주제작사 조개'라는 별명으로도 불린다.",7687,75,1,138,true,0
197,"개척자들 사이에 화제가 되고 있는 터주. 어찌나 완벽하게 숨는지, 실은 존재하지 않는 게 아니냐는 소문도 있다.",7688,70,2,134,true,0
198,"어마어마하게 경계심 많은 어둑농어. 혹독한 환경의 부정한 계승자에서 수많은 희생을 치르며 살아남았다.",7689,80,3,141,true,0
199,"3얄름(약 3미터)까지 성장하는 대형 고대어. 당기는 힘이 강해 낚아낸 자에게 있어선 훈장이라고 할 수 있는 존재.",7690,75,1,135,true,0
200,"칼날처럼 날카로운 이빨을 가진 거대 호랑대구. 바늘을 빼려다 손가락이 잘린 자도 있다고 한다.",7691,75,0,135,true,0
201,"배고픈 유민들이 언젠가 한번 먹어보고 싶다고 꿈꿀 정도로 거대한 망둥이. 하지만 매우 밍밍하고 맛이 없다.",7692,70,2,141,true,0
202,"이름의 유래는 목욕을 훔쳐본 산신 오쉬온에게 여신 리믈렌이 던진 검. 또한, 이 사건 때문에 오쉬온은 자애의 여신 메느피나에게로 눈을 돌렸다.",7693,70,1,138,true,0
203,"바위처럼 크게 자란 장수 동사리. 바위 그늘에 숨으려고 다가온 작은 물고기를 힘들이지 않고 포식한다.",7694,80,2,152,true,0
204,"한때 그리다니아에는 이 맹독성 가오리가 사는 연못에 범죄 용의자를 빠뜨려 신의 심판을 청하는 의식이 있었다.",7695,80,3,154,true,0
205,"홍차강의 터주. 조심성 없이 강에서 수영한 자의 동맥을 물어뜯어 강물을 홍차 빛으로 물들인 적이 있다.",7696,70,2,132,true,0
206,"거대한 어둑농어조차 몰아내는 투쟁심 강한 요정농어. 그 지방 어부들에게 '여왕'이라 불리고 있다.",7697,80,3,135,true,0
207,"맨손 고기잡이 업계의 살아있는 전설, 근위기사 로로마야 씨 입에서 ""저 미끌미끌은 감당이 안 된다""는 말이 나오게 한 존재.",7698,75,3,141,true,0
208,"산란을 마치고도 살아남은 푸른연어. 그리다니아에서는 장수의 상징으로 귀하게 여긴다.",7699,80,2,154,true,0
209,"운명의 장난인지 정면에서 보면 무늬가 사람 얼굴처럼 생긴 잉어. 솔직히 몹시 소름 돋는다.",7700,80,2,148,true,0
210,"오랜 세월 잡히지 않고 끝까지 살아남은 붕어. 붕어낚시장인 갤리조 씨도 포기했다고 한다.",7701,70,2,133,true,0
211,"먼 옛날 황야를 건너온 괴어. 어딘가에 있을 진흙짱뚱어의 성지를 찾아 여행 중이라고 한다.",7702,80,3,145,true,0
212,"유연한 몸을 차지한 뼈다귀가재. 껍데기가 이상할 정도로 부드러워 걸렸다고 생각한 순간 바늘이 입에서 쏙 빠진다.",7703,75,3,141,true,0
213,"인골을 즐겨 먹는 무시무시한 존재. 뭘 먹고 그렇게 자랐는지 생각하면 매우 공포스럽다.",7704,80,3,145,true,0
214,"'토막 살인마'라는 별명으로 알려진 늙은 붉은가재. 큰도롱뇽에게 잡아먹혔을 때 집게로 배를 가르고 탈출한 전적이 있다.",7705,70,2,148,true,0
215,"파격적인 크기로 성장한 진흙게. 진흙바위가 갑자기 움직이는 모습은 마치 골렘의 탄생을 보는 것만 같다.",7706,75,3,140,true,0
216,"아득히 먼 옛날부터 살아온 고대문어. 대왕상어와는 영원한 호적수이며 둘이 만나면 사투가 벌어진다.",7707,70,0,129,true,0
217,"미식가인 상인 로로리토 씨가 막대한 현상금까지 걸었던 거물 잉어. 하지만 생선에 질렸는지 곧 취소됐다.",7708,70,2,133,true,0
218,"니므 강의 터주로 군림하는 대형농어. 작은 미끼에는 눈길도 주지 않고 유유히 헤엄치는 모습이 목격되기도 한다.",7709,70,2,134,true,0
219,"거대한 해마. 그 이름은 친구인 여해적을 위해 배를 끌었다는 전설의 해룡에게서 유래했다.",7710,75,0,135,true,0
220,"해저 암반에 딱 달라붙은 거대 굴. 잡으려면 암반째 끌어올려야 한다는 말이 있다.",7711,80,0,140,true,0
221,"고정용 밧줄을 잘라 수많은 배를 표류시킨 말썽꾼. 모라비 조선소 조선공이 박멸하려고 혈안이 되어 있다.",7712,75,0,135,true,0
222,"폭풍을 부른다는 기우어의 왕. 기록적인 호우를 동반한 폭풍이 몰아치던 밤, 호수 위로 뛰어오르는 거대어가 목격되었다고 한다.",7713,70,3,132,true,0
223,"돌연변이로 거울처럼 빛나는 비늘을 얻은 구리붕어. 눈부신 반사광으로 다른 물고기를 쫓아내고 먹이를 독차지한다.",7714,70,3,140,true,0
224,"루가딘족 취객 같은 얼굴의 괴어. 빛이 닿지 않는 땅속 호수에 서식하고 있지만 드물게 지하수맥을 타고 샘에도 나타난다.",7902,80,3,135,true,0
225,"비정상적으로 단단한 외골격을 가진 투구게. 떨어지는 달라가브 파편을 튕겨내고 살아남았다는 소문도 있다.",7903,80,0,135,true,0
226,"뜨거운 물을 좋아하는 송어. 어떤 요리사가 통째로 삶으려 했으나 아무리 삶아도 죽지 않아 놓아주었다고 한다.",7904,80,2,139,true,0
227,"큰 덩치에 이빨이 날카로운 커얼어. 마수 커얼보다 난폭하며, 사납기로 유명한 '토라마'와 같은 이름으로 불린다.",7905,80,3,139,true,0
228,"잡힐 때마다 어부의 손가락을 집게로 잘라버리고 도망쳤다. 그로 인해 낚싯대를 쥐지 못하게 된 자도 적지 않다.",7906,80,0,140,true,0
229,"물고기를 산 채로 잡아먹는 난폭한 민물게. 샘에 풀어둔 관상어를 마구 잡아먹고 살이 쪘다.",7907,80,2,152,true,0
230,"뱀으로 착각할 만큼 크게 자란 장어. 항상 작은 장어를 여러 마리 데리고 다니며 잡힐 것 같으면 제물로 바친다.",7908,80,2,153,true,0
231,"대형 비아나크 도미. 동방에서는 이 거대어를 길조로 여겨 잡히면 권력자에게 헌상한다고 한다.",7909,80,1,137,true,0
232,"사냥하기 좋은 위치를 잡기 위해 동료도 밀어내고 많은 먹이를 확보한다. 먹이를 위해서라면 수단과 방법을 가리지 않는 더러운 물고기.",7910,80,1,140,true,0
233,"물을 마시러 온 아말쟈족 무장 도마뱀을 강으로 끌고 들어가 죽이고, 그 두개골을 손에 넣은 괴어.",7911,80,2,146,true,0
234,"강을 건너려 하는 실프족에게 경이적인 도약력으로 몸통 박치기를 하는 거대물고기. 이유는 아무도 모른다.",7912,80,2,152,true,0
235,"새의 공격을 피해 살아남은 물고기. 지금은 몸집이 크고 무거워 어떤 새도 들어 올리지 못한다.",7913,80,3,153,true,0
236,"수없이 바늘에 걸렸지만, 그때마다 실을 끊고 살아남았다. 그 입에는 루어와 바늘이 훈장처럼 늘어져 있다.",7914,80,2,153,true,0
237,"거대한 그림자 때문에 상어로 착각하는 자가 속출한다. 게게루주 씨는 너무 놀란 나머지 실금했다.",7915,80,1,137,true,0
238,"녹색이 몹시 선명한 대형장어. 전설의 마물 '톤베리'를 삼키고 그런 색이 되었다고 한다.",7916,80,2,139,true,0
239,"해적왕 '안개수염'이 숨겨둔 보물을 지키기 위해 풀었다는 거대문어. 피막을 펼치고 유유히 헤엄치는 모습이 압권이다.",7917,80,1,339,true,0
240,"유달리 강한 빛을 내는 장어. 저녁이 되면 잠자리에 드는 태양신 '아제마'에게 가서 남은 빛을 얻는다고 한다.",7918,80,2,145,true,0
241,"창처럼 긴 입을 가진 기묘한 물고기. 작은 돌 사이에 숨은 먹잇감을 빨아들이기 위해 입 모양이 그렇게 발달했다고 한다.",7919,80,2,341,true,0
242,"몸속의 에테르로 얼룩무늬에서 빛을 내는 물고기. 작은 생물을 환상적인 빛으로 유인해 포식한다.",7920,80,2,148,true,0
243,"바다로 내려가지 않고 강에 머무름으로써 경쟁자가 없는 환경에서 먹이를 독점해 살이 찐 유그람 연어. 좀처럼 움직이지 않는다.",7921,80,3,153,true,0
244,"고블린족 어부들이 줄곧 노리는 대형농어. 수많은 어부를 좌절시키고 은퇴하게 만들었다.",7922,80,2,153,true,0
245,"육식 양서류. 적에게 공격당하면 약한 독성을 가진 점액을 분비한다. 미코테족은 그 냄새에 사족을 못 쓴다고 한다.",7923,80,2,340,true,0
246,"거대 가시복. 그 커다란 몸집 때문에 오래 전 에오르제아를 뒤흔든 거대 봄의 이름이 붙었다.",7924,80,0,137,true,0
247,"염분 농도에 민감해 밀물과 썰물 시간에 맞춰 이동한다. 그 때문에 특정 시간대에만 폭포 연못에 나타난다.",7925,80,2,137,true,0
248,"망치상어로서는 드물게 무리를 짓지 않고 살아가는 독불장군. 거친 바다를 유유히 헤엄치며 우왕좌왕 도망치는 물고기를 포식한다.",7926,80,1,138,true,0
249,"호수 바닥에 있는 온수 분출구 주변에서 호강하며 자란 송어. 온종일 꼼짝도 안 하는 경우가 많아 잡기 어렵다.",7927,80,3,139,true,0
250,"아말쟈족의 작살을 전부 피하고 살아남은 거대어. 몸 왼편에 작살에 베인 큰 상처가 있다.",7928,80,2,146,true,0
251,"금속처럼 단단한 비늘을 가진 장수 개체. 매우 교활하며 절대 빈틈을 보이지 않는다.",7929,80,3,146,true,0
252,"모래바다 속에 숨어있는 미확인생물. 목격한 우씨족 사냥꾼의 증언에 의하면 입이 네 개로 갈라져 있으며 매우 사납다고 한다.",7930,80,4,146,true,0
253,"대형 사막매가오리. 우씨족 전승에 의하면 고대 마도사가 장난삼아 만든 마법 양탄자가 변해서 생긴 물고기라 한다.",7931,80,4,146,true,0
254,"장수 산천어. 그 이름은 용 퇴치에 나서기 전, 산천어 상대로 창던지기 특훈을 했다는 성 다니펜에게서 유래한다.",7932,80,2,155,true,0
255,"섬뜩하게 빛나는 등불해조구. 마수 '롱쥐르'에게 잡아먹힌 사람들의 망령이 깃들어 거대화했다고 한다.",7933,80,3,155,true,0
256,"몰볼에게 먹혔지만 소화되지 않고 산 채로 배출된 개체. 소화액의 영향으로 기묘한 아름다움을 얻었다.",7934,80,3,148,true,0
257,"하우케타 별궁에 숨어 있는 요마가 장난삼아 피를 부어 거대해진 물고기. 천둥소리가 나면 광분하여 날뛴다.",7935,80,2,148,true,0
258,"실프족이 뇌신 '라무'에게 바친 공물. 라무는 이 물고기를 먹지 않고 오히려 생명을 불어넣어 풀어줬다고 한다.",7936,80,3,153,true,0
259,"천둥을 먹는다고 전해지는 물고기. 외지 라노시아에 비가 내려도 뇌우가 되지 않는 건 이 물고기 때문이라고 한다.",7937,80,2,180,true,0
260,"빠르게 날아다니는 날벌레를 물총으로 쏘아 떨어뜨리는 사수어. 익사한 명저격수가 환생한 것이라고 한다.",7938,80,3,137,true,0
261,"구애행위가 특기인 바람둥이 게. 잔털이 난 집게발을 무희처럼 현란하게 움직여 암컷은 유혹하고 수컷은 위협한다.",7939,80,2,137,true,0
262,"비늘이 마치 잘 닦은 은 거울처럼 아름다운 개체. 이 물고기를 잡아먹으려고 하는 자는 비늘에 비친 자기 모습에 현혹된다.",7940,80,3,137,true,0
263,"예전에 멜위브 제독이 신대륙으로 이어지는 안전한 서방항로를 발견했을 때, 길 안내를 했다고 전해지는 거대개복치.",7941,80,1,138,true,0
264,"소유자가 차례차례 불행한 최후를 맞이했기 때문에 방류된 관상어. 마지막 주인도 방류할 때에 강에 빠져 죽었다.",7942,80,3,145,true,0
265,"처절한 동족상잔에서 승리하고 성장한 대형 동갈치. 이제는 물고기뿐 아니라 물가에 다가오는 마물까지 공격하게 되었다.",7943,80,3,147,true,0
266,"아침 햇살을 받아 아름답게 빛나기로 유명한 물고기. 열심히 아침훈련을 하는 어떤 기사의 말에 따르면, 아주 좋은…… 물고기라 한다.",7944,80,2,155,true,0
267,"별이 가득한 밤하늘처럼 밝게 빛나는 무늬의 아름다운 물고기. 별의 신 '니메이아'의 가호로 오래 산다고 한다.",7945,80,2,155,true,0
268,"위대한 빙어의 어머니. 천마리가 넘는 자식을 어부에게 잃은 후로 얼음을 녹일 만큼 뜨거운 복수심에 불타고 있다.",7946,80,3,155,true,0
269,"지방 어부들 사이에서는 거의 전설이라 불리는 물고기. 경계심이 강해 모습을 드러내지 않기 때문에 그림자만 봐도 행운이 찾아온다고 한다.",7947,80,2,154,true,0
270,"유구한 시간 동안 살아남으며 거구를 획득한 앵무조개. 수많은 해적이 껍질을 술잔으로 사용하려고 도전했지만 모두 단념했다.",7948,80,0,138,true,0
271,"구름바다 먹이사슬의 정점에 선 존재. 태양을 등지고 급강하하여 사냥감을 덮치는 사냥기술은 아름답기까지 하다.",7949,80,5,155,true,0
272,"근해에는 좀처럼 나타나지 않는 환상의 고대어. 오징어나 문어 등의 두족류를 노리는 사냥꾼으로도 알려진 존재.",7950,80,1,138,true,0
273,"대형 절지동물. 아주 적게 먹으며 몇 년 동안 먹이를 먹지 않는 경우도 있다. 그 이유는 수중에 있는 에테르를 직접 섭취하기 때문이라고 한다.",7951,80,3,156,true,0
274,"너무나 아름다운 비늘 때문에 살아남기 위해 신중해진 금붕어. 큰숲메기가 가까이 있으면 절대 움직이지 않는다.",8752,80,3,137,true,0
275,"나이 먹은 대형 청새치. 숙련된 어부와 사흘에 걸친 사투 끝에 바다로 끌고 들어가 결국 승리했다고 한다.",8753,80,1,137,true,0
276,"살라오스 갈치의 돌연변이라 추정되는 전설의 괴어. 제7재해로 변한 조류를 따라 로타노 해까지 내려왔다.",8754,90,1,137,true,0
277,"실러캔스의 근연종. 달이 구름에 가려진 밤에만 얕은 여울로 나오기 때문에 목격 사례가 적어, 이미 멸종한 것이라 추측되었다.",8755,80,0,138,true,0
278,"창 형태의 껍질을 가진 앵무조개의 고대종. 흑와단 군함 바닥에 꽂혀있던 개체가 발견됨으로써 멸종되지 않은 사실이 판명됐다.",8756,85,1,138,true,0
279,"사하긴족의 손목을 깨물어 절단할 정도로 사나운 괴어. 선조가 환생한 것이라 여긴 사하긴족이 공물을 계속 바친 탓에 거대해졌다.",8757,80,1,138,true,0
280,"엄청나게 큰 지옥불우렁이. 다날란에 서식하는 개체는 아말쟈족에게 잡아먹히기 때문에 크게 자라지 못한다.",8758,80,3,156,true,0
281,"에테르가 짙어지는 '요마의 안개'가 낄 때 활발하게 활동하는 괴어. 이계 보이드에서 온 물고기라는 소문도 있다.",8759,80,3,156,true,0
282,"다른 권투비파의 접근을 결코 허락하지 않으며 산란장소를 사수하는 여왕. 전설의 여성 무술가 코넬리아와 같은 이름으로 불린다.",8760,80,2,154,true,0
283,"자기구역을 지키기 위해서라면 동족인 암살어마저 삼켜버리는 사나운 개체. 동방의 암살자를 뜻하는 이름이 붙었다.",8761,80,3,156,true,0
284,"백 살은 가볍게 넘으리라 추정되는 대형 환상대구. 장수의 비결은 먹이를 엄선해 가려먹는 것이라 한다.",8762,80,2,156,true,0
285,"돌연변이로 태어난 흰 메기. 사람마저 한입에 삼키는 거구를 뽐내며, 자나바르와 구역을 둘러싸고 격하게 대립한다.",8763,85,3,156,true,0
286,"어떤 해적선의 용골을 부러뜨리고 약탈품째 가라앉혔다고 하는 거대어. 많은 이들이 그 보물을 찾다가 조난당했다고 한다.",8764,80,1,140,true,0
287,"흉포한 거대 자라. 동굴 안에는 도주 노예 헤카톤케이레스족이 숨어 지내는데, 그 손가락까지 물어뜯는다고 한다.",8765,80,3,140,true,0
288,"비가 내리면 물가로 기어 올라와 꼬리를 채찍처럼 휘둘러 사냥감을 기절시킨 뒤 피를 빤다. 그리고 비가 그치면 샘으로 돌아간다고 한다.",8766,80,2,140,true,0
289,"어떤 모험가가 청린 원천지에 사베네어 영약을 떨어뜨렸는데, 그 후 나타나게 된 빛을 발하는 물고기라 한다.",8767,80,3,147,true,0
290,"이가 빠지지 않고 계속 자라기 때문에 턱이 톱니바퀴 모양으로 변하고만 기묘한 모랫고기. 안개가 걷히면 활발하게 사냥을 한다.",8768,85,4,146,true,0
291,"신중하고 교활한 꼬치어로, 언제나 어둠 속에 숨어 살아남아 왔다. 등불해조구가 발하는 희미한 불빛마저 싫어한다고 한다.",8769,80,2,155,true,0
292,"눈 내리는 추운 날이면 얼어 죽은 시체처럼 강바닥에서 움직이지 않는다. 맑은 날이 되어야 살짝 움직이기 때문에 대사가 낮아 긴 수명을 자랑한다.",8770,80,2,155,true,0
293,"거대한 익룡어. 눈구름을 따라 이동하며 눈보라 속에 숨어 사냥감을 노린다. 언어가 아닌 정신파로 동족을 지배한다고 한다.",8771,80,5,155,true,0
294,"마하르마저 잡아먹는 구름바다의 제왕. 박물학자 마르세트에 의하면 구름고기가 아니라 갑린강 마물의 일종이라고 한다.",8772,85,5,155,true,0
295,"이 게의 환각성 버섯을 먹은 남자는 ""내가 무기를 수리하러 갔더니 하얀 요정이 떡 버티고 서 있었어""라고 했다.",8773,80,3,152,true,0
296,"압도적인 거구를 자랑하는 타키타로. 멧돼지를 잡으러 온 사냥꾼이 그 그림자를 목격한 후로 지방주민들 사이에선 전설이 되었다.",8774,80,3,153,true,0
297,"우르드의 선물 '진정한 터주' 자리를 놓고 거대 타키타로와 경쟁한다는 환상의 거대어. 지느러미를 한번 휘두르면 파도가 일어난다고 한다.",8775,85,3,153,true,0
298,"너무 많은 물고기를 탐욕스럽게 잡아먹는 바람에 비늘이 피처럼 붉어진 거대 아로와나. 지나치게 눈에 띄기 때문에 안개가 낄 때만 나와서 사냥한다.",8776,80,3,156,true,0
299,"굉장히 큰 대왕조개의 일종. 식인조개로 오해받아 한때 난획의 대상이 된 적도 있다.",10123,80,1,137,true,0
300,"재해 후 한랭화가 진행된 커르다스 서부고지에 적응해 살아가는 변종 빙어. 얇은 얼음은 날카로운 주둥이로 쉽게 깨뜨린다.",12713,120,3,397,true,0
301,"구름바다에 서식하는, 산호를 닮은 생물. 빛깔이 희고 놀랍도록 가벼워서 원주민들은 '구름의 뼈'라고도 부른다.",12714,120,5,397,true,0
302,"할로네조개라고도 부르는 이 생물은 아름다운 생김새와 달리 성질이 사납다. 특히 먹이를 잡은 후에는 마치 전쟁이나 하듯 잔인하게 뜯어먹는 것으로 알려져 있다.",12715,120,3,397,true,0
303,"구름바다를 종횡무진 날아다니는 애벌레. 둥글고 긴 몸에 바람속성 에테르를 흡수하여 경쾌하게 바람을 타고 다닌다.",12716,120,5,397,true,0
304,"북부 아발라시아 산맥의 고산지대가 원산지이나, 재해 이후 한랭화로 인해 서식지가 확대되었다. 쫄깃한 식감이 일품.",12718,125,3,397,true,0
305,"이빨로 깨물듯이 위아래 껍데기를 닫아 두꺼운 얼음도 부순다. 손가락을 물리면 끔찍한 일을 당할 것이다.",12719,125,3,397,true,0
306,"온몸에 날카로운 가시가 난 징그러운 생물. 얼음 위에 내버려두면 가시를 교묘하게 움직여 얼음에 구멍을 내고 도망친다고 한다.",12720,125,3,397,true,0
307,"메기의 일종. 몸통은 적갈색이며, 가슴지느러미와 등지느러미에 날카로운 가시가 있어 낚아 올릴 때 주의해야 한다.",12721,125,2,398,true,0
308,"기다랗게 발달한 집게로 바위조개 껍데기를 열어젖혀 잡아먹는다. 껍데기에 달라붙은 관자까지 깨끗이 먹어치운다고 한다.",12722,125,2,398,true,0
309,"꽃잎처럼 생긴 파란 비막으로 바람속성 에테르를 타고 날아다니는 연체생물. 하지만 아름다운 생김새와 달리 지독한 악취가 난다.",12723,120,6,401,true,0
310,"냉기가 감도는 핵형 생물. 어린 얼음 정령이라는 설과, 생물이 아닌 에테르 결정이라는 설이 있다.",12724,120,5,397,true,0
311,"요마 오거의 뿔과 닮은 고둥. 한랭화로 인해 대부분 죽고, 온천이 솟는 곳에서 소수만 간신히 살아남았다.",12725,139,2,397,true,0
312,"마력을 이용해 스스로 열을 내는 신기한 민물고기. 제7재해 이후 한랭화가 닥쳤음에도 아무 영향을 받지 않고 살아남았다.",12726,125,3,397,true,0
313,"수염에서 높은 열을 내는 메기의 일종. 낮은 수온에 적응한 물고기에게 뜨거운 수염을 대어, 그 충격으로 기절시킨 후 잡아먹는다.",12727,125,2,397,true,0
314,"바누바누어로 '빈약하다'는 이름을 가진 민물고기. 둥글둥글한 체형을 선호하는 바누바누족 사이에서는 모욕적인 단어로 쓰이기도 한다.",12728,130,3,401,true,0
315,"세 번 꺾인 입으로 한번 잡은 물고기는 절대 놓치지 않는다. 완전한 어식성으로, 피피라 피라의 유일한 천적이다.",12729,130,2,398,true,0
316,"황소처럼 우는 개구리. 생미끼 낚시의 미끼로도 유용하지만, 바누바누족은 이 개구리 자체를 훌륭한 별미로 친다.",12730,136,3,399,true,0
317,"바누바누족의 전설에서는 찢어진 구름에서 태어났다고 전해지는 민물고기. 살아있을 때는 반투명하지만, 죽으면 서서히 하얗게 변한다.",12731,130,2,400,true,0
318,"하늘섬 절벽에 붙어 살아가는 연체생물. 날아오는 생물을 큰 입으로 집어삼킨다. 이름은 바누바누어로 '탐욕'이라는 뜻이다.",12732,130,6,401,true,0
319,"바위처럼 생긴 조개. 크기가 작아 살은 적지만 먹을 수 있으며, 원주민 사냥꾼 중에는 국물을 낼 때 이용하는 사람도 있다.",12733,136,3,398,true,0
320,"구름바다를 떠다니는 달걀 모양 생물. 몸은 대부분 가스 주머니가 차지하며, 그 주머니의 부력으로 떠다닌다는 것 외에는 알려지지 않은 점이 많다.",12734,133,6,401,true,0
321,"하늘을 나는 버섯처럼 생긴 구름고기. 하르페이아가 이 고기를 좋아해서, 수십 마리가 모여 사냥에 나서는 모습이 목격되기도 한다.",12735,130,6,401,true,0
322,"구름바다의 푸른 하늘을 연상시키는 선명한 푸른색을 띤 산호. 바누바누족은 먼 옛날부터 안료의 재료로 이 산호를 이용해왔다.",12736,133,6,401,true,0
323,"한랭한 수역에서 자라 살이 쫄깃하고 기름기가 많아 대단히 맛있다. 이슈가르드 귀족들이 즐겨 먹는다고 한다.",12737,130,3,397,true,0
324,"민물에 정착해 살아가는 앵무조개의 근연종으로 추정된다. 갑각 내 격벽에 채운 마력에서 열을 얻으며 활동한다.",12738,133,3,397,true,0
325,"툭 떨어질 듯 커다란 눈알을 가진 금붕어. 하늘에서 날아드는 천적을 경계하기 위해 눈이 거대해진 것으로 추정된다.",12739,133,2,401,true,0
326,"잉어와 닮았지만, 등지느러미가 짧으며 몸도 가늘고 길다. 끊임없이 물풀을 먹는다 하여 초어라는 이름이 붙었다.",12740,130,2,398,true,0
327,"사납기로 유명한 피피라의 원종. 강을 건너려는 초코보를 집단으로 습격해, 단 몇 분 만에 뼈만 남기고 먹어치웠다는 일화가 전해진다.",12741,145,2,398,true,0
328,"몸을 거꾸로 뒤집은 채 헤엄치는 특이한 민물고기. 기묘한 무늬와 함께 포식자를 혼란시키는 효과가 있다고 한다.",12742,133,3,400,true,0
329,"동족끼리 입맞춤을 반복하는 기묘한 물고기. 하지만 이는 애정 표현이 아니라, 서로를 위협하는 행동이라고 한다.",12743,133,2,400,true,0
330,"최근 새로 발견된 구름고기. 아유나르트 가 기병들이 교황의 '주교관'과 비슷하다며 이런 이름을 붙였다.",12744,133,6,401,true,0
