Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x3][0x10],16 [0x19][0x15],17 [0x3][0x11],18 [0x1a][0x15],19 [0x5][0xa],20 [0x1b][0x15],21 [0x1c][0x15],22 [0x3][0x12],23 [0x3][0x13]
263,"주는 피해량 상승","적에게 주는 피해량이 상승한 상태.",15519,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
264,"절상","베기속성 피해로 HP가 서서히 줄어드는 상태.",15521,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
265,"자상","찌르기속성 피해로 HP가 서서히 줄어드는 상태.",15522,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
266,"타박상","타격속성 피해로 HP가 서서히 줄어드는 상태.",15523,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
267,"화상","불속성 피해로 HP가 서서히 줄어드는 상태.",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
268,"동상","얼음속성 피해로 HP가 서서히 줄어드는 상태.",15525,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
269,"열상","바람속성 피해로 HP가 서서히 줄어드는 상태.",15526,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
270,"진흙탕","땅속성 피해로 HP가 서서히 줄어드는 상태.",15527,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
271,"감전","번개속성 피해로 HP가 서서히 줄어드는 상태.",15528,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
272,"물독","물속성 피해로 HP가 서서히 줄어드는 상태.",15529,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
273,"고통","무속성 피해로 HP가 서서히 줄어드는 상태.",15530,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
274,"치유","지속적으로 HP가 회복되는 상태.",12626,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
275,"독","독에 중독된 상태. HP가 서서히 줄어든다.",17001,4,2,1,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
276,"용기의 영예","HP가 서서히 회복되는 상태.",15549,0,1,16,0,false,false,false,false,false,false,false,true,5,true,0,true,0,false,false,0,0
277,"인내의 영예","받는 피해량이 일부 감소되는 상태.",15550,0,1,16,0,false,false,false,false,false,false,false,true,0,true,0,true,0,false,false,0,0
278,"무적의 진격 행진곡","",15551,0,1,16,0,false,false,false,false,false,false,false,true,0,true,0,true,0,false,false,0,0
279,"서서히 HP 회복","지속적으로 HP가 회복되는 상태.",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,true,0,false,0,false,false,0,0
280,"속박","이동이 불가능한 상태.",15003,0,2,12,124,true,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0
281,"물리 공격 피해량 감소","물리 공격 피해량이 떨어진 상태.",15051,0,2,17,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
282,"마력 변조","마법에 의한 공격 피해량과 HP 회복량이 떨어진 상태.",15055,0,2,17,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
283,"물독","물속성 피해로 HP가 서서히 줄어드는 상태.",15529,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
284,"화상","불속성 피해로 HP가 서서히 줄어드는 상태.",15524,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
285,"동상","얼음속성 피해로 HP가 서서히 줄어드는 상태.",15525,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
286,"열상","바람속성 피해로 HP가 서서히 줄어드는 상태.",15526,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
287,"진흙탕","땅속성 피해로 HP가 서서히 줄어드는 상태.",15527,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
288,"감전","번개속성 피해로 HP가 서서히 줄어드는 상태.",15528,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
289,"물독","물속성 피해로 HP가 서서히 줄어드는 상태.",15529,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
290,"주는 피해량 상승","적에게 주는 피해량이 상승한 상태.",15519,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
291,"백렬권","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",15008,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
292,"구속","행동이 불가능한 상태.",15534,0,2,3,0,true,false,true,false,false,false,true,true,100,true,0,false,0,false,false,2,0
293,"기술 시전 속도 상승","무기 기술 시전 시간과 재사용 대기 시간이 단축된 상태.",15553,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
294,"마법 시전 속도 상승","마법 시전 시간과 재사용 대기 시간이 단축된 상태.",15554,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
295,"금빛 독늪","금빛 독늪의 영향으로 HP가 서서히 줄어드는 상태.",15533,0,2,1,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
296,"공황","공포에 빠져 몸이 멋대로 움직이는 상태.",15552,0,2,17,0,true,false,true,false,false,false,false,false,100,true,0,false,0,false,false,0,0
297,"격려","일정량의 피해를 무효화하는 상태.",12801,0,1,16,0,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,12
298,"야전치유진","받는 피해량을 줄여주는 보호막을 발생시킨 상태.",12802,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
299,"야전치유진","받는 피해량이 일부 감소되는 상태.",12803,0,1,16,0,false,false,false,false,false,false,false,true,0,true,0,false,0,false,false,0,0
300,"주는 피해량 상승","적에게 주는 피해량이 상승한 상태.",17061,8,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
301,"극대화 공격","모든 공격이 반드시 극대화되는 상태.",15555,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
302,"금빛 독","금빛 독이 축적된 상태.",17021,5,2,1,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
303,"점균","점균이 축적된 상태.",17041,9,2,1,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
304,"에테르 순환","에테르의 순환이 축적된 상태.",10501,3,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
305,"용의 저주","용의 눈이 가진 힘에 매혹된 상태.",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,true,0,true,0,false,false,0,0
306,"용의 힘","용의 눈이 가진 힘을 자기 것으로 만든 상태.",12626,0,1,16,0,false,false,false,false,false,false,true,true,5,true,0,true,0,false,false,0,0
307,"용기의 영예","일정 범위 내 파티원의 HP를 지속적으로 회복시키는 상태. 자신이 적에게 주는 피해량은 떨어진다.",15549,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,true,0,false,false,0,0
308,"인내의 영예","일정 범위 내 파티원이 받는 피해량을 지속적으로 줄여주는 상태. 자신이 적에게 주는 피해량은 떨어진다.",15550,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,true,0,false,false,0,0
309,"무적의 진격 행진곡(가칭)","일정 범위 내 파티원의 기술 사용 빈도를 지속적으로 상승시키는 상태. 자신이 적에게 주는 피해량은 떨어진다.",15551,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,true,0,false,false,0,0
310,"웅크리기","받는 피해량이 일부 감소되는 상태.",10526,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
311,"대지의 수호","받는 피해량이 일부 감소되는 상태.",12701,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
312,"대지의 분노","땅속성 지속 피해 영역을 발생시킨 상태.",12702,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
313,"광휘의 방패","물리 공격을 받으면 적에게 반격 피해를 주는 상태.",12711,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
314,"지옥의 화염","불속성 피해로 HP가 서서히 줄어드는 상태.",12712,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
315,"빛의 속삭임","지속적으로 HP가 회복되는 상태.",12826,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
316,"요정의 서약","마법 방어력이 올라간 상태.",12827,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
317,"요정의 광휘","회복마법 회복량이 증가한 상태.",12828,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
318,"요정의 달빛","마법 시전 속도가 올라간 상태.",12836,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
319,"요정의 햇빛","기술 시전 속도가 올라간 상태.",12837,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
320,"고통","무속성 피해를 받아 HP가 서서히 줄어드는 상태.",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
321,"투창 궁니르","투창 궁니르에 숨겨진 마력이 개방된 상태.",15530,0,1,16,0,false,false,false,false,false,false,false,true,0,true,0,false,0,false,false,0,0
322,"크리스탈 장막","아이즈 온 미에 의해 받는 피해가 크게 감소하는 상태.",15556,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
323,"면역력 감소","회복마법으로 받는 HP 회복 효과가 떨어진 상태. 에스나로 치료 가능.",15557,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
324,"숲의 분노","대정령이 분노하여 이성을 잃은 상태. HP가 서서히 줄어든다.",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
325,"무적","받는 피해를 무효화하는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0
326,"전류 충전","번개속성 기술의 효과가 강화된 상태.",15513,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
327,"얼음 충전","얼음속성 기술의 효과가 강화된 상태.",15510,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
328,"바위신의 심장석","땅의 마력으로 자신이 받는 피해를 무효화하는 상태.",15024,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
329,"자기 강화 프로그램","분해한 기계 부품을 자기 강화에 사용하여 HP가 회복되는 상태.",17061,4,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
330,"헤이스트","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",15008,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
331,"마법 피해 감소","마법 공격으로 받는 피해량이 감소되는 상태.",15056,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
332,"주는 피해량 상승","적에게 주는 피해량이 상승한 상태.",15519,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
333,"알라그 부패","알라그의 독소에 중독된 상태. 효과가 끝날 때 감염 폭발을 일으킨다.",15538,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
334,"알라그 부패 항체","알라그 부패에 걸리지 않는 상태.",15539,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,true,0,false,false,0,0
335,"화염 기류","뜨거운 복사열을 받은 상태. HP가 서서히 줄어든다.",15524,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
336,"타격 대비 프로그램","타격 저항이 올라간 상태.",15535,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
337,"찌르기 대비 프로그램","찌르기 저항이 올라간 상태.",15536,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
338,"베기 대비 프로그램","베기 저항이 올라간 상태.",15537,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
339,"고통","무속성 피해를 받아 HP가 서서히 줄어드는 상태.",17121,8,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
340,"물리 공격 장벽","물리 공격으로 받는 피해량이 감소되는 상태.",10401,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
341,"마법 공격 장벽","마법 공격으로 받는 피해량이 감소되는 상태.",10401,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
342,"대응","마법 공격을 받으면 반격하는 상태.",15542,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
343,"고통","무속성 피해로 HP가 서서히 줄어드는 상태.",15530,0,2,17,0,false,false,false,false,false,false,true,true,10,true,0,false,0,false,false,0,0
344,"구속 장치","적에게 주는 피해량과 회복마법의 회복량이 떨어진 상태.",15545,0,2,17,0,false,false,false,false,false,false,true,true,50,true,0,false,0,false,false,0,0
345,"마력 공급","적에게 주는 피해량이 증가하고, 자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태.",17061,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
346,"불보라","분노로 인해 몸속에 화염을 축적한 상태. 불보라의 연소 속도가 상승한다.",17081,8,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
347,"두창","알라그의 독소에 중독된 상태. HP 최대치가 감소한다.",15544,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
348,"유포","받는 피해량이 증가하는 상태.",17101,4,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
349,"강철 비늘","적에게 주는 물리 피해량이 상승한 상태.",17061,8,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
350,"받는 피해 감소","받는 피해량이 감소되는 상태.",15021,0,1,16,0,false,false,false,false,false,false,true,true,1,true,0,false,0,false,false,0,0
351,"원한","원한이 축적된 상태. 특정 기술의 위력이 상승한다.",17141,5,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
352,"투창 궁니르의 마력","투창 궁니르의 마력이 축적된 상태. HP가 서서히 줄어든다.",15530,0,2,17,0,false,false,false,false,false,false,false,true,10,true,0,false,0,false,false,0,0
353,"부대 혜택: 초보자 지원","초보자의 전투 클래스 능력치가 올라간 상태.",16501,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
354,"부대 혜택: 획득력 상승","채집가의 획득력이 올라간 상태.",16502,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
355,"부대 혜택: 감별력 상승","채집가의 감별력이 올라간 상태.",16503,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
356,"부대 혜택: 작업 숙련도 상승","제작자의 작업 숙련도가 올라간 상태.",16504,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
357,"부대 혜택: 가공 숙련도 상승","제작자의 가공 숙련도가 올라간 상태.",16505,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
358,"눈사람","눈덩이를 맞아 온통 눈투성이가 된 상태. 요괴의 화염 상태인 대상에게 피해를 줄 수 있게 된다.",15510,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
359,"요괴의 화염","요괴의 화염으로 자신이 받는 피해를 무효화하는 상태.",15508,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0
360,"부대 혜택: 식사 지속시간 연장","식사 효과의 지속시간이 연장된 상태.",16508,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
361,"부대 혜택: 결속도 증가량 향상","결속도가 더 잘 오르는 상태.",16509,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
362,"부대 혜택: 장비 소모 절감","장비의 내구도 감소량이 절감된 상태.",16510,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
363,"부대 혜택: 쇠약 시간 단축","쇠약 상태의 지속시간이 단축된 상태.",16511,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
364,"부대 혜택: 텔레포 할인","텔레포 비용이 할인된 상태.",16512,0,1,16,0,false,false,false,false,false,false,true,true,0,false,15,true,0,true,false,0,0
365,"부대 혜택: 전투 경험치 상승","적 처치 시 획득 경험치가 증가하는 상태.",16513,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
366,"부대 혜택: 버디 경험치 상승","버디 획득 경험치가 증가하는 상태.",16514,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
367,"부대 혜택: 채집 경험치 상승","채집 획득 경험치가 증가하는 상태.",16515,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
368,"부대 혜택: 제작 경험치 상승","제작 획득 경험치가 증가하는 상태.",16516,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
369,"흡착 폭뢰","흡착식 에테르 폭뢰가 부착된 상태. 5단계 누적되면 전투불능 상태가 된다.",17281,5,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
370,"세이렌의 노랫소리","세이렌의 노랫소리를 듣고 서서히 좀비가 되어가는 상태.<br>효과가 끝날 때까지 HP를 최대치까지 회복하지 않으면 좀비가 된다.",15558,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
371,"좀비","좀비가 된 상태. 아군을 계속 공격한다.",15559,0,2,17,0,false,false,false,true,false,true,false,false,100,true,0,false,0,false,false,0,0
372,"어미새의 분노","알이 깨져서 미쳐 날뛰는 상태. 적에게 주는 피해량이 상승한다.",17221,16,1,16,0,false,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0
373,"회복 무효","회복마법으로 받는 HP 회복 효과가 무효화되는 상태.",15561,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
374,"편속성 크리스탈","몸에 편속성 크리스탈이 붙은 상태. 3단계 누적되면 폭발한다.",17161,3,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
375,"열화상","HP 최대치가 감소하고, 받는 피해량이 증가하는 상태.",17181,5,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
376,"작열","주변에 열기를 발산하는 상태.불속성 피해로 HP가 서서히 줄어든다.",15560,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
377,"염옥의 사슬","염옥의 사슬에 묶인 상태.<br>적에게 주는 피해량이 떨어지고, 불속성 피해를 받아 HP가 서서히 줄어든다.",17201,8,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
378,"물귀신 작전","발목을 잡혀 이동이 불가능한 상태.",15003,0,2,17,0,true,false,true,false,false,false,true,true,100,true,0,false,0,false,false,0,0
379,"저기압","주위 기압이 내려간 상태. 바람속성 피해로 HP가 서서히 줄어든다.",17241,3,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
380,"고기압","주위 기압이 올라간 상태. 바람속성 저항이 상승한다.",15030,0,1,16,0,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0
381,"귀갑 방패","받는 피해량이 일부 감소되는 상태.",14801,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
384,"전쟁의 짜릿함","HP 최대치가 증가한 상태.",14803,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
385,"전력 강타","HP가 서서히 줄어드는 상태.",14804,0,2,17,0,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0
386,"공중제비","마법 시전 속도가 떨어진 상태.",14805,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
387,"구속 방지","기절, 수면, 속박, 과중력, 밀쳐내기, 끌어당기기를 무효화하는 상태.",14806,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
388,"연쇄 돌격","극대화 발동률이 올라간 상태.",14807,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,5
389,"꼬챙이 꿰기","지능이 떨어진 상태.",14808,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
390,"여신의 자비","범위 내 파티원을 회복시키는 영역을 발생시킨 상태.",14809,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0
391,"유령 쐐기","모든 마법 저항이 떨어진 상태.",14810,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
392,"안개의 장막","사정거리가 짧아진 상태.",14811,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,6
393,"쇠퇴","모든 마법 저항이 떨어진 상태.",14812,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
394,"정신통일책","모든 마법 저항이 올라간 상태.",14813,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
395,"에테르 분출","기술 시전 속도가 떨어진 상태.",14814,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
396,"전념","피해를 받아도 마법 시전이 취소되지 않는 상태.",14815,0,1,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
397,"조화","회피율이 대폭 상승하고, 받는 피해량이 일부 감소되는 상태.",14816,0,1,16,0,true,false,true,false,false,false,false,false,0,true,0,false,0,false,false,0,0
398,"영체화","차원이 반쯤 뒤틀린 상태. 적에게 주는 피해량이 떨어지지만, 영체를 공격할 수 있게 된다.",15562,0,2,17,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,true,0,0
399,"생환","영체에서 원래대로 돌아온 상태. 몸이 피폐해져 받는 피해량이 2배로 증가한다.",15563,0,2,17,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
400,"축전","번개기운이 축적된 상태. 번개속성 저항이 떨어진다.",17261,8,2,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
401,"포획","적에게 포획된 상태. 행동할 수 없으며, HP가 서서히 줄어든다.",15564,0,2,17,0,true,false,true,false,false,false,true,true,0,true,0,false,0,false,false,2,0
402,"노기 충천","모그리에게 도발당해 분노가 정점을 넘은 상태.<br>도발한 대상만을 보고 계속 쫓아간다.",15565,0,2,17,0,false,false,false,true,false,true,false,false,100,true,0,false,0,false,false,0,0
403,"주는 피해량 상승","적에게 주는 피해량이 상승한 상태.",15519,0,1,16,0,false,false,false,false,false,false,false,true,200,true,0,false,0,false,false,0,0
404,"운반","물건을 운반하고 있는 상태. 일정 시간이 지나면 피곤해져서 물건을 떨어뜨린다.",16208,0,1,16,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
405,"현혹","현혹당해 몸이 멋대로 움직이는 상태.",15545,0,2,17,0,false,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0
406,"받는 피해 감소","받는 피해량이 감소되는 상태.",17301,8,1,16,0,false,false,false,false,false,false,true,true,30,true,0,false,0,false,false,0,0
407,"분진 중독","결정의 미세한 분진을 흡입한 상태. 4단계 누적되면 행동불능 상태가 된다.",17001,4,2,1,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
408,"폭풍 쐐기","주는 피해량이 떨어진 상태.",10265,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
409,"일대일 결투","일정 시간 동안 이동이 불가능해지며<br>일부 공격을 제외하고 피격 시 HP가 1 미만으로 떨어지지 않는 상태.<br>효과 중에는 공격을 받아도 이동 불가가 해제되지 않음.",10255,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
410,"바이러스 항체","새로 '바이러스' 및 '정신 바이러스' 효과가 부여되지 않는 상태.",10515,0,1,17,0,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,0
411,"원초의 혼","받는 피해량이 일부 감소되는 상태.",12553,0,1,16,0,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,0
412,"체공","고도를 높인 상태.",15683,0,1,16,0,false,false,false,false,false,false,true,false,200,true,0,false,0,false,false,0,0
413,"부대 혜택: 명예 점수","명예 점수 획득량이 증가하는 상태.",16517,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
414,"부대 혜택: 군표 증가","군표 획득량이 증가하는 상태.",16518,0,1,16,0,false,false,false,false,false,false,true,true,0,false,0,true,0,true,false,0,0
415,"TP 지속 회복","TP가 서서히 회복되는 상태.",16203,0,1,16,0,false,false,false,false,false,false,false,false,5,true,0,false,0,false,false,0,0
416,"투명","투명해져 마물에게 공격받지 않는 상태.",16209,0,1,16,0,false,false,false,false,false,false,false,false,2,true,0,false,0,false,true,0,0
417,"프로테스","물리 방어력과 마법 방어력이 올라간 상태.",10405,0,1,16,0,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0
418,"물리 피해 감소","물리 공격으로 받는 피해량이 감소되는 상태.",15052,0,1,16,0,false,false,false,false,false,false,false,true,30,true,0,false,0,false,false,0,0
419,"안개의 장막","사정거리가 짧아진 상태.",14811,0,2,17,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,7
420,"표식","표적으로 점찍힌 상태.<br>다른 플레이어에게 접근하면 표식 대상이 옮겨간다.",15026,0,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
421,"포식","잡아먹히는 중이라 행동이 불가능한 상태. HP가 서서히 줄어든다.",15571,0,2,17,0,false,false,true,true,false,false,true,true,10,true,0,false,0,false,false,3,0
422,"회복마법 효과 감소","회복마법의 회복량이 떨어진 상태.",15572,0,2,17,0,false,false,false,false,false,false,false,false,50,true,0,false,0,false,false,0,0
423,"악몽","깊은 잠에 빠져 행동이 불가능한 상태.",15573,0,2,2,123,true,false,true,false,false,false,false,false,200,true,0,false,0,false,false,0,3
424,"보이드의 저주","보이드의 저주에 빠진 상태. 받는 피해량이 증가한다.",17341,8,2,17,0,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0
425,"보이드의 요기","보이드의 요기 때문에 흥분한 상태. 수면 저항이 생긴다.",15574,0,2,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
426,"밤의 방패","마법 장벽을 펼친 상태. 기절 저항이 생긴다.",15575,0,2,16,0,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0
427,"둔화+","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 늘어난 상태. 해제 불가.",17361,0,2,13,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
428,"헤이스트+","자동 공격 주기, 무기 기술 및 마법 시전 시간과 재사용 대기 시간이 줄어든 상태. 해제 불가.",17381,16,1,16,0,false,false,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0
