Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x0][0x8],3 [0x0][0xc],4 [0x0][0x10],5 [0x3][0x14],6 [0x3][0x15],7 [0x3][0x16],8 [0x19][0x18],9 [0x1a][0x18],10 [0x1b][0x18],11 [0x1c][0x18],12 [0x1d][0x18],13 [0x3][0x17]
53,"꼬마 친구 '키키룬 인형'을 불러낸다.<br>키키룬의 모습을 본뜬 마법인형이야.","림사 로민사에서 활약한 키키룬족 광대 자자룬의 모습을 본뜬 마법인형. 일세를 풍미한 그는 금전 문제로 막대한 빚을 지자 자기 인형을 판매할 권리를 재봉사 길드에 팔았다고 한다.","짤랑짤랑 주라!","반짝반짝 브레이크","6초 동안 특수기 포인트를 사용한 꼬마 친구에게 비전석 파괴 특화 능력을 부여합니다.",60,40,3,false,true,false,false,false,3
54,"꼬마 친구 '검은 초코초코보'를 불러낸다.<br>아장아장 걷는 아기 초코보. 맘보 리듬을 좋아한다.","아장아장 걷는 아기 초코보. 알에서 부화했을 때는 노란색이었지만, 어느 날 은 장신구를 잔뜩 걸친 남자가 나타나서 까맣게 칠해버렸다. 그 이후로 '검은 초코보'로 살아가고 있다. 맘보 리듬을 아주 좋아한다.","우~꾸엑!","초코 함정","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 260만큼 피해를 줍니다.",55,75,2,false,false,true,false,false,2
55,"꼬마 친구 '달라가브 인형'을 불러낸다.<br>달라가브의 모습을 본뜬 기계 장치 마법인형.","달라가브의 모습을 본뜬 기계 장치 마법인형. 과거에 떨어지는 달라가브를 떠받치려다가 재가 된 무모한 음악가를 기리기 위해 보석공예가 길드가 만들었다. 안에 어떤 장치가 들어있는지는 불명.","휘잉…","제한 해제","10초 동안 특수기 포인트를 사용한 꼬마 친구의 이동 속도를 30% 향상시킵니다.",30,40,3,true,false,false,false,false,3
56,"꼬마 친구 '정신지배아'를 불러낸다.<br>친절하게 대해줬더니 따라온 어린 요마. 형언하기 어려운 공포가 느껴진다.","집사가 주워온 수수께끼의 존재. 친절하게 대해줬더니 따라왔다고 한다. 요마학자에 따르면, 망자의 뼈를 매개로 물질계에 내려와 인간의 정신을 주르륵 빨아먹는 요마 '정신지배자'의 어린 개체라고 한다. 형언하기 어려운 공포가 느껴진다.","주르르르륵…","정신 붕괴","6초 동안 범위 안에 있는 적의 공격력을 40% 감소시킵니다.",75,50,2,false,false,true,false,false,4
57,"꼬마 친구 '말 없는 콜리브리'를 불러낸다.<br>해적이 기르던 콜리브리. 엉큼해!","매디슨 선장이 기르던 콜리브리. 복부에 중상을 입었으나 수신 '리바이어선'의 축복을 받아 괴물로 부활한 주인과 함께 침식 동굴로 돌아왔다. 선장을 칭찬할 필요가 없어졌기 때문에 말수가 줄었다.","엉큼해!","급한 볼일","특수기 포인트를 사용한 꼬마 친구를 아군 중앙 소환진으로 이동시킵니다.",50,35,3,false,false,false,false,false,9
58,"꼬마 친구 '아말쟈 인형'을 불러낸다.<br>아말쟈족의 모습을 본뜬 마법인형. 경천동지로다!","아말쟈족의 모습을 본뜬 마법인형. 잿빛 일당의 대장장이 나루지 보가 모험가가 데리고 다니는 인형을 참고하여 만들었다. 장난삼아 만들었다지만, 극강을 지향하는 잿빛 일당답게 강인한 전사로 완성되었다.","경천동지로다!","경천동지","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '인형' 유형일 경우 방어력을 30 향상시킵니다.",30,25,4,false,true,false,false,false,3
59,"꼬마 친구 '이크살 인형'을 불러낸다.<br>이크살의 모습을 본뜬 마법인형이다 키잇!","에카틀 비행단 단원들이 인간의 기술을 익히기 위해 시험삼아 만든 마법인형. 타타라무가 가져온 보석공예가 길드제 인형을 참고하여 최고로 불량하고 와일드하게 완성시킨 모양이다. 에오르제아에 '꼬마 불량배'가 탄생한 순간이었다.","다 덤벼 키잇!","다 덤벼","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",40,30,2,false,true,false,true,false,3
60,"꼬마 친구 '코볼드 인형'을 불러낸다.<br>코볼드 본떠 만등 마법인형이당.","코볼드족의 모습을 본뜬 마법인형. 실은 제789단 조수 바 고가 귀여운 외모로 적을 방심시키기 위해 개발한 인형식 폭탄이다. 제789땅굴단 상인이 마음대로 판매 상품에 추가하는 바람에, 뱃속에 위험한 폭탄이 그대로 들어있다고 한다.","슈우우우우…","아부하기","6초 동안 범위 안에 있는 적의 공격력을 40% 감소시킵니다.",30,30,3,false,true,false,false,false,4
61,"꼬마 친구 '사하긴 인형'을 불러낸다.<br>사하긴의 모습을 본뜬 마법인형. 헤엄은 못 친다.","사하긴족의 모습을 본뜬 마법인형. 어린 동생들을 위해 노부 일족의 형들이 만들었다고 한다. 물고기를 잡을 때 쓰는 삼지창을 들고 있는 등, 사하긴족 전사를 정교하게 표현했다. 단 헤엄은 못 친다.","쉬이잇","쉬이잇","범위 안에 있는 적군에게 걸린 모든 강화 효과를 해제합니다.",45,40,4,false,true,false,false,false,6
62,"꼬마 친구 '골레무스'를 불러낸다.<br>골렘이 일어나서 동료가 되고 싶은 눈으로 이쪽을 쳐다보고 있다!","에오르제아에 갑자기 나타난 미지의 골렘을 조사하다가 발견한 골렘. 동료가 되고 싶은 눈으로 이쪽을 쳐다보길래 주워 왔다. 이유는 모르지만 손에 넣었을 때부터 '골레무스'라는 애칭이 붙어있었다.","회심의 일격!","기합 모으기","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",30,35,2,true,false,false,false,false,3
63,"꼬마 친구 '샨토토 인형'을 불러낸다.<br>'검은 악마'가 남기고 간 도도한 마법인형.","'검은 악마'가 남기고 간 도도한 마법인형. 만든 이가 막대한 마력을 주입해서 그런지 마치 살아있는 것처럼 자유분방하게 움직인다. 버리면 저주받는다고 하니 꼭 잘 챙겨다녀야 한다.","오~호홋홋!","열 받음","15초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 40 향상시킵니다.",45,60,2,false,true,false,true,false,3
64,"꼬마 친구 '에드비아 인형'을 불러낸다.<br>에드비아 공주의 모습을 본뜬 기계 장치 마법인형.","손씨 왕조 울다하의 말괄량이 공주 '에드비아'의 모습을 본뜬 마법인형. '프린세스데이' 때 개최된 '공주 인형 경진대회'에 출품하기 위해 만들었다. 모델이 된 인물과 마찬가지로 바깥 세상을 구경하러 돌아다니고 싶은 모양이다.","…………","공주 인형 경진대회","6초 동안 범위 안에 있는 적에게 '인형' 유형 약점을 추가합니다.",50,50,4,false,false,true,false,false,4
65,"꼬마 친구 '태엽 태양'을 불러낸다.<br>'쿡쿡' 찌르면 위아래로 왔다 갔다 하는 밝은 조명.","'쿡쿡' 찌르면 위아래로 왔다 갔다 하는 밝은 조명. 울다하 사교계의 한 귀부인으로부터 강한 빛으로 잔주름을 감추기 위해 항상 얼굴 옆에 띄우고 다닐 자립형 조명기구를 만들어달라는 주문을 받고 보석공예가 길드에서 만든 것","번쩍~!","일광욕","10초 동안 특수기 포인트를 사용한 꼬마 친구의 방어력을 40 향상시킵니다.",35,50,3,false,false,true,false,false,3
66,"꼬마 친구 '푹신푹신 방석'을 불러낸다.<br>푹신푹신한 방석. 엉덩이에 깔리기를 조용히 기다리고 있다.","재봉사 길드에서 만든 최고급 방석. 인간의 엉덩이를 속속들이 아는 남자로 유명한 길드마스터 향기로운 장미가 궁극의 착석감을 실현하기 위해 제조법을 직접 고안했다. 둘이 앉다 하나 죽어도 모를 정도라고 소문이 자자하다.","사뿐사뿐 푹신푹신","푹신한 휴식","범위 안에 있는 아군과 적군에게 걸린 모든 효과를 해제합니다.",30,40,4,false,false,true,false,false,6
67,"꼬마 친구 '빛의 인형'을 불러낸다.<br>옛 빛의 전사의 모습을 본뜬 마법인형. 세상 모든 것들에 빛이 함께하기를……","옛 '빛의 전사들'의 모습을 본뜬 마법인형. 전설에 따르면 과거에 다양한 힘을 가진 젊은이가 갑자기 나타나 어둠에 물든 세계를 구한 후 원래 세계로 돌아갔다고 한다. 세상 모든 것들에 빛이 함께하기를……","…………","없음","",100,100,3,false,false,false,false,false,0
68,"","옛 '빛의 전사들'의 모습을 본뜬 마법인형. 전설에 따르면 과거에 다양한 힘을 가진 젊은이가 갑자기 나타나 어둠에 물든 세계를 구한 후 원래 세계로 돌아갔다고 한다. 세상 모든 것들에 빛이 함께하기를……","…………","질풍노도","15초 동안 범위 안에 있는 적의 공격력을 50% 감소시킵니다.",25,35,1,true,true,false,false,true,4
69,"","옛 '빛의 전사들'의 모습을 본뜬 마법인형. 전설에 따르면 과거에 다양한 힘을 가진 젊은이가 갑자기 나타나 어둠에 물든 세계를 구한 후 원래 세계로 돌아갔다고 한다. 세상 모든 것들에 빛이 함께하기를……","…………","꼬마 케알","범위 안에 있는 아군의 HP를 100 회복합니다. 아군이 '인형' 유형일 경우 HP를 150 회복합니다.",30,35,3,false,false,true,false,false,7
70,"","옛 '빛의 전사들'의 모습을 본뜬 마법인형. 전설에 따르면 과거에 다양한 힘을 가진 젊은이가 갑자기 나타나 어둠에 물든 세계를 구한 후 원래 세계로 돌아갔다고 한다. 세상 모든 것들에 빛이 함께하기를……","…………","꼬마 셰이프","6초 동안 범위 안에 있는 적에게 '인형' 유형 약점을 추가합니다.",40,35,3,false,false,true,false,false,4
71,"꼬마 친구 '지도자 인형'을 불러낸다.<br>총사령부 수장의 모습을 본뜬 기계 장치 마법인형.","각 도시의 총사령부가 선전용으로 만든 지도자 인형. 흑와단의 멜위브 제독, 불멸대의 라우반 국장, 쌍사당의 카느 에 센나 3가지가 있다. 조직에 대한 공헌도가 높은 자들에게도 배포되었다.","…………","없음","",100,100,3,false,false,false,false,false,0
72,"","각 도시의 총사령부가 선전용으로 만든 맹주 인형. 흑와단의 멜위브 제독, 불멸대의 라우반 국장, 쌍사당의 카느 에 센나 3가지가 있다. 조직에 대한 공헌도가 높은 자들에게도 배포되었다.","…………","멸절자","10초 동안 꼬마 친구 소환 대기 시간을 절반으로 감소시킵니다.",40,40,4,true,false,false,false,false,9
73,"","각 도시의 총사령부가 선전용으로 만든 맹주 인형. 흑와단의 멜위브 제독, 불멸대의 라우반 국장, 쌍사당의 카느 에 센나 3가지가 있다. 조직에 대한 공헌도가 높은 자들에게도 배포되었다.","…………","클라우스트룸","범위 안에 있는 아군에게 걸린 모든 약화 효과를 해제합니다.",45,45,4,true,false,false,false,false,6
74,"","각 도시의 총사령부가 선전용으로 만든 맹주 인형. 흑와단의 멜위브 제독, 불멸대의 라우반 국장, 쌍사당의 카느 에 센나 3가지가 있다. 조직에 대한 공헌도가 높은 자들에게도 배포되었다.","…………","티소나","5초 동안 범위 안에 있는 적의 이동 속도를 70% 감소시킵니다.",45,35,3,true,false,false,false,false,4
75,"꼬마 친구 '초코초코보 왕자'를 불러낸다.<br>아장아장 걷는 초코보 왕자.","아장아장 걷는 초코보 왕자. 절대로 완자라고 부르면 안 된다. 이슈가르드의 전설적인 명초코보 '브릴리아도로'의 혈통을 물려받은 유서 깊은 초코보라고 한다. 자신을 탈 자격이 있는 이름 높은 모험가를 찾고 있는 듯하다.","꾸엑, 꾸엑~!","초코 왕관","15초 동안 범위 안에 있는 적의 방어력을 50% 감소시킵니다.",30,45,2,false,true,false,true,false,4
76,"꼬마 친구 '오딘 인형'을 불러낸다.<br>투신 오딘의 모습을 본뜬 마법인형. 애검의 재질은 알고 보면 대나무.","검은장막 숲에 나타난다는 '망령기사'의 정체, 투신 오딘의 모습을 본뜬 인형. 모든 것을 베는 마검 '참철검'을 들고 애마 '슬레이프니르'와 함께 대지를 달린다. 하지만 애검의 재질은 알고 보면 대나무라고 한다.","참!","참철검","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",75,65,4,false,true,false,false,false,1
77,"꼬마 친구 '빛의 전사 인형'을 불러낸다.<br>전설 속 빛의 전사의 모습을 본뜬 마법인형. 크리스탈의 축복이 있기를……","푸른 갑옷을 입고 싸웠다는 전설 속 빛의 전사의 모습을 본뜬 마법인형. 이 인형을 보석공예가 길드에서 제작할 때, 크리스탈 타워에서 최근에 발견된 고대 알라그 양식의 아름다운 기사 갑옷을 참고했다고 한다.","…………","태양의 섬광","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",30,75,2,false,false,true,false,false,1
78,"꼬마 친구 '바하무트 인형'을 불러낸다.<br>바닥에 떨어뜨려 깨진 달라가브 인형에서 나온 수수께끼의 존재.","바닥에 떨어뜨려 깨진 달라가브 인형에서 나온 수수께끼의 존재. 인형을 제조한 보석공예가 길드에서는 이런 물건을 넣은 기록이 전혀 없다고 주장하고 있다. 그렇다면 이 인형의 정체는 무엇인가? 의문이 의문을 낳는다.","그워어어엉!","꼬마 플레어","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",70,40,3,true,false,false,false,false,1
79,"꼬마 친구 '모그리 인형'을 불러낸다.<br>모그리의 모습을 본뜬 마법인형이다쿠뽀! 춤추는 거 너무 좋다쿠뽀!","모그리족의 모습을 본뜬 마법인형. 모험가가 데리고 다니는 인형을 보고 너무 가지고 싶어진 모그리족이 마법의 힘으로 만들어낸 것이라고 한다. 만든 이와 마찬가지로 음악을 매우 사랑하기 때문에, 여럿이 모이면 자연스럽게 둥글게 모여 춤추기 시작한다.","쿠뽀쿠뽀!","모그모그 춤","범위 안에 있는 적에게 공격력 90만큼 피해를 줍니다.",40,40,2,true,false,false,false,false,1
80,"꼬마 친구 '아기 오포오포'를 불러낸다.<br>어린 오포오포. 검은장막 사과를 좋아한다고 한다.","어린 오포오포. 먹을 것을 찾아 브레이플록스의 야영지에 숨어들어왔는데, 고블린 치즈를 먹으려다 너무 냄새가 심해 기절해버렸다. 이 위기에서 구해준 모험가를 은인으로 여겨 따르고 있다.","우끼끼?","원숭이의 꾀","6초 동안 범위 안에 있는 적에게 '동물' 유형 약점을 추가합니다.",40,25,4,false,false,false,false,false,4
81,"꼬마 친구 '빗자루 인형'을 불러낸다.<br>쓱싹쓱싹 신기한 주문이라네!<br>시래슬~ 엠이에시프에~","마법으로 움직이는 빗자루. 마치 청소를 하듯 이리저리 움직이지만, 그냥 내키는 대로 돌아다니기만 할 뿐 바닥을 치우거나 하지는 않는다. 하지만 긴 막대를 움직이는 것도 의외로 높은 기술력이 필요하다.","쓱싹쓱싹","쓱싹쓱싹","범위 안에 있는 아군과 적군에게 걸린 모든 효과를 없앱니다.",50,60,2,true,false,false,false,false,6
82,"꼬마 친구 '서큐버스 인형'을 불러낸다.<br>요마 서큐버스의 모습을 본뜬 마법인형. 순순히 네 몸을 바쳐라!","요마 소환 미수 혐의로 체포된 한 보석공예가가 가지고 있던 마법인형. 요마 '서큐버스'에게 매료되어 마법인형을 만들었으나, 인형으로는 만족하지 못하고 금단의 요술에 손을 댄 듯하다. 이 인형은 그 증거물이다……","네 몸을◎바쳐라!","매혹","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '마물' 유형일 경우 공격력을 40 향상시킵니다.",55,25,3,false,false,true,false,false,3
83,"꼬마 친구 '어린 즈'를 불러낸다.<br>갓 부화한 병아리 즈. 덤벼들지는 않는 듯하다.","괴조 '즈'의 병아리. 즈는 근동 지역과 에오르제아를 왕래하는 철새로, 산란 및 아기 양육은 근동 지역에서 하는 것으로 알려져 있으나, 재해가 일어난 후 기후 변화에 적응한 것인지 최근에는 에오르제아에서 산란하는 사례가 늘고 있다.","쾌애액!","야생의 각성","10초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 60 향상시킵니다.",30,25,3,true,false,false,false,false,3
84,"꼬마 친구 '나나모 인형'을 불러낸다.<br>나나모 울 나모 여왕 폐하의 모습을 본뜬 마법인형.","울다하 제17대 국왕 나나모 울 나모의 모습을 본뜬 마법인형. 나나모 여왕 즉위 10주년을 기념하여 보석공예가 길드가 과거에 제작했던 것을 같은 제작법으로 재생산한 것. 당시 15세였던 나나모 여왕의 외모를 기준으로 만들었다.","짐이 허락하노라!","울씨 왕조의 혈통","6초 동안 자신의 공격력과 방어력을 향상시킵니다. HP가 줄어들수록 효과가 향상되며, 최대 HP 대비 감소량 5%당 공격력 10, 방어력 5씩 증가합니다.",35,40,2,true,false,true,false,false,3
85,"꼬마 친구 '길가메시 인형'을 불러낸다.<br>검객 길가메시의 모습을 본뜬 마법인형. 살아있으면 또 만나자고!","한 에오르제아 최강의 보석공예가가 자기 집에 있던 마법인형을 수리하다가 흥이 나서 만들어버린 인형. 외동아들의 친구인 길가메시의 모습을 본떠 만들었다고 한다. 아들과 친하게 지내달라는 부모의 마음이 담겨있다.","너였냐… 밧…?","끝장타","범위 안에 있는 적에게 공격력 300만큼 피해를 줍니다. 단, 특수기 포인트를 사용한 꼬마 친구는 강제로 귀환합니다.",40,55,4,true,false,false,false,false,1
86,"꼬마 친구 '양파 왕자'를 불러낸다.<br>왜 밭에서 자라고 있었는지 알 수 없는 양파 왕자. 내가 만드라고라의 왕자다!","자칭 만드라고라 왕자. 부모님이 정략결혼으로 맺어졌던 걸 알고 한때는 비뚤어진 길을 걸었으나, 부모님의 자신에 대한 사랑이 진실됨을 알고 새사람(?)이 되었다. 지금은 토마토 왕의 꽃가루를 물려받았다는 걸 자랑스럽게 생각한다……고 한다.","●×▼……!","양파즙","가장 가까운 적군 비전석에 5%만큼 피해를 줍니다.",55,30,3,false,false,true,false,false,8
87,"꼬마 친구 '가지 기사'를 불러낸다.<br>왜 밭에서 자라고 있었는지 알 수 없는 가지 기사. 내가 만드라고라의 기사다!","자칭 만드라고라 기사. 18대조 조상이 토마토 왕의 조상과 같은 밭에서 재배되었던 인연이 있어, 채소국가 '만드라 제국'을 수립하기 위한 투쟁에 참가했다. 왕자의 무술 사범으로 임명될 정도로 왕의 신뢰가 두텁다……고 한다.","◎◎×△□!!","가지식 천하무적","6초 동안 범위 안에 있는 아군의 방어력을 10 향상시킵니다. 아군이 '동물' 유형일 경우 방어력을 30 향상시킵니다.",45,50,3,false,true,true,false,false,3
88,"꼬마 친구 '마늘 광대'를 불러낸다.<br>왜 밭에서 자라고 있었는지 알 수 없는 마늘 광대. 내가 만드라고라의 광대다!","자칭 만드라고라 광대. 스튜 국물에 빠지려는 찰나에 가지 기사의 도움으로 살아남은 후부터 행동을 함께하고 있다. 사실은 기사가 되고 싶었지만, 냄새가 너무 심해서 궁정 광대로 임명되었다……고 한다.","××◎~!","마늘 효과","6초 동안 범위 안에 있는 아군의 공격력을 20 향상시킵니다. 아군이 '동물' 유형일 경우 공격력을 40 향상시킵니다.",25,60,3,false,false,true,false,false,3
89,"꼬마 친구 '토마토 왕'을 불러낸다.<br>왜 밭에서 자라고 있었는지 알 수 없는 토마토 왕. 내가 만드라고라의 왕이다!","자칭 만드라고라 왕. 채소국가 '만드라 제국'을 수립하기 위해 모든 만드라고라에게 단결을 호소하고 있다. 그의 붉은 즙은 인간들을 피떡으로 만들겠다는 의지를, 그의 시큼한 맛은 '지금까지 잡아먹힌 채소들의 한'을 상징한다……고 한다.","■$◎×△□◎◎…♪","분노의 토마토","15초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 40 향상시킵니다.",80,45,4,false,false,false,false,false,3
90,"꼬마 친구 '만드라 왕비'를 불러낸다.<br>왜 밭에서 자라고 있었는지 알 수 없는 만드라 왕비. 내가 만드라고라의 왕비다!","자칭 만드라고라 왕비. 토마토 왕과 결혼한 이유는 채소국가 '만드라 제국'을 건국하기 위한 정치적 목적 때문이었다. 하지만 인간들과 투쟁하면서 동료애가 싹튼 그들 사이에는 진정한 사랑이 무르익고 있다……고 한다.","×□♪◎×◎…","광합성","범위 안에 있는 아군의 HP을 100 회복합니다. 아군이 '동물' 유형일 경우 HP을 150 회복합니다.",50,75,2,false,true,false,true,false,7
91,"꼬마 친구 '야슈톨라 인형'을 불러낸다.<br>야슈톨라의 모습을 본뜬 마법인형. 영원한 23살을 완벽하게 재현!","'새벽의 혈맹'의 현자 야슈톨라의 모습을 본뜬 마법인형. 새벽의 금고지기 타타루 양의 주문으로 울다하 보석공예가 길드가 제작했다. 공예품점 '펜이르'에서 만든 인형용 가죽 장화를 신긴 혼신의 걸작.","꼬리를, 꽈악…","에테르 필드","10초 동안 범위 안에 있는 아군의 방어력을 20 향상시킵니다.",60,70,4,false,true,true,false,false,3
92,"꼬마 친구 '양파 인형'을 불러낸다.<br>옛 양파 기사의 모습을 본뜬 마법인형. 구름은 언젠간 꼭 갤 거야!","크리스탈 타워에서 발견된 마법인형. 람브루스의 견해에 따르면 이는 친위대 '양파병'의 모습을 본뜬 장난감이라고 한다. 발바닥에 '루네스'라고 쓰여있으나, 이것이 인형 주인의 이름인지 인형 자체의 이름인지는 밝혀지지 않았다.","32회 명중!","양파 장비","6초 동안 특수기 포인트를 사용한 꼬마 친구는 모든 공격에 대해 피해를 받지 않게 됩니다.",30,60,4,false,false,true,false,false,3
93,"꼬마 친구 '보물상자'를 불러낸다.<br>작은 상자에 빙의한 요마. 섣불리 열었다간 콱 물린다고 한다.","총사령부 창고에 보관되어 있던 작은 상자에 빙의한 요마. 상자에 들어있던 동맹 휘장을 먹어버린 책임을 지고 팔려 나가게 되었다. 홧김에 먹었지만 지금은 반성 중이라고 한다.","끼이익… 콰당…","우걱우걱","범위 안에 있는 적에게 공격력 120만큼 피해를 주고, 6초 동안 특수기 포인트를 사용한 꼬마 친구의 공격력을 20 향상시킵니다.",50,35,3,true,false,false,false,false,1
94,"꼬마 친구 '꼬마 맥'을 불러낸다.<br>어린 맥. 꿈을 먹고 자란다고 전해진다.","꿈을 먹는다는 동방의 마수 맥의 아기. 과거에 울다하 상인이 '숙면용 상품'으로 잠옷 옷감과 함께 판매한 적이 있었으나, 너무 불티나게 팔려 가격이 폭등한 결과 보물 취급받게 되었다.","음냐음냐…","악몽 나눠주기","6초 동안 범위 안에 있는 적에게 '동물' 유형 약점을 추가합니다.",45,25,2,false,true,true,false,false,4
95,"꼬마 친구 '나나 곰인형'을 불러낸다.<br>어린 곰의 모습을 본뜬 마법인형.","어린 곰의 모습을 본뜬 마법인형. 약 80년 전에 '곰을 보고 싶다'며 떼를 쓰던 울다하의 나나코 공주를 위해, 봉제한 마법인형이 8살 생일에 진상되었다. 그 후 아이들 사이에서 인기 장난감으로 자리매김했다.","크아앙~!","곰 발구르기","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",45,30,2,false,true,true,false,false,1
96,"꼬마 친구 '태엽 수레'를 불러낸다.<br>작은 수레 장난감. 광산 노동 만만세.","태엽으로 작동하는 작은 수레. 아마지나 광산회사가 '광산 노동은 훌륭한 직업이다'라고 어릴 때부터 주입시키기 위해 만든 교육용 완구라고 한다. 이 장난감을 받은 아이들 중에는 정말 보물처럼 소중하게 다루는 아이도 있다고 한다.","덜컹덜컹","금은보화","범위 안에 있는 아군의 특수기 포인트를 10 증가시킵니다. 단, 효과가 같은 특수기를 가진 꼬마 친구에게는 무효입니다.",35,60,1,false,true,false,true,true,3
97,"꼬마 친구 '너츠 이터'를 불러낸다.<br>작고 귀여운 다람쥐. 제일 좋아하는 먹이는 라노시아산 강철도토리.","탐험가 밀리스 아이언하트가 바일브랜드 섬을 탐험할 때 만난 다람쥐. 이 세상 어딘가에 있다는 황금도토리를 얻기 위해 각지를 방랑하고 있다. 명망 있는 탐험가와 함께 여행하고 싶은 모양이다.","므큐!","해골 이터","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 260만큼 피해를 줍니다.",100,50,4,false,false,false,false,false,2
98,"꼬마 친구 '민필리아 인형'을 불러낸다.<br>민필리아의 모습을 본뜬 마법인형. 본인과는 달리 오라 가라 하지 않는다.","모험가 길드가 에오르제아의 신생을 기념하여 준비한 마법인형. 협력 관계인 '새벽의 혈맹'의 맹주 민필리아를 본떠 만들었다. 늘 오라고 불러대는 그 사람을 이번에는 내가 실컷 불러내 보자.","여보세요… 여보세요…","들려요?","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",80,40,3,false,false,true,false,false,1
99,"꼬마 친구 '산크레드 인형'을 불러낸다.<br>산크레드의 모습을 본뜬 마법인형. 본격적으로 싸워볼까!","모험가 길드가 에오르제아의 신생을 기념하여 준비한 마법인형. 협력 관계인 '새벽의 혈맹'의 현자 산크레드를 본떠 만들었다. 그에게 연심을 품은 여성들과 원한을 품은 여성들에게 엄청나게 인기라고 한다.","훗…","사랑의 도박","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 260만큼 피해를 줍니다.",50,35,3,true,true,false,false,false,2
100,"꼬마 친구 '마도 비트 자율형'을 불러낸다.<br>실물 대비 1/9 크기 모델. 알테마 웨폰은 제품에 포함되지 않습니다.","갈레말 제국군의 무인 공격단말 '마도 비트'를 충실히 재현한 최고의 완구. 알라그 제국의 무인 병기를 이 몸의 뛰어난 마도기술로 분석해냈지. 네 기술보다 훨씬 낫지 않아? 갈론드…….","파닥파닥파닥…","전방위 공격","범위 안에 있는 적에게 공격력 230만큼 피해를 줍니다.",50,75,2,true,false,false,false,false,1
101,"꼬마 친구 '옅은 어둠의 구름'을 불러낸다.<br>어둠의 구름을 본뜬 마법인형. 이 세계를 무로 되돌릴지니!","어둠의 세계에서 주운 인형. 어쩐지 서큐버스 인형과 닮았다. 참고로 요마 소환미수 혐의로 체포됐던 모 보석공예가는 출소 후 행방이 묘연해졌다. 자택에 '아름다움을 찾아 이계로 떠난다'는 쪽지만을 남긴 채…….","하하하…","극소형 파동포","범위 안에 있는 적에게 공격력 150만큼 피해를 주고 6초 동안 방어력을 30% 감소시킵니다.",70,60,4,false,false,true,false,false,1
102,"꼬마 친구 '꼬마 낭카'를 불러낸다.<br>어린 닝키낭카. 방심하고 있으면 금방 늘어난다.","낳은 알을 등에 업어 키우는 기묘한 양서류 닝키낭카의 아기. 어미 등에서 꾸벅꾸벅 졸다가 굴러떨어져서 혼자 남았다. 할 수 없이 먹여주고 재워줄 새 보호자를 찾아다니고 있었던 모양이다.","사박사박사박…","낭카의 인기","6초 동안 범위 안에 있는 아군의 공격력을 25 향상시킵니다.",55,40,2,false,true,true,false,false,3
103,"꼬마 친구 '판다 인형'을 불러낸다.<br>동방의 희귀동물 판다의 모습을 본뜬 마법인형.","방랑하는 사부가 동방의 기념품으로 가져온 마법인형. 동주 오사드 소대륙 변경에 사는 희귀동물인 판다의 모습을 본뜬 것이라고 한다. 사람들이 정신을 못 차릴 정도로 귀엽지만, 실제로는 사나운 짐승이다.","아아우, 아아우!","야생의 지혜","10초 후 발동할 수 있는 함정을 설치합니다. 함정을 발동시키면 범위 안에 있는 적에게 공격력 260만큼 피해를 줍니다.",30,40,2,true,false,false,true,false,2
104,"꼬마 친구 '오르트로스 인형'을 불러낸다.<br>오르트로스의 모습을 본뜬 마법인형. 이거 완전 문어잖아!","오르트로스의 모습을 본뜬 마법인형. 최강의 보석공예가 고드베르트가 연체동물이 꿈틀거리는 모양새를 연상하며 반지를 만들자 어느새 이게 완성되었다고 한다. 여자를 밝히는 성격도 완벽하게 재현했다.","삶을 거야? 삶을 거야!?","문어발","6초 동안 범위 안에 있는 아군의 이동 속도를 35% 향상시킵니다.",50,45,2,true,false,false,false,false,3
