Index,0 [0x0][0x0],1 [0x2][0xc],2 [0x0][0x4],3 [0x2][0xd],4 [0x2][0xe],5 [0x2][0xf],6 [0x2][0x10],7 [0x2][0x11],8 [0x19][0x12],9 [0x0][0x8],10 [0x5][0x18],11 [0x5][0x1a],12 [0x3][0x1c],13 [0x3][0x1d],14 [0x7][0x14],15 [0x3][0x1e],16 [0x3][0x1f],17 [0x3][0x20]
2000495,"희미하게 빛나는 자갈",0,"희미하게 빛나는 자갈",0,0,1,0,0,false,"희미하게 빛나는 자갈",22629,1,99,1,0,0,0,0
2000496,"이끼 낀 석재",0,"이끼 낀 석재",0,0,1,0,0,false,"이끼 낀 석재",21252,1,99,1,0,0,0,0
2000497,"질 좋은 미사암",0,"질 좋은 미사암",0,0,1,0,0,false,"질 좋은 미사암",21453,1,99,1,0,0,0,0
2000498,"돌벽용 석재",0,"돌벽용 석재",0,0,1,0,0,false,"돌벽용 석재",21251,1,99,1,0,0,0,0
2000499,"흙투성이 돌",0,"흙투성이 돌",0,0,1,0,0,false,"흙투성이 돌",21206,1,99,1,0,0,0,0
2000500,"문자가 새겨진 돌",0,"문자가 새겨진 돌",0,0,1,0,0,false,"문자가 새겨진 돌",21307,1,99,1,0,0,0,0
2000501,"양조 창고용 부싯돌",0,"양조 창고용 부싯돌",0,0,1,0,0,false,"양조 창고용 부싯돌",21451,1,99,1,0,0,0,0
2000502,"돌벽 파편",0,"돌벽 파편",0,0,1,0,0,false,"돌벽 파편",21251,1,99,1,0,0,0,0
2000503,"길지킴이 등불용 석재",0,"길지킴이 등불용 석재",0,0,1,0,0,false,"길지킴이 등불용 석재",21251,1,99,1,0,0,0,0
2000504,"갈색으로 빛나는 작은 돌",0,"갈색으로 빛나는 작은 돌",0,0,1,0,0,false,"갈색으로 빛나는 작은 돌",21458,1,99,1,0,0,0,0
2000505,"녹색으로 빛나는 작은 돌",0,"녹색으로 빛나는 작은 돌",0,0,1,0,0,false,"녹색으로 빛나는 작은 돌",21459,1,99,1,0,0,0,0
2000506,"질 좋은 철 광석",0,"질 좋은 철 광석",0,0,1,0,0,false,"질 좋은 철 광석",21202,1,99,1,0,0,0,0
2000507,"고대의 조개껍데기",0,"고대의 조개껍데기",0,0,1,0,0,false,"고대의 조개껍데기",22253,1,99,1,0,0,0,0
2000508,"모라비 굴",0,"모라비 굴",0,0,1,0,0,false,"모라비 굴",29015,1,99,1,0,0,0,0
2000509,"보석상 로로톤의 명함",0,"보석상 로로톤의 명함",0,0,1,0,0,false,"보석상 로로톤의 명함",25918,1,1,1,66153,3,0,0
2000510,"황야염소 등심살",0,"황야염소 등심살",0,0,1,0,0,false,"황야염소 등심살",25152,1,5,1,66160,3,0,0
2000511,"뽈록두더지 고기",0,"뽈록두더지 고기",0,0,1,0,0,false,"뽈록두더지 고기",25155,1,5,1,66167,3,0,0
2000512,"선장실 열쇠",0,"선장실 열쇠",0,0,1,0,0,false,"선장실 열쇠",25902,1,1,1,0,0,0,0
2000513,"잠수부문 열쇠",0,"잠수부문 열쇠",0,0,1,0,0,false,"잠수부문 열쇠",25903,1,1,1,0,0,0,0
2000514,"징벌방 열쇠",0,"징벌방 열쇠",0,0,1,0,0,false,"징벌방 열쇠",25904,1,1,1,0,0,0,0
2000515,"아이셈바드가 써준 소개장",0,"아이셈바드가 써준 소개장",0,0,1,0,0,false,"아이셈바드가 써준 소개장",25918,1,1,1,66155,3,0,0
2000516,"불 정령의 핵",0,"불 정령의 핵",0,0,1,0,0,false,"불 정령의 핵",21261,1,99,1,0,3,0,0
2000517,"매장할 시신",0,"매장할 시신",0,0,1,0,0,false,"매장할 시신",26024,1,1,1,66156,3,0,0
2000518,"수상한 전단",0,"수상한 전단",0,0,1,0,0,false,"수상한 전단",25906,1,1,1,0,3,0,0
2000519,"바데론의 쪽지",0,"바데론의 쪽지",0,0,1,0,0,false,"바데론의 쪽지",26153,1,1,1,66080,3,0,0
2000520,"수상한 편지",0,"수상한 편지",0,0,1,0,0,false,"수상한 편지",26151,1,1,1,66225,3,0,0
2000521,"피난처 입구 열쇠",0,"피난처 입구 열쇠",0,0,1,0,0,false,"피난처 입구 열쇠",25904,1,1,1,0,0,0,0
2000522,"낡아빠진 단검",0,"낡아빠진 단검",0,0,1,0,0,false,"낡아빠진 단검",30401,1,1,1,66079,3,0,0
2000523,"천으로 감싼 상자",0,"천으로 감싼 상자",0,0,1,0,0,false,"천으로 감싼 상자",21002,1,1,1,66226,3,0,0
2000524,"흩어진 상품",0,"흩어진 상품",0,0,1,0,0,false,"흩어진 상품",25919,1,2,1,65792,3,0,0
2000525,"시가드의 물주머니",0,"시가드의 물주머니",0,0,1,0,0,false,"시가드의 물주머니",24454,1,1,1,65853,3,0,0
2000526,"시가드의 가방",0,"시가드의 가방",0,0,1,0,0,false,"시가드의 가방",23001,1,1,1,65853,3,0,0
2000530,"화려한 깃털",0,"화려한 깃털",0,0,1,0,0,false,"화려한 깃털",21907,0,99,1,0,3,0,0
2000531,"황철 광석 파편",0,"황철 광석 파편",0,0,1,0,0,false,"황철 광석 파편",21207,0,99,1,0,3,0,0
2000532,"부드러운 독뿔도마뱀 가죽",0,"부드러운 독뿔도마뱀 가죽",0,0,1,0,0,false,"부드러운 독뿔도마뱀 가죽",21822,0,99,1,0,3,0,0
2000533,"달해파리의 물주머니",0,"달해파리의 물주머니",0,0,1,0,0,false,"달해파리의 물주머니",29005,0,99,1,0,3,0,0
2000534,"바람 정령의 핵",0,"바람 정령의 핵",0,0,1,0,0,false,"바람 정령의 핵",21262,0,99,1,0,3,0,0
2000535,"번개 정령의 핵",0,"번개 정령의 핵",0,0,1,0,0,false,"번개 정령의 핵",21265,0,99,1,0,3,0,0
2000536,"떨어진 짐",0,"떨어진 짐",0,0,1,0,0,false,"떨어진 짐",21003,0,99,1,0,3,0,0
2000537,"숨겨진 귀금속",0,"숨겨진 귀금속",0,0,1,0,0,false,"숨겨진 귀금속",21002,0,99,1,0,3,0,0
2000538,"썩은 도도 고기",0,"썩은 도도 고기",0,0,1,0,0,false,"썩은 도도 고기",25158,0,99,1,0,3,0,0
2000539,"고대의 토기",0,"고대의 토기",0,0,1,0,0,false,"고대의 토기",25055,0,99,1,0,3,0,0
2000540,"편속성 크리스탈",0,"편속성 크리스탈",0,0,1,0,0,false,"편속성 크리스탈",20664,0,99,1,0,3,0,0
2000541,"신선한 로랜드 포도",0,"신선한 로랜드 포도",0,0,1,0,0,false,"신선한 로랜드 포도",25309,0,99,1,0,3,0,0
2000542,"요괴꽃 씨앗",0,"요괴꽃 씨앗",0,0,1,0,0,false,"요괴꽃 씨앗",25919,0,99,1,0,3,0,0
2000543,"도도 유정란",0,"도도 유정란",0,0,1,0,0,false,"도도 유정란",25251,0,99,1,0,3,0,0
2000544,"시음용 맥주",0,"시음용 맥주",0,0,1,0,0,false,"시음용 맥주",25057,0,99,1,0,3,0,0
2000545,"떠내려온 포도주",0,"떠내려온 포도주",0,0,1,0,0,false,"떠내려온 포도주",25057,0,99,1,0,3,0,0
2000546,"특제 진정제",0,"특제 진정제",0,0,1,0,0,false,"특제 진정제",20625,1,99,1,0,1,0,0
2000547,"봄의 가운뎃손가락",0,"봄의 가운뎃손가락",0,0,1,0,0,false,"봄의 가운뎃손가락",30201,1,99,1,0,3,0,0
2000548,"반딧불",0,"반딧불",0,0,1,0,0,false,"반딧불",25919,1,99,1,0,3,0,0
2000549,"불 정령의 핵",0,"불 정령의 핵",0,0,1,0,0,false,"불 정령의 핵",21261,1,99,1,0,3,0,0
2000550,"넝쿨장미의 꽃가루 뭉치",0,"넝쿨장미의 꽃가루 뭉치",0,0,1,0,0,false,"넝쿨장미의 꽃가루 뭉치",25919,1,99,1,0,3,0,0
2000551,"도깨비불씨",0,"도깨비불씨",0,0,1,0,0,false,"도깨비불씨",25911,1,99,1,0,3,0,0
2000552,"요마 전집 '썩은 물을 흘리는 자' 페이지",0,"요마 전집 '썩은 물을 흘리는 자' 페이지",0,0,1,0,0,false,"요마 전집 '썩은 물을 흘리는 자' 페이지",26151,0,99,1,0,3,0,0
2000553,"요마 전집 '밤길을 걷는 자' 페이지",0,"요마 전집 '밤길을 걷는 자' 페이지",0,0,1,0,0,false,"요마 전집 '밤길을 걷는 자' 페이지",26151,0,99,1,0,3,0,0
2000554,"요마 전집 '활활 타는 자' 페이지",0,"요마 전집 '활활 타는 자' 페이지",0,0,1,0,0,false,"요마 전집 '활활 타는 자' 페이지",26151,0,99,1,0,3,0,0
2000555,"요마 전집 '불타오르는 자' 페이지",0,"요마 전집 '불타오르는 자' 페이지",0,0,1,0,0,false,"요마 전집 '불타오르는 자' 페이지",26151,0,99,1,0,3,0,0
2000556,"만드라고라 떡잎",0,"만드라고라 떡잎",0,0,1,0,0,false,"만드라고라 떡잎",25009,1,99,1,0,3,0,0
2000557,"사다새 고기",0,"사다새 고기",0,0,1,0,0,false,"사다새 고기",25155,1,99,1,0,3,0,0
2000558,"발광성 크리스탈",0,"발광성 크리스탈",0,0,1,0,0,false,"발광성 크리스탈",20664,1,99,1,0,3,0,0
2000559,"거래용 마도 통신기",0,"거래용 마도 통신기",0,0,1,0,0,false,"거래용 마도 통신기",21002,1,99,1,0,3,0,0
2000560,"번개 정령의 핵",0,"번개 정령의 핵",0,0,1,0,0,false,"번개 정령의 핵",21265,1,99,1,0,3,0,0
2000561,"무지개조개",0,"무지개조개",0,0,1,0,0,false,"무지개조개",22254,0,99,1,0,0,0,0
2000562,"코볼드족에 관한 보고서",0,"코볼드족에 관한 보고서",0,0,1,0,0,false,"코볼드족에 관한 보고서",25918,1,1,1,66022,3,0,0
2000565,"성화 조각상",0,"성화 조각상",0,0,1,0,0,false,"성화 조각상",26018,1,1,1,0,0,0,0
2000566,"포도 조각상",0,"포도 조각상",0,0,1,0,0,false,"포도 조각상",26016,1,1,1,0,0,0,0
2000567,"보석 조각상",0,"보석 조각상",0,0,1,0,0,false,"보석 조각상",26017,1,1,1,0,0,0,0
2000568,"투구 조각상",0,"투구 조각상",0,0,1,0,0,false,"투구 조각상",26019,1,1,1,0,0,0,0
2000569,"특제 채소전골",0,"",0,0,1,0,0,false,"특제 채소전골",24108,1,1,1,65547,3,0,0
2000570,"게바의 목장식",0,"",0,0,1,0,0,false,"게바의 목장식",48340,1,1,1,0,3,0,0
2000571,"황갈색 물약",0,"황갈색 물약",0,0,1,0,0,false,"황갈색 물약",20644,1,1,1,66246,3,0,0
2000572,"사냥용 도구함",0,"사냥용 도구함",0,0,1,0,0,false,"사냥용 도구함",21003,1,3,1,66248,3,0,0
2000573,"젖뿌리",0,"젖뿌리",0,0,1,0,0,false,"젖뿌리",21005,1,1,1,66251,3,0,0
2000574,"장로에게 보내는 친서",0,"장로에게 보내는 친서",0,0,1,0,0,false,"장로에게 보내는 친서",25918,1,1,1,66251,3,0,0
2000575,"작은 지팡이",0,"작은 지팡이",0,0,1,0,0,false,"작은 지팡이",32403,1,1,1,66252,3,0,0
2000576,"파릇파릇한 어린잎",0,"파릇파릇한 어린잎",0,0,1,0,0,false,"파릇파릇한 어린잎",25016,1,3,1,66252,3,0,0
2000577,"주홍버섯",0,"나무정령의 도토리",0,0,1,0,0,false,"주홍버섯",25406,1,5,1,66254,3,0,0
2000578,"보급품 목록",0,"보급품 목록",0,0,1,0,0,false,"보급품 목록",26151,1,1,1,66255,3,0,0
2000579,"명주실",0,"명주실",0,0,1,0,0,false,"명주실",21657,1,3,1,66259,3,0,0
2000580,"빈 나무통",0,"빈 나무통",0,0,1,0,0,false,"빈 나무통",22637,1,1,1,66262,3,0,0
2000581,"찬물이 든 나무통",0,"찬물이 든 나무통",0,0,1,0,0,false,"찬물이 든 나무통",22642,1,1,1,66262,3,0,0
2000582,"영양의 내장",0,"영양의 내장",0,0,1,0,0,false,"영양의 내장",25919,1,4,1,66264,3,0,0
2000583,"요괴꽃의 꽃잎",0,"요괴꽃의 꽃잎",0,0,1,0,0,false,"요괴꽃의 꽃잎",22627,1,2,1,66264,3,0,0
2000585,"흙투성이 토기",0,"흙투성이 토기",0,0,1,0,0,false,"흙투성이 토기",22603,1,8,1,66267,3,0,0
2000586,"화염항아리",0,"화염항아리",0,0,1,0,0,false,"화염항아리",25051,1276,3,1,66268,1,0,3
2000587,"붉은돌 귀걸이",0,"붉은돌 귀걸이",0,0,1,0,0,false,"붉은돌 귀걸이",48516,1,1,1,66269,3,0,0
2000588,"빈 통",0,"빈 통",0,0,1,0,0,false,"빈 통",22261,1,1,1,66270,3,0,0
2000589,"맑은 물이 든 통",0,"맑은 물이 든 통",0,0,1,0,0,false,"맑은 물이 든 통",22261,1,1,1,66270,3,0,0
2000590,"작은 커얼의 수염",0,"작은 커얼의 수염",0,0,1,0,0,false,"작은 커얼의 수염",25919,1,5,1,66270,3,0,0
2000591,"수제 달걀 도시락",0,"수제 달걀 도시락",0,0,1,0,0,false,"수제 달걀 도시락",22641,1,1,1,66271,3,0,0
2000592,"가늘고 긴 화석",0,"가늘고 긴 화석",0,0,1,0,0,false,"가늘고 긴 화석",22202,1,2,1,66272,3,0,0
2000593,"둥근 화석",0,"둥근 화석",0,0,1,0,0,false,"둥근 화석",22256,1,1,1,66272,3,0,0
2000594,"키키룬 탁주",0,"키키룬 탁주",0,0,1,0,0,false,"키키룬 탁주",24402,1,1,1,66273,3,0,0
2000595,"아제마 장미 향유",0,"아제마 장미 향유",0,0,1,0,0,false,"아제마 장미 향유",20663,1,1,1,66279,3,0,0
2000596,"실프족이 보낸 친서",0,"실프족이 보낸 친서",0,0,1,0,0,false,"실프족이 보낸 친서",26151,1,1,1,66280,3,0,0
2000597,"빈 병",0,"",0,0,1,0,0,false,"빈 병",20642,1,3,1,66281,1,0,0
2000598,"빈대모기의 신선한 피",0,"",0,0,1,0,0,false,"빈대모기의 신선한 피",20641,1,3,1,66281,3,0,0
2000599,"수제 허수아비",0,"수제 허수아비",0,0,1,0,0,false,"수제 허수아비",21003,1,4,1,66285,3,0,0
2000600,"흰복실털의 생피",0,"흰복실털의 생피",0,0,1,0,0,false,"흰복실털의 생피",22601,1,3,1,66287,3,0,0
2000601,"의문의 편지",0,"수상한 쪽지 (임시)",0,0,1,0,0,false,"의문의 편지",25918,1,1,1,66288,3,0,0
2000602,"쿄쿄조에게 보내는 보고서",0,"쿄쿄조에게 보내는 보고서",0,0,1,0,0,false,"쿄쿄조에게 보내는 보고서",26151,1,1,1,66289,3,0,0
2000603,"하이윈드 비공사에 보내는 탄원서",0,"하이윈드 비공사에 보내는 탄원서",0,0,1,0,0,false,"하이윈드 비공사에 보내는 탄원서",26151,1,1,1,66291,3,0,0
2000604,"작은 불씨",0,"작은 불씨",0,0,1,0,0,false,"작은 불씨",25911,1,1,1,66292,3,0,0
2000605,"선인장 열매",0,"선인장 열매",0,0,1,0,0,false,"선인장 열매",25310,1,5,1,66295,3,0,0
2000606,"날달의 성수",0,"날달의 성수",0,0,1,0,0,false,"날달의 성수",22614,306,1,1,66296,3,0,0
2000607,"다날란 홍차",0,"다날란 홍차",0,0,1,0,0,false,"다날란 홍차",24405,1,3,1,66297,3,0,0
2000608,"검은장막 사과",0,"검은장막 사과",0,0,1,0,0,false,"검은장막 사과",25308,1,6,1,66304,3,0,0
2000609,"가지무덤 전투도끼",0,"가지무덤 전투도끼",0,0,1,0,0,false,"가지무덤 전투도끼",31408,1,1,1,66307,3,0,0
2000610,"차조기 잎",0,"차조기 잎",0,0,1,0,0,false,"차조기 잎",25201,1,1,1,66309,3,0,0
2000611,"문투이 소스",0,"문투이 소스",0,0,1,0,0,false,"문투이 소스",25054,1,1,1,66309,3,0,0
2000612,"영양의 큰뿔",0,"영양의 큰뿔",0,0,1,0,0,false,"영양의 큰뿔",22204,1,4,1,66310,3,0,0
2000613,"수제 염증약",0,"수제 염증약",0,0,1,0,0,false,"수제 염증약",22603,1,1,1,66310,3,0,0
2000614,"군도발드에게 보내는 편지",0,"군도발드에게 보내는 편지",0,0,1,0,0,false,"군도발드에게 보내는 편지",25918,1,1,1,66312,3,0,0
2000615,"독뿔도마뱀의 독액",0,"독뿔도마뱀의 독액",0,0,1,0,0,false,"독뿔도마뱀의 독액",20661,1,1,1,66316,3,0,0
2000616,"채굴용 화약",0,"채굴용 화약",0,0,1,0,0,false,"채굴용 화약",26015,1276,1,1,66323,1,0,3
2000617,"파직거리는 결정",0,"파직거리는 결정",0,0,1,0,0,false,"파직거리는 결정",20005,1,5,1,66323,3,0,0
2000618,"작은 객실 열쇠",0,"코르크 여관 열쇠 (임시)",0,0,1,0,0,false,"작은 객실 열쇠",25904,1,1,1,66324,3,0,0
2000619,"쌍사당에 보내는 보고서",0,"조사 보고 자료 (임시)",0,0,1,0,0,false,"쌍사당에 보내는 보고서",26151,1,1,1,66325,3,0,0
2000620,"김 빠진 맥주",0,"나무 영양제 (임시)",0,0,1,0,0,false,"김 빠진 맥주",20643,1,3,1,66326,3,0,0
2000621,"봉마의 항아리",0,"봉마의 항아리",0,0,1,0,0,false,"봉마의 항아리",22603,1,1,1,66327,1,0,0
2000622,"생체 영혼석",0,"골렘 항아리(핵이 들어있음) (임시)",0,0,1,0,0,false,"생체 영혼석",22618,1,1,1,66327,3,0,0
2000623,"초코보털 먼지떨이",0,"깃털 빗자루 (임시)",0,0,1,0,0,false,"초코보털 먼지떨이",21901,1,2,1,66328,3,0,0
2000624,"작은 편지",0,"고고라타가 쓴 편지 (임시)",0,0,1,0,0,false,"작은 편지",25918,1,1,1,66330,3,0,0
2000625,"고고라타의 상품",0,"고고라타의 장사 도구 (임시)",0,0,1,0,0,false,"고고라타의 상품",21003,1,1,1,66331,3,0,0
2000626,"앨류인의 수제 도시락",0,"산길잡이용 도시락 (임시)",0,0,1,0,0,false,"앨류인의 수제 도시락",22641,1,3,1,66332,3,0,0
2000627,"산길잡이용 램프",0,"빈 램프 (임시)",0,0,1,0,0,false,"산길잡이용 램프",21003,1,1,1,66333,1,0,0
2000628,"벌룬 램프",0,"봄 연료가 든 램프 (임시)",0,0,1,0,0,false,"벌룬 램프",21003,1,2,1,66333,3,0,0
2000629,"산길잡이용 사다리",0,"사다리 (임시)",0,0,1,0,0,false,"산길잡이용 사다리",21003,1,3,1,66334,3,0,0
2000630,"백합무늬 단추",0,"백합무늬 단추",0,0,1,0,0,false,"백합무늬 단추",25917,1,1,1,66336,3,0,0
2000631,"독버섯의 갓",0,"독버섯 포자 (임시)",0,0,1,0,0,false,"독버섯의 갓",25407,1,5,1,66340,3,0,0
2000632,"특제 유리병",0,"빈 저장용 항아리 (임시)",0,0,1,0,0,false,"특제 유리병",22606,1,1,1,66341,1,0,0
2000633,"생체 번개 정령",0,"번개 정령을 담은 항아리 (임시)",0,0,1,0,0,false,"생체 번개 정령",22606,1,1,1,66341,3,0,0
2000634,"움트는 연못의 물",0,"움트는 연못의 물 (임시)",0,0,1,0,0,false,"움트는 연못의 물",22614,1,3,1,66342,3,0,0
2000636,"큼지막한 청어",0,"큼지막한 청어",0,0,1,0,0,false,"큼지막한 청어",29010,1,1,1,66348,3,0,0
2000637,"두꺼비 다릿살",0,"두꺼비 다릿살",0,0,1,0,0,false,"두꺼비 다릿살",25154,1,1,1,66348,3,0,0
2000638,"주홍버섯",0,"주홍버섯",0,0,1,0,0,false,"주홍버섯",25406,1,1,1,66351,3,0,0
2000639,"사막도시의 향",0,"울다하의 향 (임시)",0,0,1,0,0,false,"사막도시의 향",23001,1,1,1,66353,3,0,0
2000640,"떨어뜨린 목재",0,"목재 (임시)",0,0,1,0,0,false,"떨어뜨린 목재",22453,1,3,1,66354,3,0,0
2000641,"금강거북의 거대한 알",0,"금강거북의 거대한 알",0,0,1,0,0,false,"금강거북의 거대한 알",25251,1,1,1,66355,3,0,0
2000642,"도마뱀의 신선한 피",0,"도마뱀의 신선한 피",0,0,1,0,0,false,"도마뱀의 신선한 피",22601,1,7,1,66356,3,0,0
2000643,"피투성이가 된 갈고리창",0,"피투성이가 된 갈고리창",0,0,1,0,0,false,"피투성이가 된 갈고리창",31817,1,1,1,66357,3,0,0
2000644,"야만족풍 목걸이",0,"야만족풍 목걸이",0,0,1,0,0,false,"야만족풍 목걸이",48332,1,1,1,66357,3,0,0
2000645,"민물아귀 시체",0,"민물아귀 시체",0,0,1,0,0,false,"민물아귀 시체",25919,1,1,1,66358,3,0,0
2000646,"긴다리거미 발톱",0,"긴다리거미 이빨 (임시)",0,0,1,0,0,false,"긴다리거미 발톱",22259,1,6,1,66361,3,0,0
2000647,"커다란 포대",0,"포대 (임시)",0,0,1,0,0,false,"커다란 포대",22029,1,3,1,66366,1,0,0
2000648,"사막아귀가 들어있는 포대",0,"사막아귀가 들어있는 포대 (임시)",0,0,1,0,0,false,"사막아귀가 들어있는 포대",25919,1,3,1,66366,3,0,0
2000649,"줄마노 브랜디",0,"줄마노 브랜디",0,0,1,0,0,false,"줄마노 브랜디",25057,1,1,1,66367,3,0,0
2000650,"고기가 든 포대",0,"식량이 든 자루 (임시)",0,0,1,0,0,false,"고기가 든 포대",25919,1,5,1,66369,3,0,0
2000651,"6온즈 폭약",0,"폭약 (임시)",0,0,1,0,0,false,"6온즈 폭약",25919,1276,3,1,66371,1,0,3
2000652,"사자문양 메달",0,"전사의 메달 (임시)",0,0,1,0,0,false,"사자문양 메달",25917,1,3,1,66374,3,0,0
2000653,"식전주 주문서",0,"식전주 주문서",0,0,1,0,0,false,"식전주 주문서",25918,1,1,1,66375,3,0,0
2000654,"질 좋은 코르크 재료",0,"질 좋은 코르크 재료 (임시)",0,0,1,0,0,false,"질 좋은 코르크 재료",22454,1,5,1,66378,3,0,0
2000655,"로마니의 포도주",0,"로마니의 포도주",0,0,1,0,0,false,"로마니의 포도주",25057,1,1,1,66381,3,0,0
2000656,"밀림커얼 가죽",0,"밀림커얼 가죽",0,0,1,0,0,false,"밀림커얼 가죽",21817,1,4,1,66383,3,0,0
2000657,"야자술",0,"야자술",0,0,1,0,0,false,"야자술",25315,1,3,1,66384,3,0,0
2000658,"바커스 포도 가지",0,"포도나무 묘목 (임시)",0,0,1,0,0,false,"바커스 포도 가지",22417,1,1,1,66386,3,0,0
2000659,"바커스 포도주",0,"바커스 포도 가지",0,0,1,0,0,false,"바커스 포도주",25057,1,1,1,66386,3,0,0
2000660,"바람 정령의 핵",0,"바람 정령의 핵 (임시)",0,0,1,0,0,false,"바람 정령의 핵",21262,1,3,1,66387,3,0,0
2000661,"오쉬온로젤 꽃다발",0,"콜리브리가 좋아하는 꿀 (임시)",0,0,1,0,0,false,"오쉬온로젤 꽃다발",25022,1,4,1,66388,3,0,0
2000662,"에오르제아 3대 진미",0,"에오르제아 3대 진미",0,0,1,0,0,false,"에오르제아 3대 진미",22261,1,3,1,66390,3,0,0
2000663,"화려한 꽃장식",0,"화려한 꽃장식",0,0,1,0,0,false,"화려한 꽃장식",22631,1,3,1,66390,3,0,0
2000664,"바커스의 술잔",0,"바커스의 술잔",0,0,1,0,0,false,"바커스의 술잔",25057,1,2,1,66390,3,0,0
2000665,"블루이딘에게 보내는 편지",0,"상관에게 보내는 편지 (임시)",0,0,1,0,0,false,"블루이딘에게 보내는 편지",25918,1,1,1,66394,3,0,0
2000666,"큼지막한 온수송어",0,"강 물고기 (임시)",0,0,1,0,0,false,"큼지막한 온수송어",29204,1,1,1,66395,3,0,0
2000667,"큼지막한 송어구이",0,"생선구이 (임시)",0,0,1,0,0,false,"큼지막한 송어구이",24301,1,3,1,66395,3,0,0
2000668,"골렘의 영혼석",0,"골렘의 핵 (임시)",0,0,1,0,0,false,"골렘의 영혼석",21202,1,1,1,66397,3,0,0
2000669,"벨로키랍토르 발톱",0,"날개도마뱀의 발톱 (임시)",0,0,1,0,0,false,"벨로키랍토르 발톱",22301,1,3,1,66398,3,0,0
2000670,"거대한 포대",0,"사냥용 그물 (임시)",0,0,1,0,0,false,"거대한 포대",22029,1,1,1,66399,1,0,0
2000671,"커얼이 들어있는 포대",0,"커얼이 든 그물 (임시)",0,0,1,0,0,false,"커얼이 들어있는 포대",25919,1,1,1,66399,3,0,0
2000672,"작은 불씨",0,"폭약 (임시)",0,0,1,0,0,false,"작은 불씨",25911,1276,3,1,66401,1,0,3
2000673,"도롱뇽 기름",0,"도롱뇽 기름( 임시)",0,0,1,0,0,false,"도롱뇽 기름",22603,1,4,1,66402,3,0,0
2000674,"양념포도주",0,"차가운 포도주 (임시)",0,0,1,0,0,false,"양념포도주",25057,1,1,1,66403,3,0,0
2000675,"뜨끈포도주",0,"뜨거운 포도주 (임시)",0,0,1,0,0,false,"뜨끈포도주",25057,1,4,1,66403,3,0,0
2000676,"청동호수의 냉수",0,"얼음 (임시)",0,0,1,0,0,false,"청동호수의 냉수",22614,1,3,1,66404,3,0,0
2000677,"망가진 조리기구",0,"망가진 조리기구",0,0,1,0,0,false,"망가진 조리기구",25055,1,1,1,66407,3,0,0
2000678,"끝이 뾰족한 정",0,"끝이 뾰족한 정",0,0,1,0,0,false,"끝이 뾰족한 정",23103,1,1,1,66408,3,0,0
2000679,"작은 펜치",0,"작은 펜치",0,0,1,0,0,false,"작은 펜치",35251,1,1,1,66408,3,0,0
2000680,"수리된 시계",0,"수리된 시계",0,0,1,0,0,false,"수리된 시계",21002,1,1,1,66408,3,0,0
2000681,"방충향",0,"벌레 퇴치용 향 (임시)",0,0,1,0,0,false,"방충향",23001,1,4,1,66409,3,0,0
2000682,"동전이 든 가죽주머니",0,"사제의 수금용 주머니 (임시)",0,0,1,0,0,false,"동전이 든 가죽주머니",25919,1,1,1,66411,3,0,0
2000683,"동전이 든 가죽주머니",0,"조조르의 수금용 주머니 (임시)",0,0,1,0,0,false,"동전이 든 가죽주머니",25919,1,1,1,66411,3,0,0
2000684,"계피 쿠키",0,"신부님이 좋아하는 과자 (임시)",0,0,1,0,0,false,"계피 쿠키",24007,1,1,1,66411,3,0,0
2000685,"새벽의 혈맹원 유해",0,"새벽의 혈맹원 유해",0,0,1,0,0,false,"새벽의 혈맹원 유해",26024,1,4,1,66412,3,0,0
2000686,"노라크시아의 유해",0,"노라크시아의 유해",0,0,1,0,0,false,"노라크시아의 유해",26024,1,1,1,66412,3,0,0
2000687,"소박한 삼베",0,"법의를 만드는 천 (임시)",0,0,1,0,0,false,"소박한 삼베",21601,1,1,1,66416,3,0,0
2000688,"사보텐더 델 솔의 과육",0,"사보텐더 델 솔의 과육",0,0,1,0,0,false,"사보텐더 델 솔의 과육",25214,1,1,1,66417,3,0,0
2000689,"사보텐더 주스",0,"사보텐더 주스",0,0,1,0,0,false,"사보텐더 주스",24406,1,1,1,66417,3,0,0
2000690,"썩은 도도 고기",0,"미끼 고기 (임시)",0,0,1,0,0,false,"썩은 도도 고기",24353,1,1,1,66421,3,0,0
2000693,"빼앗긴 짐",0,"빼앗긴 짐",0,0,1,0,0,false,"빼앗긴 짐",21003,1,1,1,66425,3,0,0
2000694,"빼앗긴 짐",0,"빼앗긴 짐",0,0,1,0,0,false,"빼앗긴 짐",21003,1,1,1,66425,3,0,0
2000695,"빼앗긴 짐",0,"빼앗긴 짐",0,0,1,0,0,false,"빼앗긴 짐",21003,1,1,1,66425,3,0,0
2000696,"빼앗긴 짐",0,"빼앗긴 짐",0,0,1,0,0,false,"빼앗긴 짐",21003,1,1,1,0,3,0,0
2000697,"오르슈팡에게 보내는 편지",0,"오르슈팡에게 보내는 편지",0,0,1,0,0,false,"오르슈팡에게 보내는 편지",25918,1,1,1,66426,3,0,0
2000698,"모닥불용 장작",0,"장작 (임시)",0,0,1,0,0,false,"모닥불용 장작",27281,1,8,1,66428,3,0,0
2000699,"신선한 양 등심",0,"검은양 고기 (임시)",0,0,1,0,0,false,"신선한 양 등심",25153,1,12,1,66429,3,0,0
