Index,0 [0x3][0x36],1 [0x0][0x0],2 [0x0][0x4],3 [0x3][0x37],4 [0x5][0x30],5 [0x7][0x8],6 [0x5][0x32],7 [0x3][0x38],8 [0x3][0x39],9 [0x6][0xc],10 [0x6][0x10],11 [0x6][0x14],12 [0x6][0x18],13 [0x6][0x1c],14 [0x6][0x20],15 [0x6][0x24],16 [0x6][0x28],17 [0x6][0x2c],18 [0x5][0x34]
349,52,"용병업: 수염바위 야영지","수염바위 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
350,52,"용병업: 삼나무 숲 ","삼나무 숲에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
351,52,"용병업: 해골 골짜기 야영지 ","해골 골짜기 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
352,52,"용병업: 대머리 언덕 야영지 ","대머리 언덕 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
353,52,"용병업: 핏빛해안 야영지 ","핏빛해안 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
354,52,"용병업: 해파리 석굴 ","해파리 석굴에서 전투 의뢰(용병업)총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
355,52,"용병업: 무쇠호수 야영지 ","무쇠호수 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
356,52,"라노시아의 검","라노시아에 있는 모든 에테라이트와 에테르 게이트에서 전투 의뢰(용병업) 20회씩 완료",10,54,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
357,52,"용병업: 굽은가지 야영지 ","굽은가지 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
358,52,"용병업: 요정의 화덕 ","요정의 화덕에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
359,52,"용병업: 아홉덩굴 야영지 ","아홉덩굴 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
360,52,"용병업: 에메랄드이끼 야영지 ","에메랄드이끼 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
361,52,"용병업: 소근소근 덤불 ","소근소근 덤불에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
362,52,"용병업: 문투이 양조창고 ","문투이 양조창고에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
363,52,"용병업: 고요한 야영지 ","고요한 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
364,52,"검은장막 숲의 검","검은장막 숲에 있는 모든 에테라이트와 에테르 게이트에서 전투 의뢰(용병업) 20회씩 완료",10,55,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
365,52,"용병업: 검은솔 야영지","검은솔 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
366,52,"용병업: 나나와 은광 ","나나와 은광에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
367,52,"용병업: 마른뼈 야영지 ","마른뼈 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
368,52,"용병업: 할라탈리 ","할라탈리에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
369,52,"용병업: 지평선 야영지 ","지평선 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
370,52,"용병업: 노피카의 우물","노피카의 우물에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
371,52,"용병업: 마른강 야영지 ","마른강 야영지에서 전투 의뢰(용병업) 총 20회 완료",5,0,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
372,52,"다날란의 검","다날란에 있는 모든 에테라이트와 에테르 게이트에서 전투 의뢰(용병업) 20회씩 완료",10,56,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
373,52,"도시동맹의 검","업적 '라노시아의 검', '검은장막 숲의 검', '다날란의 검'을 모두 달성",20,57,0,62916,0,0,0,0,0,0,0,0,0,0,0,0
374,52,"역전의 사냥병","라노시아, 검은장막 숲, 다날란에 있는 모든 에테라이트와 에테르 게이트에서 마물 토벌지령 1회씩 완료",5,0,0,62914,0,0,0,0,0,0,0,0,0,0,0,0
375,52,"마물 토벌: 수염바위 야영지","수염바위 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
376,52,"마물 토벌: 삼나무 숲 ","삼나무 숲에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
377,52,"마물 토벌: 해골 골짜기 야영지 ","해골 골짜기 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
378,52,"마물 토벌: 대머리 언덕 야영지 ","대머리 언덕 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
379,52,"마물 토벌: 핏빛해안 야영지 ","핏빛해안 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
380,52,"마물 토벌: 해파리 석굴 ","해파리 석굴에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
381,52,"마물 토벌: 무쇠호수 야영지 ","무쇠호수 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
382,52,"라노시아의 방패","라노시아에 있는 모든 에테라이트와 에테르 게이트에서 마물 토벌지령 10회씩 완료",10,58,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
383,52,"마물 토벌: 굽은가지 야영지 ","굽은가지 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
384,52,"마물 토벌: 요정의 화덕 ","요정의 화덕에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
385,52,"마물 토벌: 아홉덩굴 야영지 ","아홉덩굴 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
386,52,"마물 토벌: 에메랄드이끼 야영지 ","에메랄드이끼 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
387,52,"마물 토벌: 소근소근 덤불 ","소근소근 덤불에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
388,52,"마물 토벌: 문투이 양조창고 ","문투이 양조창고에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
389,52,"마물 토벌: 고요한 야영지 ","고요한 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
390,52,"검은장막 숲의 방패","검은장막 숲에 있는 모든 에테라이트와 에테르 게이트에서 마물 토벌지령 10회씩 완료",10,59,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
391,52,"마물 토벌: 검은솔 야영지","검은솔 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
392,52,"마물 토벌: 나나와 은광 ","나나와 은광에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
393,52,"마물 토벌: 마른뼈 야영지 ","마른뼈 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
394,52,"마물 토벌: 할라탈리 ","할라탈리에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
395,52,"마물 토벌: 지평선 야영지 ","지평선 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
396,52,"마물 토벌: 노피카의 우물","노피카의 우물에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
397,52,"마물 토벌: 마른강 야영지 ","마른강 야영지에서 마물 토벌지령 총 10회 완료",5,0,0,62913,0,0,0,0,0,0,0,0,0,0,0,0
398,52,"다날란의 방패","다날란에 있는 모든 에테라이트와 에테르 게이트에서 마물 토벌지령 10회씩 완료",10,60,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
399,52,"도시동맹의 방패","업적 '라노시아의 방패', '검은장막 숲의 방패', '다날란의 방패'를 모두 달성",20,61,0,62915,0,0,0,0,0,0,0,0,0,0,0,0
400,52,"부러진 검 중대의 신병","부러진 검 중대의 진영 의뢰 총 10회 완료",5,0,0,62916,0,1,20,10,0,0,0,0,0,0,0,0
401,52,"부러진 검 중대의 고참","부러진 검 중대의 진영 의뢰 총 50회 완료",10,62,0,62916,0,1,20,50,0,0,0,0,0,0,0,0
402,52,"아제마의 방패 중대의 신병","아제마의 방패 중대의 진영 의뢰 총 10회 완료",5,0,0,62916,0,1,21,10,0,0,0,0,0,0,0,0
403,52,"아제마의 방패 중대의 고참","아제마의 방패 중대의 진영 의뢰 총 50회 완료",10,63,0,62916,0,1,21,50,0,0,0,0,0,0,0,0
404,52,"뿔과 손 소대의 신병","뿔과 손 소대의 진영 의뢰 총 10회 완료",5,0,0,62916,0,1,22,10,0,0,0,0,0,0,0,0
405,52,"뿔과 손 소대의 고참","뿔과 손 소대의 진영 의뢰 총 50회 완료",10,64,0,62916,0,1,22,50,0,0,0,0,0,0,0,0
406,52,"진영의 인기인","업적 '부러진 검 중대의 고참', '아제마의 방패 중대의 고참', '뿔과 손 소대의 고참'을 모두 달성",20,65,0,62916,0,2,401,403,405,0,0,0,0,0,0,0
407,34,"백은의 기사","퀘스트 '기사의 성검을 꽂아라' 완료",5,0,0,26003,4,6,66596,0,0,0,0,0,0,0,0,100
408,34,"끈기의 투사","퀘스트 '폐왕의 귀환' 완료",5,0,0,26004,4,6,66602,0,0,0,0,0,0,0,0,110
409,34,"원초의 전사","퀘스트 '가장 강한 전사' 완료",5,0,0,26005,4,6,66590,0,0,0,0,0,0,0,0,120
410,34,"푸른 용기사","퀘스트 '푸른 용기사' 완료",5,0,0,26006,4,6,66608,0,0,0,0,0,0,0,0,130
411,34,"옛 음유시인","퀘스트 '생명의 찬가' 완료",5,0,0,26007,4,6,66626,0,0,0,0,0,0,0,0,140
412,34,"하얀 마도사","퀘스트 '숲의 뜻' 완료",5,0,0,26008,4,6,66620,0,0,0,0,0,0,0,0,160
413,34,"검은 마도사","퀘스트 '흑마법의 인도자' 완료",5,0,0,26009,4,6,66614,0,0,0,0,0,0,0,0,170
414,34,"싸우는 고전주의자","업적 '백은의 기사', '끈기의 투사', '원초의 전사', '푸른 용기사', '옛 음유시인', '하얀 마도사', '검은 마도사', '바른 길을 걷는 소환사' '차세대 군학자'를 모두 달성",20,66,0,2627,4,2,407,408,409,410,411,412,413,599,600,230
415,52,"재해에 저항하는 자","퀘스트 '종말의 이름은 희망' 완료",20,0,0,26002,0,0,0,0,0,0,0,0,0,0,0,0
416,52,"11단 단장 그 브 토벌","맥주 항구 방어전에서 11단 단장 그 브 토벌",5,67,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
417,52,"천검의 사젤 실로크 토벌","숲언덕 공방 방어전에서 천검의 사젤 실로크 토벌",5,68,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
418,52,"돌창의 타나드 가 토벌","금 장터 방어전에서 돌창의 타나드 가 토벌",5,69,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
419,52,"맥주 항구 수비대원: 1단계","맥주 항구 방어전에서 방어전적 10000 이상 획득하여 승리",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
420,52,"맥주 항구 수비대원: 2단계","맥주 항구 방어전에서 방어전적 20000 이상 획득하여 승리",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
421,52,"맥주 항구 수비대원: 3단계","맥주 항구 방어전에서 방어전적 30000 이상 획득하여 승리",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
422,52,"맥주 항구 수비대원: 4단계","맥주 항구 방어전에서 방어전적 40000 이상 획득하여 승리",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
423,52,"맥주 항구 수비대장","맥주 항구 방어전에서 방어전적 50000 이상 획득하여 승리",10,70,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
424,52,"숲언덕 공방 수비대원: 1단계","숲언덕 공방 방어전에서 방어전적 10000 이상 획득하여 승리",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
425,52,"숲언덕 공방 수비대원: 2단계","숲언덕 공방 방어전에서 방어전적 20000 이상 획득하여 승리",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
426,52,"숲언덕 공방 수비대원: 3단계","숲언덕 공방 방어전에서 방어전적 30000 이상 획득하여 승리",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
427,52,"숲언덕 공방 수비대원: 4단계","숲언덕 공방 방어전에서 방어전적 40000 이상 획득하여 승리",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
428,52,"숲언덕 공방 수비대장","숲언덕 공방 방어전에서 방어전적 50000 이상 획득하여 승리",10,71,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
429,52,"금 장터 수비대원: 1단계","금 장터 방어전에서 방어전적 10000 이상 획득하여 승리",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
430,52,"금 장터 수비대원: 2단계","금 장터 방어전에서 방어전적 20000 이상 획득하여 승리",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
431,52,"금 장터 수비대원: 3단계","금 장터 방어전에서 방어전적 30000 이상 획득하여 승리",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
432,52,"금 장터 수비대원: 4단계","금 장터 방어전에서 방어전적 40000 이상 획득하여 승리",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
433,52,"금 장터 수비대장","금 장터 방어전에서 방어전적 50000 이상 획득하여 승리",10,72,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
434,52,"맥주 항구 방어 성공: 1단계","맥주 항구 방어전에서 5회 승리",5,0,0,62901,0,1,162,5,0,0,0,0,0,0,0,0
435,52,"맥주 항구 방어 성공: 2단계","맥주 항구 방어전에서 10회 승리",5,0,0,62901,0,1,162,10,0,0,0,0,0,0,0,0
436,52,"맥주 항구 방어 성공: 3단계","맥주 항구 방어전에서 50회 승리",5,0,0,62901,0,1,162,50,0,0,0,0,0,0,0,0
437,52,"맥주 항구 방어 성공: 4단계","맥주 항구 방어전에서 100회 승리",5,0,0,62901,0,1,162,100,0,0,0,0,0,0,0,0
438,52,"코볼드족의 천적","맥주 항구 방어전에서 1000회 승리",10,73,0,62901,0,1,162,1000,0,0,0,0,0,0,0,0
439,52,"숲언덕 공방 방어 성공: 1단계","숲언덕 공방 방어전에서 5회 승리",5,0,0,62902,0,1,163,5,0,0,0,0,0,0,0,0
440,52,"숲언덕 공방 방어 성공: 2단계","숲언덕 공방 방어전에서 10회 승리",5,0,0,62902,0,1,163,10,0,0,0,0,0,0,0,0
441,52,"숲언덕 공방 방어 성공: 3단계","숲언덕 공방 방어전에서 50회 승리",5,0,0,62902,0,1,163,50,0,0,0,0,0,0,0,0
442,52,"숲언덕 공방 방어 성공: 4단계","숲언덕 공방 방어전에서 100회 승리",5,0,0,62902,0,1,163,100,0,0,0,0,0,0,0,0
443,52,"이크살족의 천적","숲언덕 공방 방어전에서 1000회 승리",10,74,0,62902,0,1,163,1000,0,0,0,0,0,0,0,0
444,52,"금 장터 방어 성공: 1단계","금 장터 방어전에서 5회 승리",5,0,0,62903,0,1,164,5,0,0,0,0,0,0,0,0
445,52,"금 장터 방어 성공: 2단계","금 장터 방어전에서 10회 승리",5,0,0,62903,0,1,164,10,0,0,0,0,0,0,0,0
446,52,"금 장터 방어 성공: 3단계","금 장터 방어전에서 50회 승리",5,0,0,62903,0,1,164,50,0,0,0,0,0,0,0,0
447,52,"금 장터 방어 성공: 4단계","금 장터 방어전에서 100회 승리",5,0,0,62903,0,1,164,100,0,0,0,0,0,0,0,0
448,52,"아말쟈족의 천적","금 장터 방어전에서 1000회 승리",10,75,0,62903,0,1,164,1000,0,0,0,0,0,0,0,0
449,52,"맥주 항구 지정 납품: 1단계","맥주 항구에 지정 물품 10회 납품",5,0,0,62901,0,1,165,10,0,0,0,0,0,0,0,0
450,52,"맥주 항구 지정 납품: 2단계","맥주 항구에 지정 물품 100회 납품",5,0,0,62901,0,1,165,100,0,0,0,0,0,0,0,0
451,52,"맥주 항구 지정 납품: 3단계","맥주 항구에 지정 물품 500회 납품",5,0,0,62901,0,1,165,500,0,0,0,0,0,0,0,0
452,52,"맥주 항구 지정 납품: 4단계","맥주 항구에 지정 물품 1000회 납품",5,0,0,62901,0,1,165,1000,0,0,0,0,0,0,0,0
453,52,"맥주 항구 보급대원","맥주 항구에 지정 물품 10000회 납품",10,76,0,62901,0,1,165,10000,0,0,0,0,0,0,0,0
454,52,"숲언덕 공방 지정 납품: 1단계","숲언덕 공방에 지정 물품 10회 납품",5,0,0,62902,0,1,166,10,0,0,0,0,0,0,0,0
455,52,"숲언덕 공방 지정 납품: 2단계","숲언덕 공방에 지정 물품 100회 납품",5,0,0,62902,0,1,166,100,0,0,0,0,0,0,0,0
456,52,"숲언덕 공방 지정 납품: 3단계","숲언덕 공방에 지정 물품 500회 납품",5,0,0,62902,0,1,166,500,0,0,0,0,0,0,0,0
457,52,"숲언덕 공방 지정 납품: 4단계","숲언덕 공방에 지정 물품 1000회 납품",5,0,0,62902,0,1,166,1000,0,0,0,0,0,0,0,0
458,52,"숲언덕 공방 보급대원","숲언덕 공방에 지정 물품 10000회 납품",10,77,0,62902,0,1,166,10000,0,0,0,0,0,0,0,0
459,52,"금 장터 지정 납품: 1단계","금 장터에 지정 물품 10회 납품",5,0,0,62903,0,1,167,10,0,0,0,0,0,0,0,0
460,52,"금 장터 지정 납품: 2단계","금 장터에 지정 물품 100회 납품",5,0,0,62903,0,1,167,100,0,0,0,0,0,0,0,0
461,52,"금 장터 지정 납품: 3단계","금 장터에 지정 물품 500회 납품",5,0,0,62903,0,1,167,500,0,0,0,0,0,0,0,0
462,52,"금 장터 지정 납품: 4단계","금 장터에 지정 물품 1000회 납품",5,0,0,62903,0,1,167,1000,0,0,0,0,0,0,0,0
463,52,"금 장터 보급대원","금 장터에 지정 물품 10000회 납품",10,78,0,62903,0,1,167,10000,0,0,0,0,0,0,0,0
464,52,"맥주 항구 무기 납품: 1단계","맥주 항구에 마테리아를 장착한 무기 10회 납품",5,0,0,62901,0,1,168,10,0,0,0,0,0,0,0,0
465,52,"맥주 항구 무기 납품: 2단계","맥주 항구에 마테리아를 장착한 무기 100회 납품",5,0,0,62901,0,1,168,100,0,0,0,0,0,0,0,0
466,52,"맥주 항구 무기 납품: 3단계","맥주 항구에 마테리아를 장착한 무기 500회 납품",5,0,0,62901,0,1,168,500,0,0,0,0,0,0,0,0
467,52,"맥주 항구 무기 납품: 4단계","맥주 항구에 마테리아를 장착한 무기 1000회 납품",5,0,0,62901,0,1,168,1000,0,0,0,0,0,0,0,0
468,52,"맥주 항구 전속 장인","맥주 항구에 마테리아를 장착한 무기 10000회 납품",10,79,0,62901,0,1,168,10000,0,0,0,0,0,0,0,0
469,52,"숲언덕 공방 무기 납품: 1단계","숲언덕 공방에 마테리아를 장착한 무기 10회 납품",5,0,0,62902,0,1,169,10,0,0,0,0,0,0,0,0
470,52,"숲언덕 공방 무기 납품: 2단계","숲언덕 공방에 마테리아를 장착한 무기 100회 납품",5,0,0,62902,0,1,169,100,0,0,0,0,0,0,0,0
471,52,"숲언덕 공방 무기 납품: 3단계","숲언덕 공방에 마테리아를 장착한 무기 500회 납품",5,0,0,62902,0,1,169,500,0,0,0,0,0,0,0,0
472,52,"숲언덕 공방 무기 납품: 4단계","숲언덕 공방에 마테리아를 장착한 무기 1000회 납품",5,0,0,62902,0,1,169,1000,0,0,0,0,0,0,0,0
473,52,"숲언덕 공방 전속 장인","숲언덕 공방에 마테리아를 장착한 무기 10000회 납품",10,80,0,62902,0,1,169,10000,0,0,0,0,0,0,0,0
474,52,"금 장터 무기 납품: 1단계","금 장터에 마테리아를 장착한 무기 10회 납품",5,0,0,62903,0,1,170,10,0,0,0,0,0,0,0,0
475,52,"금 장터 무기 납품: 2단계","금 장터에 마테리아를 장착한 무기 100회 납품",5,0,0,62903,0,1,170,100,0,0,0,0,0,0,0,0
476,52,"금 장터 무기 납품: 3단계","금 장터에 마테리아를 장착한 무기 500회 납품",5,0,0,62903,0,1,170,500,0,0,0,0,0,0,0,0
477,52,"금 장터 무기 납품: 4단계","금 장터에 마테리아를 장착한 무기 1000회 납품",5,0,0,62903,0,1,170,1000,0,0,0,0,0,0,0,0
478,52,"금 장터 전속 장인","금 장터에 마테리아를 장착한 무기 10000회 납품",10,81,0,62903,0,1,170,10000,0,0,0,0,0,0,0,0
479,52,"힘으로 쟁취한 승리: 맥주 항구","투사와 마법사만으로 구성된 파티로 맥주 항구 방어전에 참가하여 승리",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
480,52,"힘으로 쟁취한 승리: 숲언덕 공방","투사와 마법사만으로 구성된 파티로 숲언덕 공방 방어전에 참가하여 승리",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
481,52,"힘으로 쟁취한 승리: 금 장터","투사와 마법사만으로 구성된 파티로 금 장터 방어전에 참가하여 승리",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
482,52,"공병들의 승리: 맥주 항구","채집가와 제작자만으로 구성된 파티로 맥주 항구 방어전에 참가하여 승리",5,0,0,62901,0,0,0,0,0,0,0,0,0,0,0,0
483,52,"공병들의 승리: 숲언덕 공방","채집가와 제작자만으로 구성된 파티로 숲언덕 공방 방어전에 참가하여 승리",5,0,0,62902,0,0,0,0,0,0,0,0,0,0,0,0
484,52,"공병들의 승리: 금 장터","채집가와 제작자만으로 구성된 파티로 금 장터 방어전에 참가하여 승리",5,0,0,62903,0,0,0,0,0,0,0,0,0,0,0,0
485,52,"마을의 수호자","맥주 항구 방어전, 숲언덕 공방 방어전, 금 장터 방어전에서 모두 승리",5,0,0,62939,0,0,0,0,0,0,0,0,0,0,0,0
486,53,"검은토끼표 순록","순록뿔 두건과 순록 옷 입수",20,82,0,62931,0,0,0,0,0,0,0,0,0,0,0,0
487,53,"동방의 용","용 투구 입수",5,0,0,62932,0,0,0,0,0,0,0,0,0,0,0,0
488,53,"동방의 붉은 용","붉은 옻칠한 용 투구 입수",5,0,0,62934,0,0,0,0,0,0,0,0,0,0,0,0
489,53,"동방의 금빛 용","금박 입힌 용 투구 입수",5,0,0,62933,0,0,0,0,0,0,0,0,0,0,0,0
490,53,"동방의 검은 용","검은 옻칠한 용 투구 입수",5,0,0,62935,0,0,0,0,0,0,0,0,0,0,0,0
491,53,"용신전설","용 투구, 붉은 옻칠한 용 투구, 금박 입힌 용 투구, 검은 옻칠한 용 투구 입수",20,83,0,62908,0,0,0,0,0,0,0,0,0,0,0,0
492,53,"순수한 사랑","연인의 목걸이 입수",5,0,0,62921,0,0,0,0,0,0,0,0,0,0,0,0
493,53,"따뜻한 사랑","연인의 백금 목걸이 입수",5,0,0,62922,0,0,0,0,0,0,0,0,0,0,0,0
494,53,"사랑의 축복","영원한 정열의 목걸이 입수",5,0,0,62923,0,0,0,0,0,0,0,0,0,0,0,0
495,53,"사랑의 전도사","연인의 목걸이, 연인의 백금 목걸이, 영원한 정열의 목걸이 입수",20,84,0,62908,0,0,0,0,0,0,0,0,0,0,0,0
496,53,"공주님을 뵙습니다","벛꽃 귀걸이 입수",20,85,0,62924,0,0,0,0,0,0,0,0,0,0,0,0
497,53,"알 사냥꾼","알 반지 입수",5,0,0,62925,0,0,0,0,0,0,0,0,0,0,0,0
498,53,"알록달록 알 사냥꾼","알록달록 알 반지 입수",5,0,0,62928,0,0,0,0,0,0,0,0,0,0,0,0
499,53,"형형색색 알 사냥꾼","형형색색 알 반지 입수",5,0,0,62927,0,0,0,0,0,0,0,0,0,0,0,0
500,53,"밤하늘빛 알 사냥꾼","밤하늘빛 알 반지 입수",5,0,0,62926,0,0,0,0,0,0,0,0,0,0,0,0
501,53,"비밀스러운 반지","초코보 반지 입수",5,0,0,62929,0,0,0,0,0,0,0,0,0,0,0,0
502,53,"이름난 알 사냥꾼","업적 '알 사냥꾼', '알록달록 알 사냥꾼', '형형색색 알 사냥꾼', '밤하늘빛 알 사냥꾼', '비밀스러운 반지'를 모두 달성",20,86,0,62908,0,0,0,0,0,0,0,0,0,0,0,0
503,53,"봄바드 대항단 특공대원","남성용 푸른색 유카타 또는 여성용 붉은색 유카타 입수",5,0,0,62917,0,0,0,0,0,0,0,0,0,0,0,0
504,53,"세련된 봄바드 대항단원","남성용 초록색 유카타 또는 여성용 푸른색 유카타 입수",5,0,0,62918,0,0,0,0,0,0,0,0,0,0,0,0
505,53,"깔끔한 봄바드 대항단원","남성용 검은색 유카타 또는 여성용 검은색 유카타 입수",5,0,0,62919,0,0,0,0,0,0,0,0,0,0,0,0
506,53,"멋쟁이 봄바드 대항단원","남성용 하얀색 속바지 또는 여성용 하얀색 속바지 입수",5,0,0,62936,0,0,0,0,0,0,0,0,0,0,0,0
507,53,"단아한 봄바드 대항단원","남성용 황금색 속바지 또는 여성용 황금색 속바지 입수",5,0,0,62937,0,0,0,0,0,0,0,0,0,0,0,0
508,53,"발이 시원해요","남성용 나무신 또는 여성용 나무신 입수",5,0,0,62920,0,0,0,0,0,0,0,0,0,0,0,0
509,53,"명예 봄바드 대항단원","업적 '봄바드 대항단 특공대원', '세련된 봄바드 대항단원', '깔끔한 봄바드 대항단원', '멋쟁이 봄바드 대항단원', '단아한 봄바드 대항단원' '발이 시원해요'를 모두 달성",20,87,0,62908,0,0,0,0,0,0,0,0,0,0,0,0
510,53,"이변을 알리는 크리스탈","과속성 클러스터 입수",20,88,0,62930,0,0,0,0,0,0,0,0,0,0,0,0
511,54,"토토라크 감옥: 안타레스 토벌","인스턴스 레이드 '토토라크 정찰 지령'을 수행하여 '안타레스' 처치",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0
512,54,"토토라크 감옥: 사르가스 토벌","인스턴스 레이드 '토토라크 정찰 지령'을 수행하여 '사르가스' 처치",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0
513,54,"토토라크 감옥: 샤울라 토벌","인스턴스 레이드 '토토라크 정찰 지령'을 수행하여 '샤울라' 처치",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0
514,54,"제멜 요새: 바트라알 토벌","인스턴스 레이드 '제멜 요새 탈환작전'을 수행하여 '바트라알' 처치",5,0,0,62907,0,0,0,0,0,0,0,0,0,0,0,0
