Index,0 [0x0][0x0]
30032,"'에니그마 코덱스'의 마지막 낱장은 '푸른손'에 넘어가지 않았다. 그러나 코덱스를 읽을 수 있는 고블린족 소녀 라운드록스가 납치당했다. 라운드록스를 구하기 위해 빛의 전사 일행은 왼팔 '미다스'를 통해 중추로 진격한다!"
30033,"알렉산더의 왼팔 '미다스' 최심부까지 얼마 남지 않았다. 두 번째 '핵'을 정지시켜 완전한 기동을 저지하려면, '푸른손'의 저항을 반드시 돌파해야만 한다.<br>각오를 다진 미데와 함께 목숨을 건 돌입 작전이 시작된다!"
30034,"떠돌이 시인은 빛의 전사 일행이 '미다스'에서 벌인 혈투를 전해 듣고 또 새로운 영웅담을 지어냈다. 과장된 연출이 듬뿍 들어간 이 노래를 들으면, 제아무리 용맹한 호걸도 손에 땀을 쥘 것이다. 빛의 전사는 지금, '미다스'에서 겪었던 전투를 다시금 체험한다."
30035,"떠돌이 시인은 빛의 전사 일행이 '미다스'에서 벌인 혈투를 전해 듣고 또 새로운 영웅담을 지어냈다. 과장된 연출이 듬뿍 담긴 이 노래를 들으면, 제아무리 용맹한 호걸도 손에 땀을 쥘 것이다. 빛의 전사는 지금, '미다스'에서 겪었던 전투를 다시금 체험한다."
30036,"떠돌이 시인은 빛의 전사 일행이 '미다스'에서 벌인 혈투를 전해 듣고 또 새로운 영웅담을 지어냈다. 과장된 연출이 듬뿍 담긴 이 노래를 들으면, 제아무리 용맹한 호걸도 손에 땀을 쥘 것이다. 빛의 전사는 지금, '미다스'에서 겪었던 전투를 다시금 체험한다."
30037,"떠돌이 시인은 빛의 전사 일행이 '미다스'에서 벌인 혈투를 전해 듣고 또 새로운 영웅담을 지어냈다. 과장된 연출이 듬뿍 담긴 이 노래를 들으면, 제아무리 용맹한 호걸도 손에 땀을 쥘 것이다. 빛의 전사는 지금, '미다스'에서 겪었던 전투를 다시금 체험한다."
30038,"하늘도적단 '붉은부리'와 모험가가 다음으로 향한 곳은 알데나드 소대륙 서쪽에 위치한 '야펨 습지'였다. 이곳은 제5성력 시대에 파괴의 힘을 추구하며 영화를 누린 전설의 마법도시 '마하'가 자리했던 곳이다.요마에게 습격당한 래들리아의 부하들을 구하고 도시 깊숙한 곳에 숨겨진 요마를 상대할 비장의 무기 '쐐기'를 탈취하기 위해, 모험가들은 금기시된 도시로 향한다."
30039,""
30040,""
30041,""
30042,""
30043,""
30044,""
30045,""
30046,""
30047,""
40000,""
40001,"갈라디온 만에 떨어진 '메테오'의 파편은 사발 모양을 한 새로운 섬을 만들어냈다. 그리고 이 섬에 퇴역선 '강심장호'를 접안하여 만든 것이 바로 흑와단의 연병 시설 '늑대우리'이다.<br>동맹군이 제정한 합동 훈련 협정에 의거하여 이 '늑대들의 우리'에 속속 모여든 각 총사령부의 장병들은, 매일같이 모의 전투를 통한 실전 형식의 훈련을 진행하고 있다. 늑대의 이빨과 발톱을 단련하기 위해……."
40002,"갈라디온 만에 떨어진 '메테오'의 파편은 사발 모양을 한 새로운 섬을 만들어냈다. 그리고 이 섬에 퇴역선 '강심장호'를 접안하여 만든 것이 바로 흑와단의 연병 시설 '늑대우리'이다.<br>동맹군이 제정한 합동 훈련 협정에 의거하여 이 '늑대들의 우리'에 속속 모여든 각 총사령부의 장병들은, 매일같이 모의 전투를 통한 실전 형식의 훈련을 진행하고 있다. 늑대의 이빨과 발톱을 단련하기 위해……."
40003,"갈라디온 만에 떨어진 '메테오'의 파편은 사발 모양을 한 새로운 섬을 만들어냈다. 그리고 이 섬에 퇴역선 '강심장호'를 접안하여 만든 것이 바로 흑와단의 연병 시설 '늑대우리'이다.<br>동맹군이 제정한 합동 훈련 협정에 의거하여 이 '늑대들의 우리'에 속속 모여든 각 총사령부의 장병들은, 매일같이 모의 전투를 통한 실전 형식의 훈련을 진행하고 있다. 늑대의 이빨과 발톱을 단련하기 위해……."
40004,"갈라디온 만에 떨어진 '메테오'의 파편은 사발 모양을 한 새로운 섬을 만들어냈다. 그리고 이 섬에 퇴역선 '강심장호'를 접안하여 만든 것이 바로 흑와단의 연병 시설 '늑대우리'이다.<br>동맹군이 제정한 합동 훈련 협정에 의거하여 이 '늑대들의 우리'에 속속 모여든 각 총사령부의 장병들은, 매일같이 모의 전투를 통한 실전 형식의 훈련을 진행하고 있다. 늑대의 이빨과 발톱을 단련하기 위해……."
40005,"갈라디온 만에 떨어진 '메테오'의 파편은 사발 모양을 한 새로운 섬을 만들어냈다. 그리고 이 섬에 퇴역선 '강심장호'를 접안하여 만든 것이 바로 흑와단의 연병 시설 '늑대우리'이다.<br>동맹군이 제정한 합동 훈련 협정에 의거하여 이 '늑대들의 우리'에 속속 모여든 각 총사령부의 장병들은, 매일같이 모의 전투를 통한 실전 형식의 훈련을 진행하고 있다. 늑대의 이빨과 발톱을 단련하기 위해……."
40006,"갈라디온 만에 떨어진 '메테오'의 파편은 사발 모양을 한 새로운 섬을 만들어냈다. 그리고 이 섬에 퇴역선 '강심장호'를 접안하여 만든 것이 바로 흑와단의 연병 시설 '늑대우리'이다.<br>동맹군이 제정한 합동 훈련 협정에 의거하여 이 '늑대들의 우리'에 속속 모여든 각 총사령부의 장병들은, 매일같이 모의 전투를 통한 실전 형식의 훈련을 진행하고 있다. 늑대의 이빨과 발톱을 단련하기 위해……."
40007,"사나운 늑대들의 향연, '더 피스트'의 막이 올랐다. 차려진 요리는 물론 적의 살점! 총사령부에서 사용되는 군용품을 곁들여, 몰려드는 적을 모조리 먹어치워라! 하지만 적도 순순히 잡아먹힐 상대는 아니다. 늑대의 적은 같은 야성을 품은 늑대뿐이기에……. 잔치에 초대된 늑대들이여, 이빨을 드러내고 발톱을 세워라! 적의 살을 물어뜯고, 그 뼈로 옥좌를 쌓아올려라!"
40008,"사나운 늑대들의 향연, '더 피스트'의 막이 올랐다. 차려진 요리는 물론 적의 살점! 총사령부에서 사용되는 군용품을 곁들여, 몰려드는 적을 모조리 먹어치워라! 하지만 적도 순순히 잡아먹힐 상대는 아니다. 늑대의 적은 같은 야성을 품은 늑대뿐이기에……. 잔치에 초대된 늑대들이여, 이빨을 드러내고 발톱을 세워라! 적의 살을 물어뜯고, 그 뼈로 옥좌를 쌓아올려라!"
40009,"사나운 늑대들의 향연, '더 피스트'의 막이 올랐다. 차려진 요리는 물론 적의 살점! 총사령부에서 사용되는 군용품을 곁들여, 몰려드는 적을 모조리 먹어치워라! 하지만 적도 순순히 잡아먹힐 상대는 아니다. 늑대의 적은 같은 야성을 품은 늑대뿐이기에……. 잔치에 초대된 늑대들이여, 이빨을 드러내고 발톱을 세워라! 적의 살을 물어뜯고, 그 뼈로 옥좌를 쌓아올려라!"
40010,"사나운 늑대들의 향연, '더 피스트'의 막이 올랐다. 차려진 요리는 물론 적의 살점! 총사령부에서 사용되는 군용품을 곁들여, 몰려드는 적을 모조리 먹어치워라! 하지만 적도 순순히 잡아먹힐 상대는 아니다. 늑대의 적은 같은 야성을 품은 늑대뿐이기에……. 잔치에 초대된 늑대들이여, 이빨을 드러내고 발톱을 세워라! 적의 살을 물어뜯고, 그 뼈로 옥좌를 쌓아올려라!<br><br>※ 승패에 따라 개인 PvP 평점이 변동합니다.<br>※ 개인 PvP 평점이 비슷한 사람끼리 매칭됩니다.<br>※ 팀 평균 PvP 점수가 비슷해지도록 팀이 구성됩니다."
40011,"사나운 늑대들의 향연, '더 피스트'의 막이 올랐다. 차려진 요리는 물론 적의 살점! 총사령부에서 사용되는 군용품을 곁들여, 몰려드는 적을 모조리 먹어치워라! 하지만 적도 순순히 잡아먹힐 상대는 아니다. 늑대의 적은 같은 야성을 품은 늑대뿐이기에……. 잔치에 초대된 늑대들이여, 이빨을 드러내고 발톱을 세워라! 적의 살을 물어뜯고, 그 뼈로 옥좌를 쌓아올려라!<br><br>※ 승패에 따라 파티 PvP 평점이 변동합니다.<br>※ PvP 평점은 매칭에 영향을 주지 않습니다."
40012,"사나운 늑대들의 향연, '더 피스트'의 막이 올랐다. 차려진 요리는 물론 적의 살점! 총사령부에서 사용되는 군용품을 곁들여, 몰려드는 적을 모조리 먹어치워라! 하지만 적도 순순히 잡아먹힐 상대는 아니다. 늑대의 적은 같은 야성을 품은 늑대뿐이기에……. 잔치에 초대된 늑대들이여, 이빨을 드러내고 발톱을 세워라! 적의 살을 물어뜯고, 그 뼈로 옥좌를 쌓아올려라!<br><br>※ 승패에 따라 파티 PvP 평점이 변동합니다.<br>※ PvP 평점은 매칭에 영향을 주지 않습니다."
40013,""
40014,""
40015,""
50000,""
50001,"제7재해가 시작된 땅, 카르테노 평원에 드러난 고대 알라그 문명의 유적. 이곳 땅속에 잠든 '유물'의 소유권을 놓고 동맹 관계에 있던 세 도시가 대립한다. 결국 이 지역 내에서 생긴 분쟁은 외부에서 관여하지 않기로 하는 협정이 맺어지고, 카르테노 평원은 힘이 곧 법인 '무법자의 전장'으로 지정되었다. 그리고 지금, 평원 외곽의 유적지대를 확보하기 위해 각 총사령부의 모험가 부대가 움직이기 시작했다."
50002,""
50003,"제7재해가 시작된 땅, 카르테노 평원에 드러난 고대 알라그 문명의 유적. 이곳 땅속에 잠든 '유물'의 소유권을 놓고 동맹 관계에 있던 세 도시가 대립한다. 결국 이 지역 내에서 생긴 분쟁은 외부에서 관여하지 않기로 하는 협정이 맺어지고, 카르테노 평원은 힘이 곧 법인 '무법자의 전장'으로 지정되었다. 그리고 지금, 평원 외곽의 유적지대를 확보하기 위해 각 총사령부의 모험가 부대가 움직이기 시작했다."
50004,"림사 로민사의 뱃사람들은 바다 어딘가에 움직이는 섬이 있다고 하는데…… 마침내 어느 날, '방황하는 제비 꼬리'라는 별명을 가진 전설의 섬, '봉인된 바위섬'이 발견되었다.<br>모험가들은 새로운 발견에 환호했으나, 조사 결과 이 섬은 고대 알라그 문명이 '오메가'를 비롯한 대 야만신 기술을 실험하던 인공섬이라는 사실이 밝혀졌다. 이리하여 알라그 유물에 숨겨진 '정보'를 차지하기 위한 싸움이 시작되었다."
50005,"커르다스 동부 저지대에 위치한 영광의 평원. 일찍이 갈레말 제국군 제VII군단장 넬 반 다르누스가 위성 '달라가브'를 유도할 때 이용한 하늘섬 고대유적을 이곳에서 발견했다고 한다.<br>최근 이곳에서 또 다른 고대 알라그 문명의 유물이 발견되자, 에오르제아 도시군사동맹은 얼어붙은 산악지대를 새로운 '무법자의 전장'으로 지정했다. 넬이 남긴 정보를 차지하기 위해, 얼어붙은 유물을 깨뜨리는 뜨거운 싸움이 펼쳐진다!"
50006,""
55000,""
55001,"숨겨진 보물상자 안에는 낡은 두루마리가 들어있었다. 두루마리에 그려진 것은 지하수로 유적에 은밀히 만들어진 보물창고로 통하는 '전송 마법문양'이었는데……. 위험한 함정과 마물이 득실거리는 보물고 깊은 곳에서는 어떤 보물이 모험가를 기다릴까?"
55002,""
60000,""
60001,"지하도시 '겔모라' 시대의 유적 '이솜하 구덩이' 밑바닥에서 수수께끼의 미궁이 발견되었다. 내부에는 강력한 '결계'가 쳐져 있어, 그 안에서는 본래 힘을 발휘할 수 없게 된다. 또 현혹 마법으로 인해 들어갈 때마다 구조가 변하는 것처럼 느껴진다고 한다……. 사령이 목격된 것을 계기로 '망자의 궁전'이라 불리게 된 이 의문의 미궁을 조사하고자, 귀곡부대가 모험가들에게 협조를 요청했다."
60002,"지하도시 '겔모라' 시대의 유적 '이솜하 구덩이' 밑바닥에서 수수께끼의 미궁이 발견되었다. 내부에는 강력한 '결계'가 쳐져 있어, 그 안에서는 본래 힘을 발휘할 수 없게 된다. 또 현혹 마법으로 인해 들어갈 때마다 구조가 변하는 것처럼 느껴진다고 한다……. 사령이 목격된 것을 계기로 '망자의 궁전'이라 불리게 된 이 의문의 미궁을 조사하고자, 귀곡부대가 모험가들에게 협조를 요청했다."
60003,"지하도시 '겔모라' 시대의 유적 '이솜하 구덩이' 밑바닥에서 수수께끼의 미궁이 발견되었다. 내부에는 강력한 '결계'가 쳐져 있어, 그 안에서는 본래 힘을 발휘할 수 없게 된다. 또 현혹 마법으로 인해 들어갈 때마다 구조가 변하는 것처럼 느껴진다고 한다……. 사령이 목격된 것을 계기로 '망자의 궁전'이라 불리게 된 이 의문의 미궁을 조사하고자, 귀곡부대가 모험가들에게 협조를 요청했다."
60004,"지하도시 '겔모라' 시대의 유적 '이솜하 구덩이' 밑바닥에서 수수께끼의 미궁이 발견되었다. 내부에는 강력한 '결계'가 쳐져 있어, 그 안에서는 본래 힘을 발휘할 수 없게 된다. 또 현혹 마법으로 인해 들어갈 때마다 구조가 변하는 것처럼 느껴진다고 한다……. 사령이 목격된 것을 계기로 '망자의 궁전'이라 불리게 된 이 의문의 미궁을 조사하고자, 귀곡부대가 모험가들에게 협조를 요청했다."
60005,"지하도시 '겔모라' 시대의 유적 '이솜하 구덩이' 밑바닥에서 수수께끼의 미궁이 발견되었다. 내부에는 강력한 '결계'가 쳐져 있어, 그 안에서는 본래 힘을 발휘할 수 없게 된다. 또 현혹 마법으로 인해 들어갈 때마다 구조가 변하는 것처럼 느껴진다고 한다……. 사령이 목격된 것을 계기로 '망자의 궁전'이라 불리게 된 이 의문의 미궁을 조사하고자, 귀곡부대가 모험가들에게 협조를 요청했다."
60006,""
60007,""
60008,""
60009,""
60010,""
60011,""
60012,""
60013,""
60014,""
60015,""
60016,""
60017,""
60018,""
60019,""
60020,""
60021,""
65000,""
65001,""
